entity,state,year,births_15_44,source_url,source_table
Nevada,32,2017,35756,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Hampshire,33,2017,12116,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Jersey,34,2017,101250,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Mexico,35,2017,23767,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New York,36,2017,229737,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Carolina,37,2017,120125,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Dakota,38,2017,10737,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Ohio,39,2017,136832,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oklahoma,40,2017,50214,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oregon,41,2017,43631,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Pennsylvania,42,2017,137745,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Rhode Island,44,2017,10638,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Carolina,45,2017,57029,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Dakota,46,2017,12134,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Tennessee,47,2017,81016,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Texas,48,2017,382050,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Utah,49,2017,48585,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Vermont,50,2017,5655,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Virginia,51,2017,100391,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Washington,53,2017,87562,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
West Virginia,54,2017,18675,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wisconsin,55,2017,64975,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wyoming,56,2017,6903,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alabama,01,2018,57761,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alaska,02,2018,10086,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arizona,04,2018,80723,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arkansas,05,2018,37018,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
California,06,2018,454920,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Colorado,08,2018,62885,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Connecticut,09,2018,34725,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Delaware,10,2018,10621,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
District of Columbia,11,2018,9212,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Florida,12,2018,221542,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Georgia,13,2018,126172,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Hawaii,15,2018,16972,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Idaho,16,2018,21403,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Illinois,17,2018,144815,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Indiana,18,2018,81646,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Iowa,19,2018,37785,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kansas,20,2018,36261,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kentucky,21,2018,53922,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Louisiana,22,2018,59615,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maine,23,2018,12311,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maryland,24,2018,71080,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Massachusetts,25,2018,69109,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Michigan,26,2018,110032,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Minnesota,27,2018,67344,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Mississippi,28,2018,37000,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Missouri,29,2018,73269,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Montana,30,2018,11513,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nebraska,31,2018,25488,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nevada,32,2018,35682,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Hampshire,33,2018,11995,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Jersey,34,2018,101223,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Mexico,35,2018,23039,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New York,36,2018,226238,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Carolina,37,2018,118954,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Dakota,38,2018,10636,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Ohio,39,2018,135134,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oklahoma,40,2018,49800,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oregon,41,2018,42188,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Pennsylvania,42,2018,135673,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Rhode Island,44,2018,10506,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Carolina,45,2018,56669,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Dakota,46,2018,11893,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Tennessee,47,2018,80751,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Texas,48,2018,378624,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Utah,49,2018,47209,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Vermont,50,2018,5432,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Virginia,51,2018,99843,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Washington,53,2018,86085,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
West Virginia,54,2018,18248,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wisconsin,55,2018,64098,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wyoming,56,2018,6562,https://www.cdc.gov/nchs/data/nvsr/nvsr68/nvsr68_13-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alabama,01,2019,58615,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alaska,02,2019,9822,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arizona,04,2019,79375,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arkansas,05,2019,36564,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
California,06,2019,446479,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Colorado,08,2019,62869,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Connecticut,09,2019,34258,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Delaware,10,2019,10562,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
District of Columbia,11,2019,9079,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Florida,12,2019,220002,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Georgia,13,2019,126371,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Hawaii,15,2019,16797,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Idaho,16,2019,22063,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Illinois,17,2019,140128,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Indiana,18,2019,80859,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Iowa,19,2019,37649,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kansas,20,2019,35395,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kentucky,21,2019,53069,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Louisiana,22,2019,58941,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maine,23,2019,11779,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maryland,24,2019,70178,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Massachusetts,25,2019,69117,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Michigan,26,2019,107886,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Minnesota,27,2019,66027,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Mississippi,28,2019,36636,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Missouri,29,2019,72127,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Montana,30,2019,11079,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nebraska,31,2019,24755,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nevada,32,2019,35072,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Hampshire,33,2019,11839,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Jersey,34,2019,99585,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Mexico,35,2019,22960,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New York,36,2019,221539,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Carolina,37,2019,118725,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Dakota,38,2019,10454,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Ohio,39,2019,134461,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oklahoma,40,2019,49143,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oregon,41,2019,41858,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Pennsylvania,42,2019,134230,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Rhode Island,44,2019,10175,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Carolina,45,2019,57038,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Dakota,46,2019,11449,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Tennessee,47,2019,80450,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Texas,48,2019,377599,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Utah,49,2019,46826,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Vermont,50,2019,5361,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Virginia,51,2019,97429,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Washington,53,2019,84895,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
West Virginia,54,2019,18136,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wisconsin,55,2019,63270,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wyoming,56,2019,6565,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-02-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alabama,01,2020,57647,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alaska,02,2020,9469,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arizona,04,2020,76947,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arkansas,05,2020,35251,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
California,06,2020,420259,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Colorado,08,2020,61494,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Connecticut,09,2020,33460,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Delaware,10,2020,10392,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
District of Columbia,11,2020,8874,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Florida,12,2020,209671,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Georgia,13,2020,122473,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Hawaii,15,2020,15785,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Idaho,16,2020,21533,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Illinois,17,2020,133298,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Indiana,18,2020,78616,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Iowa,19,2020,36114,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kansas,20,2020,34376,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kentucky,21,2020,51668,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Louisiana,22,2020,57328,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maine,23,2020,11539,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maryland,24,2020,68554,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Massachusetts,25,2020,66428,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Michigan,26,2020,104074,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Minnesota,27,2020,63443,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Mississippi,28,2020,35473,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Missouri,29,2020,69285,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Montana,30,2020,10791,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nebraska,31,2020,24291,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nevada,32,2020,33653,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Hampshire,33,2020,11791,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Jersey,34,2020,97954,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Mexico,35,2020,21903,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New York,36,2020,209338,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Carolina,37,2020,116730,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Dakota,38,2020,10059,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Ohio,39,2020,129191,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oklahoma,40,2020,47623,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oregon,41,2020,39820,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Pennsylvania,42,2020,130693,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Rhode Island,44,2020,10101,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Carolina,45,2020,55704,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Dakota,46,2020,10960,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Tennessee,47,2020,78689,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Texas,48,2020,368190,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Utah,49,2020,45702,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Vermont,50,2020,5133,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Virginia,51,2020,94749,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Washington,53,2020,83086,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
West Virginia,54,2020,17323,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wisconsin,55,2020,60594,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wyoming,56,2020,6128,https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-17.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alabama,01,2021,58054,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
