country,entity,state,year,marital,parity,births_15_44,female_15_44,asfr_15_44
United States,Minnesota,27,2014,all,all,69904.0,1050877.0,66.51967832581738
United States,Mississippi,28,2014,all,all,38736.0,598941.0,64.67414987452855
United States,Missouri,29,2014,all,all,75360.0,1170209.0,64.3987527014405
United States,Montana,30,2014,all,all,12432.0,184677.0,67.31753277343687
United States,Nebraska,31,2014,all,all,26794.0,362002.0,74.01616565654332
United States,Nevada,32,2014,all,all,35861.0,558514.0,64.20788019637824
United States,New Hampshire,33,2014,all,all,12302.0,244535.0,50.307726910258246
United States,New Jersey,34,2014,all,all,103305.0,1697694.0,60.850188549880016
United States,New Mexico,35,2014,all,all,26052.0,398213.0,65.42227400913582
United States,New York,36,2014,all,all,238773.0,4004770.0,59.62215058542688
United States,North Carolina,37,2014,all,all,120975.0,1971768.0,61.35356695108147
United States,North Dakota,38,2014,all,all,11359.0,142193.0,79.8843824942156
United States,Ohio,39,2014,all,all,139467.0,2211361.0,63.06839995821578
United States,Oklahoma,40,2014,all,all,53339.0,759515.0,70.22771110511313
United States,Oregon,41,2014,all,all,45556.0,774894.0,58.789976435486665
United States,Pennsylvania,42,2014,all,all,142268.0,2407590.0,59.091456601830046
United States,Rhode Island,44,2014,all,all,10823.0,209554.0,51.64778529639138
United States,South Carolina,45,2014,all,all,57627.0,936159.0,61.55685091955533
United States,South Dakota,46,2014,all,all,12283.0,156394.0,78.53881862475542
United States,Tennessee,47,2014,all,all,81602.0,1289982.0,63.25824701429943
United States,Texas,48,2014,all,all,399766.0,5645777.0,70.80796850460088
United States,Utah,49,2014,all,all,51154.0,636682.0,80.3446618563113
United States,Vermont,50,2014,all,all,6130.0,115384.0,53.12695001040006
United States,Virginia,51,2014,all,all,103300.0,1654578.0,62.43283785956298
United States,Washington,53,2014,all,all,88585.0,1393345.0,63.577218851038324
United States,West Virginia,54,2014,all,all,20301.0,335995.0,60.420541972350776
United States,Wisconsin,55,2014,all,all,67161.0,1086448.0,61.817040484220136
United States,Wyoming,56,2014,all,all,7696.0,109480.0,70.29594446474242
United States,Alabama,01,2015,all,all,59657.0,954761.0,62.483700109242
United States,Alaska,02,2015,all,all,11282.0,143658.0,78.53373985437636
United States,Arizona,04,2015,all,all,85351.0,1321883.0,64.56774162312398
United States,Arkansas,05,2015,all,all,38886.0,576090.0,67.49986981200854
United States,California,06,2015,all,all,491748.0,8024367.0,61.28184316594692
United States,Colorado,08,2015,all,all,66581.0,1099132.0,60.5759817747095
United States,Connecticut,09,2015,all,all,35746.0,676161.0,52.866107332425265
United States,Delaware,10,2015,all,all,11166.0,178955.0,62.395574306389875
United States,District of Columbia,11,2015,all,all,9578.0,180590.0,53.037266736807126
United States,Florida,12,2015,all,all,224269.0,3721441.0,60.26402138311477
United States,Georgia,13,2015,all,all,131404.0,2104203.0,62.44834742655533
United States,Hawaii,15,2015,all,all,18420.0,259467.0,70.99168680410226
United States,Idaho,16,2015,all,all,22827.0,316630.0,72.09361083914979
United States,Illinois,17,2015,all,all,158116.0,2567845.0,61.57536767211417
United States,Indiana,18,2015,all,all,84040.0,1291965.0,65.04820177017179
United States,Iowa,19,2015,all,all,39482.0,588341.0,67.10734081085629
United States,Kansas,20,2015,all,all,39154.0,558112.0,70.15437761596239
United States,Kentucky,21,2015,all,all,55971.0,848940.0,65.93045444907767
United States,Louisiana,22,2015,all,all,64692.0,936902.0,69.04884395593136
United States,Maine,23,2015,all,all,12607.0,232028.0,54.33395969451962
United States,Maryland,24,2015,all,all,73616.0,1187745.0,61.97963367557851
United States,Massachusetts,25,2015,all,all,71492.0,1374213.0,52.02395844021269
United States,Michigan,26,2015,all,all,113312.0,1883691.0,60.15423973464863
United States,Minnesota,27,2015,all,all,69834.0,1051518.0,66.41255784494416
United States,Mississippi,28,2015,all,all,38394.0,596866.0,64.32599611973207
United States,Missouri,29,2015,all,all,75061.0,1169604.0,64.17642210525956
United States,Montana,30,2015,all,all,12583.0,185844.0,67.70732442263404
United States,Nebraska,31,2015,all,all,26679.0,363772.0,73.33989421945614
United States,Nevada,32,2015,all,all,36298.0,565251.0,64.21572009602814
United States,New Hampshire,33,2015,all,all,12433.0,243185.0,51.12568620597487
United States,New Jersey,34,2015,all,all,103127.0,1688553.0,61.07418600422965
United States,New Mexico,35,2015,all,all,25816.0,396990.0,65.02934582735081
United States,New York,36,2015,all,all,237274.0,3976774.0,59.664944500240644
United States,North Carolina,37,2015,all,all,120843.0,1979226.0,61.05568540429441
United States,North Dakota,38,2015,all,all,11314.0,145700.0,77.65271105010295
United States,Ohio,39,2015,all,all,139264.0,2206988.0,63.101385236349266
United States,Oklahoma,40,2015,all,all,53122.0,765578.0,69.38809631415741
United States,Oregon,41,2015,all,all,45655.0,783275.0,58.287319268456166
United States,Pennsylvania,42,2015,all,all,141047.0,2393610.0,58.92647507321577
United States,Rhode Island,44,2015,all,all,10993.0,208469.0,52.73206088195367
United States,South Carolina,45,2015,all,all,58139.0,944685.0,61.54326574466621
United States,South Dakota,46,2015,all,all,12336.0,156437.0,78.85602510914937
United States,Tennessee,47,2015,all,all,81685.0,1294231.0,63.11469899886496
United States,Texas,48,2015,all,all,403618.0,5739945.0,70.31739851165823
United States,Utah,49,2015,all,all,50778.0,646078.0,78.59422546503673
United States,Vermont,50,2015,all,all,5903.0,115066.0,51.300992473884556
United States,Virginia,51,2015,all,all,103303.0,1653410.0,62.47875602542624
United States,Washington,53,2015,all,all,88990.0,1410756.0,63.0796537459348
United States,West Virginia,54,2015,all,all,19805.0,332273.0,59.604602239724564
United States,Wisconsin,55,2015,all,all,67041.0,1083632.0,61.86694375950507
United States,Wyoming,56,2015,all,all,7765.0,109668.0,70.80461027829449
United States,Alabama,01,2016,all,all,59151.0,950852.0,62.20841939649914
United States,Alaska,02,2016,all,all,11209.0,144035.0,77.82136286319297
United States,Arizona,04,2016,all,all,84520.0,1337661.0,63.1849175538496
United States,Arkansas,05,2016,all,all,38274.0,575847.0,66.46557158411869
United States,California,06,2016,all,all,488827.0,8038052.0,60.81411267307054
United States,Colorado,08,2016,all,all,66613.0,1117781.0,59.59396339712341
United States,Connecticut,09,2016,all,all,36015.0,671584.0,53.626947634249774
United States,Delaware,10,2016,all,all,10992.0,178218.0,61.67727165606168
United States,District of Columbia,11,2016,all,all,9858.0,183210.0,53.807106598984774
United States,Florida,12,2016,all,all,225022.0,3773513.0,59.6319662871176
United States,Georgia,13,2016,all,all,130042.0,2120722.0,61.31968263638515
United States,Hawaii,15,2016,all,all,18059.0,259581.0,69.56980672699466
United States,Idaho,16,2016,all,all,22482.0,322931.0,69.61858725238518
United States,Illinois,17,2016,all,all,154445.0,2543194.0,60.728752898913726
United States,Indiana,18,2016,all,all,83091.0,1292701.0,64.27704473037461
United States,Iowa,19,2016,all,all,39403.0,589130.0,66.8833703936313
United States,Kansas,20,2016,all,all,38053.0,557336.0,68.27658719336272
United States,Kentucky,21,2016,all,all,55449.0,846664.0,65.49115115323198
United States,Louisiana,22,2016,all,all,63178.0,934989.0,67.5708484270938
United States,Maine,23,2016,all,all,12705.0,231251.0,54.94030296085206
United States,Maryland,24,2016,all,all,73136.0,1180800.0,61.93766937669377
United States,Massachusetts,25,2016,all,all,71317.0,1376100.0,51.82544873192355
United States,Michigan,26,2016,all,all,113315.0,1878871.0,60.31015434268771
United States,Minnesota,27,2016,all,all,69749.0,1055396.0,66.08798972139368
United States,Mississippi,28,2016,all,all,37928.0,593505.0,63.90510610694097
United States,Missouri,29,2016,all,all,74705.0,1166698.0,64.03113744945135
United States,Montana,30,2016,all,all,12282.0,187726.0,65.42514089683901
United States,Nebraska,31,2016,all,all,26589.0,366327.0,72.58269251242743
United States,Nevada,32,2016,all,all,36260.0,571649.0,63.43053167240736
United States,New Hampshire,33,2016,all,all,12267.0,242924.0,50.4972748678599
United States,New Jersey,34,2016,all,all,102647.0,1678522.0,61.15320502203724
United States,New Mexico,35,2016,all,all,24692.0,396315.0,62.30397537312491
United States,New York,36,2016,all,all,234283.0,3945278.0,59.38314106128896
United States,North Carolina,37,2016,all,all,120779.0,1994750.0,60.54843965409199
United States,North Dakota,38,2016,all,all,11383.0,145246.0,78.37048868815664
United States,Ohio,39,2016,all,all,138085.0,2201239.0,62.7305803686015
United States,Oklahoma,40,2016,all,all,52592.0,767087.0,68.56067173606122
United States,Oregon,41,2016,all,all,45535.0,799921.0,56.92437128166406
United States,Pennsylvania,42,2016,all,all,139409.0,2380392.0,58.565563991140955
United States,Rhode Island,44,2016,all,all,10798.0,207681.0,51.99320111131976
United States,South Carolina,45,2016,all,all,57342.0,951604.0,60.25825868743721
United States,South Dakota,46,2016,all,all,12275.0,157797.0,77.789818564358
United States,Tennessee,47,2016,all,all,80807.0,1298980.0,62.208040154582825
United States,Texas,48,2016,all,all,398047.0,5815068.0,68.45096222434543
United States,Utah,49,2016,all,all,50464.0,660055.0,76.45423487436653
United States,Vermont,50,2016,all,all,5756.0,114128.0,50.43459974765176
United States,Virginia,51,2016,all,all,102460.0,1650959.0,62.06089915013032
United States,Washington,53,2016,all,all,90505.0,1434695.0,63.08309431621355
United States,West Virginia,54,2016,all,all,19079.0,327459.0,58.263782641491
United States,Wisconsin,55,2016,all,all,66615.0,1081250.0,61.60924855491329
United States,Wyoming,56,2016,all,all,7386.0,108976.0,67.77639113199237
United States,Alabama,01,2017,all,all,58941.0,948297.0,62.15457815431241
United States,Alaska,02,2017,all,all,10445.0,143412.0,72.83212004574234
United States,Arizona,04,2017,all,all,81872.0,1352115.0,60.551062594527835
United States,Arkansas,05,2017,all,all,37520.0,576096.0,65.12803421651947
United States,California,06,2017,all,all,471658.0,8044837.0,58.62865835566339
United States,Colorado,08,2017,all,all,64382.0,1133768.0,56.78586800826977
United States,Connecticut,09,2017,all,all,35221.0,669631.0,52.59762466194068
United States,Delaware,10,2017,all,all,10855.0,178179.0,60.921881927724364
United States,District of Columbia,11,2017,all,all,9560.0,186031.0,51.38928458160199
United States,Florida,12,2017,all,all,223630.0,3819257.0,58.553273581746396
United States,Georgia,13,2017,all,all,129243.0,2134594.0,60.54687682997329
United States,Hawaii,15,2017,all,all,17517.0,258277.0,67.82253162302489
United States,Idaho,16,2017,all,all,22181.0,329919.0,67.23165383018257
United States,Illinois,17,2017,all,all,149390.0,2523054.0,59.20998916392594
United States,Indiana,18,2017,all,all,82170.0,1294328.0,63.484680853693966
United States,Iowa,19,2017,all,all,38430.0,590894.0,65.03704556147126
United States,Kansas,20,2017,all,all,36519.0,556052.0,65.67551236215317
United States,Kentucky,21,2017,all,all,54752.0,846070.0,64.71332159277601
United States,Louisiana,22,2017,all,all,61018.0,928894.0,65.68887300380884
United States,Maine,23,2017,all,all,12298.0,230750.0,53.29577464788733
United States,Maryland,24,2017,all,all,71641.0,1178924.0,60.768124153889474
United States,Massachusetts,25,2017,all,all,70702.0,1383819.0,51.091941937493274
United States,Michigan,26,2017,all,all,111426.0,1878268.0,59.32380256704581
United States,Minnesota,27,2017,all,all,68595.0,1063072.0,64.52526263508022
United States,Mississippi,28,2017,all,all,37357.0,590349.0,63.27951770901619
United States,Missouri,29,2017,all,all,73034.0,1168143.0,62.52145499309587
United States,Montana,30,2017,all,all,11799.0,190608.0,61.90191387559808
United States,Nebraska,31,2017,all,all,25821.0,368071.0,70.15222606507983
United States,Nevada,32,2017,all,all,35756.0,579856.0,61.66358544190282
United States,New Hampshire,33,2017,all,all,12116.0,243570.0,49.74340025454695
United States,New Jersey,34,2017,all,all,101250.0,1677257.0,60.36641969596788
United States,New Mexico,35,2017,all,all,23767.0,395345.0,60.11711290138993
United States,New York,36,2017,all,all,229737.0,3917056.0,58.65042521730606
United States,North Carolina,37,2017,all,all,120125.0,2008666.0,59.80337198917092
United States,North Dakota,38,2017,all,all,10737.0,145321.0,73.88471039973575
United States,Ohio,39,2017,all,all,136832.0,2203404.0,62.1002775705227
United States,Oklahoma,40,2017,all,all,50214.0,765901.0,65.56199822170228
United States,Oregon,41,2017,all,all,43631.0,811291.0,53.77971652588282
United States,Pennsylvania,42,2017,all,all,137745.0,2376335.0,57.96531212981335
United States,Rhode Island,44,2017,all,all,10638.0,206964.0,51.40024352061228
United States,South Carolina,45,2017,all,all,57029.0,959340.0,59.44607751162257
United States,South Dakota,46,2017,all,all,12134.0,159690.0,75.9847203957668
United States,Tennessee,47,2017,all,all,81016.0,1308167.0,61.930930836812124
United States,Texas,48,2017,all,all,382050.0,5879401.0,64.98110947016542
United States,Utah,49,2017,all,all,48585.0,674703.0,72.00946194103183
United States,Vermont,50,2017,all,all,5655.0,114221.0,49.50928463242311
United States,Virginia,51,2017,all,all,100391.0,1655727.0,60.63258012945371
United States,Washington,53,2017,all,all,87562.0,1462880.0,59.85590068905174
United States,West Virginia,54,2017,all,all,18675.0,322183.0,57.96395216383236
United States,Wisconsin,55,2017,all,all,64975.0,1082909.0,60.000424781768366
United States,Wyoming,56,2017,all,all,6903.0,107470.0,64.23187866381316
United States,Alabama,01,2018,all,all,57761.0,947147.0,60.98419780667626
United States,Alaska,02,2018,all,all,10086.0,142216.0,70.920290262699
United States,Arizona,04,2018,all,all,80723.0,1372790.0,58.8021474515403
United States,Arkansas,05,2018,all,all,37018.0,576578.0,64.2029352490036
United States,California,06,2018,all,all,454920.0,8046097.0,56.53921398163606
United States,Colorado,08,2018,all,all,62885.0,1155173.0,54.43773356891132
United States,Connecticut,09,2018,all,all,34725.0,670000.0,51.82835820895522
United States,Delaware,10,2018,all,all,10621.0,178615.0,59.46309100579458
United States,District of Columbia,11,2018,all,all,9212.0,187938.0,49.016164905447546
United States,Florida,12,2018,all,all,221542.0,3851386.0,57.52266846273004
United States,Georgia,13,2018,all,all,126172.0,2149822.0,58.68951010827873
United States,Hawaii,15,2018,all,all,16972.0,257143.0,66.00218555434135
United States,Idaho,16,2018,all,all,21403.0,336694.0,63.568106351761536
United States,Illinois,17,2018,all,all,144815.0,2504925.0,57.81211014301826
United States,Indiana,18,2018,all,all,81646.0,1301847.0,62.71551111612962
United States,Iowa,19,2018,all,all,37785.0,592377.0,63.78539342344487
United States,Kansas,20,2018,all,all,36261.0,557912.0,64.99412093663517
United States,Kentucky,21,2018,all,all,53922.0,845381.0,63.78425822203243
United States,Louisiana,22,2018,all,all,59615.0,924237.0,64.5018539617003
United States,Maine,23,2018,all,all,12311.0,231501.0,53.17903594368923
United States,Maryland,24,2018,all,all,71080.0,1178564.0,60.31068317036665
United States,Massachusetts,25,2018,all,all,69109.0,1389869.0,49.72339119729989
United States,Michigan,26,2018,all,all,110032.0,1878175.0,58.584530195535564
United States,Minnesota,27,2018,all,all,67344.0,1072317.0,62.80232431267993
United States,Mississippi,28,2018,all,all,37000.0,584641.0,63.28670072745497
United States,Missouri,29,2018,all,all,73269.0,1169877.0,62.62966106693267
United States,Montana,30,2018,all,all,11513.0,192671.0,59.75471139922458
United States,Nebraska,31,2018,all,all,25488.0,370674.0,68.76122954401981
United States,Nevada,32,2018,all,all,35682.0,590202.0,60.45726717293401
United States,New Hampshire,33,2018,all,all,11995.0,243878.0,49.18442827971363
United States,New Jersey,34,2018,all,all,101223.0,1674163.0,60.46185467006499
United States,New Mexico,35,2018,all,all,23039.0,395497.0,58.253286371325196
United States,New York,36,2018,all,all,226238.0,3894471.0,58.09210031349572
United States,North Carolina,37,2018,all,all,118954.0,2026795.0,58.69069146114926
United States,North Dakota,38,2018,all,all,10636.0,146087.0,72.80593071252062
United States,Ohio,39,2018,all,all,135134.0,2206199.0,61.25195415282121
United States,Oklahoma,40,2018,all,all,49800.0,767348.0,64.898846416489
United States,Oregon,41,2018,all,all,42188.0,819240.0,51.49650895952347
United States,Pennsylvania,42,2018,all,all,135673.0,2379435.0,57.01899820755767
United States,Rhode Island,44,2018,all,all,10506.0,207478.0,50.63669401093128
United States,South Carolina,45,2018,all,all,56669.0,966916.0,58.60798662965552
United States,South Dakota,46,2018,all,all,11893.0,160539.0,74.08168731585471
United States,Tennessee,47,2018,all,all,80751.0,1319969.0,61.176436719347194
United States,Texas,48,2018,all,all,378624.0,5942241.0,63.71737531345498
United States,Utah,49,2018,all,all,47209.0,688130.0,68.60476944763344
United States,Vermont,50,2018,all,all,5432.0,114441.0,47.46550624339179
United States,Virginia,51,2018,all,all,99843.0,1658875.0,60.18717504332756
United States,Washington,53,2018,all,all,86085.0,1486975.0,57.892701625783886
United States,West Virginia,54,2018,all,all,18248.0,318352.0,57.32019902497864
United States,Wisconsin,55,2018,all,all,64098.0,1085898.0,59.02764348032688
United States,Wyoming,56,2018,all,all,6562.0,107202.0,61.2115445607358
United States,Alabama,01,2019,all,all,58615.0,947505.0,61.86247038274204
United States,Alaska,02,2019,all,all,9822.0,141373.0,69.4757839191359
United States,Arizona,04,2019,all,all,79375.0,1395862.0,56.86450379765335
United States,Arkansas,05,2019,all,all,36564.0,577597.0,63.303652892934004
United States,California,06,2019,all,all,446479.0,8042104.0,55.517685421625984
United States,Colorado,08,2019,all,all,62869.0,1173509.0,53.57351328366464
United States,Connecticut,09,2019,all,all,34258.0,670071.0,51.12592546163019
United States,Delaware,10,2019,all,all,10562.0,179495.0,58.8428647037522
United States,District of Columbia,11,2019,all,all,9079.0,189607.0,47.883253255417785
United States,Florida,12,2019,all,all,220002.0,3877863.0,56.732793293625896
United States,Georgia,13,2019,all,all,126371.0,2170880.0,58.21187721108491
United States,Hawaii,15,2019,all,all,16797.0,255741.0,65.67973066500873
United States,Idaho,16,2019,all,all,22063.0,344225.0,64.0947054978575
United States,Illinois,17,2019,all,all,140128.0,2491212.0,56.24892622546777
United States,Indiana,18,2019,all,all,80859.0,1310119.0,61.71882096206527
United States,Iowa,19,2019,all,all,37649.0,594026.0,63.37938070050805
United States,Kansas,20,2019,all,all,35395.0,558920.0,63.32748872826165
United States,Kentucky,21,2019,all,all,53069.0,845501.0,62.76633617228129
United States,Louisiana,22,2019,all,all,58941.0,920124.0,64.05767048789076
United States,Maine,23,2019,all,all,11779.0,232605.0,50.63949614152748
United States,Maryland,24,2019,all,all,70178.0,1178978.0,59.52443557046866
United States,Massachusetts,25,2019,all,all,69117.0,1392795.0,49.62467556244817
United States,Michigan,26,2019,all,all,107886.0,1878038.0,57.44612196345335
United States,Minnesota,27,2019,all,all,66027.0,1081343.0,61.06018164449208
United States,Mississippi,28,2019,all,all,36636.0,582126.0,62.934828542274346
United States,Missouri,29,2019,all,all,72127.0,1173968.0,61.43864227985772
United States,Montana,30,2019,all,all,11079.0,194608.0,56.92982816739291
United States,Nebraska,31,2019,all,all,24755.0,372616.0,66.43568714172231
United States,Nevada,32,2019,all,all,35072.0,599543.0,58.49788922562686
United States,New Hampshire,33,2019,all,all,11839.0,245592.0,48.20596762109515
United States,New Jersey,34,2019,all,all,99585.0,1672683.0,59.536086634466905
United States,New Mexico,35,2019,all,all,22960.0,396679.0,57.88055329372112
United States,New York,36,2019,all,all,221539.0,3871739.0,57.21950782322879
United States,North Carolina,37,2019,all,all,118725.0,2044597.0,58.06767788468828
United States,North Dakota,38,2019,all,all,10454.0,147001.0,71.11516248188788
United States,Ohio,39,2019,all,all,134461.0,2210423.0,60.830438336915606
United States,Oklahoma,40,2019,all,all,49143.0,771770.0,63.67570649286705
United States,Oregon,41,2019,all,all,41858.0,827501.0,50.58362467235689
United States,Pennsylvania,42,2019,all,all,134230.0,2382036.0,56.350953554018496
United States,Rhode Island,44,2019,all,all,10175.0,207887.0,48.94485946692193
United States,South Carolina,45,2019,all,all,57038.0,976843.0,58.39014048316874
United States,South Dakota,46,2019,all,all,11449.0,161553.0,70.8683837502244
United States,Tennessee,47,2019,all,all,80450.0,1331276.0,60.43074463897794
United States,Texas,48,2019,all,all,377599.0,6015513.0,62.77087257562239
United States,Utah,49,2019,all,all,46826.0,701559.0,66.74563365304985
United States,Vermont,50,2019,all,all,5361.0,114461.0,46.83691388333144
United States,Virginia,51,2019,all,all,97429.0,1663150.0,58.581005922496466
United States,Washington,53,2019,all,all,84895.0,1509040.0,56.25762073901288
United States,West Virginia,54,2019,all,all,18136.0,314987.0,57.576979367402465
United States,Wisconsin,55,2019,all,all,63270.0,1089256.0,58.085518923007996
United States,Wyoming,56,2019,all,all,6565.0,107437.0,61.10557815277791
United States,Alabama,01,2020,all,all,57647.0,969497.0,59.46073066755235
United States,Alaska,02,2020,all,all,9469.0,141056.0,67.1293670598911
United States,Arizona,04,2020,all,all,76947.0,1377078.0,55.87700914545145
United States,Arkansas,05,2020,all,all,35251.0,577011.0,61.09242284809128
United States,California,06,2020,all,all,420259.0,8017637.0,52.41681557795645
United States,Colorado,08,2020,all,all,61494.0,1182284.0,52.01288353728884
United States,Connecticut,09,2020,all,all,33460.0,677535.0,49.384902624956645
United States,Delaware,10,2020,all,all,10392.0,182801.0,56.848704328750934
United States,District of Columbia,11,2020,all,all,8874.0,185234.0,47.90697172225401
United States,Florida,12,2020,all,all,209671.0,3888427.0,53.921804369736144
United States,Georgia,13,2020,all,all,122473.0,2188464.0,55.96299505040978
United States,Hawaii,15,2020,all,all,15785.0,260386.0,60.621538792408195
United States,Idaho,16,2020,all,all,21533.0,356448.0,60.40993356674746
United States,Illinois,17,2020,all,all,133298.0,2509076.0,53.1263301709474
United States,Indiana,18,2020,all,all,78616.0,1318746.0,59.61420925636931
United States,Iowa,19,2020,all,all,36114.0,602420.0,59.948208890807074
United States,Kansas,20,2020,all,all,34376.0,563782.0,60.97392254452962
United States,Kentucky,21,2020,all,all,51668.0,851701.0,60.66448201892448
United States,Louisiana,22,2020,all,all,57328.0,918841.0,62.3916433855259
United States,Maine,23,2020,all,all,11539.0,236566.0,48.777085464521534
United States,Maryland,24,2020,all,all,68554.0,1203152.0,56.97866936180965
United States,Massachusetts,25,2020,all,all,66428.0,1419488.0,46.79715503054623
United States,Michigan,26,2020,all,all,104074.0,1891005.0,55.036343108558675
United States,Minnesota,27,2020,all,all,63443.0,1095954.0,57.88837852683598
United States,Mississippi,28,2020,all,all,35473.0,576871.0,61.4920840187841
United States,Missouri,29,2020,all,all,69285.0,1178136.0,58.80899997962884
United States,Montana,30,2020,all,all,10791.0,199074.0,54.20597365803671
United States,Nebraska,31,2020,all,all,24291.0,378893.0,64.11044806845204
United States,Nevada,32,2020,all,all,33653.0,606373.0,55.498843121313115
United States,New Hampshire,33,2020,all,all,11791.0,249107.0,47.33307373939712
United States,New Jersey,34,2020,all,all,97954.0,1743956.0,56.16770147870703
United States,New Mexico,35,2020,all,all,21903.0,401359.0,54.57209131974118
United States,New York,36,2020,all,all,209338.0,3993250.0,52.42296375133037
United States,North Carolina,37,2020,all,all,116730.0,2035647.0,57.34294796691175
United States,North Dakota,38,2020,all,all,10059.0,150648.0,66.7715469173172
United States,Ohio,39,2020,all,all,129191.0,2230583.0,57.918042054476345
United States,Oklahoma,40,2020,all,all,47623.0,774144.0,61.51697875330687
United States,Oregon,41,2020,all,all,39820.0,833042.0,47.800711128610565
United States,Pennsylvania,42,2020,all,all,130693.0,2419088.0,54.025732011402646
United States,Rhode Island,44,2020,all,all,10101.0,214732.0,47.040031294823315
United States,South Carolina,45,2020,all,all,55704.0,972781.0,57.262631568667565
United States,South Dakota,46,2020,all,all,10960.0,162609.0,67.4009433672183
United States,Tennessee,47,2020,all,all,78689.0,1348585.0,58.34930686608556
United States,Texas,48,2020,all,all,368190.0,6052330.0,60.83442244557055
United States,Utah,49,2020,all,all,45702.0,717920.0,63.6589034989971
United States,Vermont,50,2020,all,all,5133.0,118357.0,43.36879103052629
United States,Virginia,51,2020,all,all,94749.0,1683238.0,56.28972254666304
United States,Washington,53,2020,all,all,83086.0,1533140.0,54.19335481430267
United States,West Virginia,54,2020,all,all,17323.0,314353.0,55.10683849048681
United States,Wisconsin,55,2020,all,all,60594.0,1103411.0,54.91516760300559
United States,Wyoming,56,2020,all,all,6128.0,107064.0,57.23679294627512
United States,Alabama,01,2021,all,all,58054.0,974829.0,59.553008784104705
United States,Alaska,02,2021,all,all,9367.0,141381.0,66.25359843260411
United States,Arizona,04,2021,all,all,77916.0,1401970.0,55.576082227151794
United States,Arkansas,05,2021,all,all,35965.0,582455.0,61.747259444935665
United States,California,06,2021,all,all,420608.0,7950771.0,52.90153621579593
United States,Colorado,08,2021,all,all,62949.0,1193792.0,52.730291374041705
United States,Connecticut,09,2021,all,all,35670.0,684477.0,52.11278099921546
United States,Delaware,10,2021,all,all,10482.0,185093.0,56.63099090727364
United States,District of Columbia,11,2021,all,all,8660.0,177124.0,48.89230143854023
United States,Florida,12,2021,all,all,216260.0,3925096.0,55.09674158288103
United States,Georgia,13,2021,all,all,124073.0,2211968.0,56.09167944563393
United States,Hawaii,15,2021,all,all,15620.0,257043.0,60.76804270102667
United States,Idaho,16,2021,all,all,22427.0,368813.0,60.80859405715092
United States,Illinois,17,2021,all,all,132189.0,2487384.0,53.14378479559248
United States,Indiana,18,2021,all,all,79946.0,1328051.0,60.197989384443815
United States,Iowa,19,2021,all,all,36835.0,606309.0,60.75285044424543
United States,Kansas,20,2021,all,all,34705.0,565732.0,61.3453013087469
United States,Kentucky,21,2021,all,all,52214.0,855893.0,61.005289212553436
United States,Louisiana,22,2021,all,all,57437.0,914316.0,62.81963784949623
United States,Maine,23,2021,all,all,12006.0,240730.0,49.87330203962946
United States,Maryland,24,2021,all,all,68285.0,1205457.0,56.64656640593568
United States,Massachusetts,25,2021,all,all,69137.0,1411403.0,48.98459192732338
United States,Michigan,26,2021,all,all,104980.0,1895250.0,55.391109352328186
United States,Minnesota,27,2021,all,all,64425.0,1099940.0,58.571376620542935
United States,Mississippi,28,2021,all,all,35156.0,576769.0,60.953345273411024
United States,Missouri,29,2021,all,all,69453.0,1186346.0,58.543628924445315
United States,Montana,30,2021,all,all,11231.0,204547.0,54.90669626051714
United States,Nebraska,31,2021,all,all,24609.0,380948.0,64.59936789273077
United States,Nevada,32,2021,all,all,33686.0,613038.0,54.949285362408204
United States,New Hampshire,33,2021,all,all,12625.0,252999.0,49.90138300941901
United States,New Jersey,34,2021,all,all,101497.0,1747884.0,58.068498824864804
United States,New Mexico,35,2021,all,all,21391.0,402868.0,53.09679597287449
United States,New York,36,2021,all,all,210742.0,3895380.0,54.100498539295266
United States,North Carolina,37,2021,all,all,120466.0,2061442.0,58.43773436264517
United States,North Dakota,38,2021,all,all,10112.0,150589.0,67.14965900563787
United States,Ohio,39,2021,all,all,129791.0,2238663.0,57.977015745558845
United States,Oklahoma,40,2021,all,all,48410.0,783969.0,61.74989062067505
United States,Oregon,41,2021,all,all,40914.0,835675.0,48.959224578933195
United States,Pennsylvania,42,2021,all,all,132622.0,2425066.0,54.68799612051796
United States,Rhode Island,44,2021,all,all,10464.0,215916.0,48.4632912799422
United States,South Carolina,45,2021,all,all,57185.0,987405.0,57.914432274497294
United States,South Dakota,46,2021,all,all,11369.0,165248.0,68.79962238574748
United States,Tennessee,47,2021,all,all,81717.0,1364959.0,59.86773229086002
United States,Texas,48,2021,all,all,373594.0,6134162.0,60.90383657947084
United States,Utah,49,2021,all,all,46712.0,733414.0,63.69117578884505
United States,Vermont,50,2021,all,all,5384.0,119962.0,44.88087894499925
United States,Virginia,51,2021,all,all,95825.0,1688028.0,56.76742328918714
United States,Washington,53,2021,all,all,83911.0,1540650.0,54.46467400123325
United States,West Virginia,54,2021,all,all,17198.0,314151.0,54.74437452053312
United States,Wisconsin,55,2021,all,all,61781.0,1108122.0,55.75288641503372
United States,Wyoming,56,2021,all,all,6237.0,108025.0,57.736635038185604
