country,entity,state,year,marital,parity,births_15_44,female_15_44,asfr_15_44,housing_cost_burden,rent_burden_share,median_gross_rent,housing_estimate_type,housing_source_url
United States,Pennsylvania,42,2021,all,all,132622.0,2425066.0,54.68799612051796,0.44203418692466584,0.44203418692466584,,,
United States,Rhode Island,44,2021,all,all,10464.0,215916.0,48.4632912799422,0.4583758448191639,0.4583758448191639,,,
United States,South Carolina,45,2021,all,all,57185.0,987405.0,57.914432274497294,0.44868458342837786,0.44868458342837786,,,
United States,South Dakota,46,2021,all,all,11369.0,165248.0,68.79962238574748,0.3500096103682144,0.3500096103682144,,,
United States,Tennessee,47,2021,all,all,81717.0,1364959.0,59.86773229086002,0.43883112978435657,0.43883112978435657,,,
United States,Texas,48,2021,all,all,373594.0,6134162.0,60.90383657947084,0.47503608826725513,0.47503608826725513,,,
United States,Utah,49,2021,all,all,46712.0,733414.0,63.69117578884505,0.4530211104346548,0.4530211104346548,,,
United States,Vermont,50,2021,all,all,5384.0,119962.0,44.88087894499925,0.468404808317089,0.468404808317089,,,
United States,Virginia,51,2021,all,all,95825.0,1688028.0,56.76742328918714,0.4609016474704227,0.4609016474704227,,,
United States,Washington,53,2021,all,all,83911.0,1540650.0,54.46467400123325,0.46294587974133417,0.46294587974133417,,,
United States,West Virginia,54,2021,all,all,17198.0,314151.0,54.74437452053312,0.4109957858592165,0.4109957858592165,,,
United States,Wisconsin,55,2021,all,all,61781.0,1108122.0,55.75288641503372,0.40585619309056237,0.40585619309056237,,,
United States,Wyoming,56,2021,all,all,6237.0,108025.0,57.736635038185604,0.44034466885321366,0.44034466885321366,,,
