country,state,entity,year,age,age_band,marital,parity,exposure,source,allocation
United States,56,Wyoming,2018,22,20_24,unmarried,all,2647.4,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,23,20_24,married,all,739.2,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,23,20_24,unmarried,all,2647.4,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,24,20_24,married,all,739.2,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,24,20_24,unmarried,all,2647.4,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,25,25_29,married,all,1729.4,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,25,25_29,unmarried,all,1834.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,26,25_29,married,all,1729.4,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,26,25_29,unmarried,all,1834.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,27,25_29,married,all,1729.4,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,27,25_29,unmarried,all,1834.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,28,25_29,married,all,1729.4,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,28,25_29,unmarried,all,1834.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,29,25_29,married,all,1729.4,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,29,25_29,unmarried,all,1834.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,30,30_34,married,all,2284.6,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,30,30_34,unmarried,all,1333.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,31,30_34,married,all,2284.6,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,31,30_34,unmarried,all,1333.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,32,30_34,married,all,2284.6,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,32,30_34,unmarried,all,1333.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,33,30_34,married,all,2284.6,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,33,30_34,unmarried,all,1333.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,34,30_34,married,all,2284.6,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,34,30_34,unmarried,all,1333.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,35,35_39,married,all,2228.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,35,35_39,unmarried,all,1471.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,36,35_39,married,all,2228.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,36,35_39,unmarried,all,1471.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,37,35_39,married,all,2228.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,37,35_39,unmarried,all,1471.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,38,35_39,married,all,2228.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,38,35_39,unmarried,all,1471.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,39,35_39,married,all,2228.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,39,35_39,unmarried,all,1471.8,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,40,40_44,married,all,2194.2,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,40,40_44,unmarried,all,1019.6,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,41,40_44,married,all,2194.2,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,41,40_44,unmarried,all,1019.6,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,42,40_44,married,all,2194.2,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,42,40_44,unmarried,all,1019.6,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,43,40_44,married,all,2194.2,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,43,40_44,unmarried,all,1019.6,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,44,40_44,married,all,2194.2,Census ACS1 B12002,uniform_within_band
United States,56,Wyoming,2018,44,40_44,unmarried,all,1019.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,15,15_17,married,all,96.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,15,15_17,unmarried,all,19364.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,16,15_17,married,all,96.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,16,15_17,unmarried,all,19364.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,17,15_17,married,all,96.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,17,15_17,unmarried,all,19364.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,18,18_19,married,all,356.5,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,18,18_19,unmarried,all,21612.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,19,18_19,married,all,356.5,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,19,18_19,unmarried,all,21612.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,20,20_24,married,all,1154.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,20,20_24,unmarried,all,20805.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,21,20_24,married,all,1154.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,21,20_24,unmarried,all,20805.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,22,20_24,married,all,1154.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,22,20_24,unmarried,all,20805.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,23,20_24,married,all,1154.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,23,20_24,unmarried,all,20805.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,24,20_24,married,all,1154.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,24,20_24,unmarried,all,20805.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,25,25_29,married,all,4235.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,25,25_29,unmarried,all,16589.4,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,26,25_29,married,all,4235.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,26,25_29,unmarried,all,16589.4,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,27,25_29,married,all,4235.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,27,25_29,unmarried,all,16589.4,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,28,25_29,married,all,4235.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,28,25_29,unmarried,all,16589.4,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,29,25_29,married,all,4235.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,29,25_29,unmarried,all,16589.4,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,30,30_34,married,all,5949.8,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,30,30_34,unmarried,all,12310.4,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,31,30_34,married,all,5949.8,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,31,30_34,unmarried,all,12310.4,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,32,30_34,married,all,5949.8,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,32,30_34,unmarried,all,12310.4,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,33,30_34,married,all,5949.8,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,33,30_34,unmarried,all,12310.4,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,34,30_34,married,all,5949.8,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,34,30_34,unmarried,all,12310.4,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,35,35_39,married,all,8749.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,35,35_39,unmarried,all,11103.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,36,35_39,married,all,8749.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,36,35_39,unmarried,all,11103.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,37,35_39,married,all,8749.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,37,35_39,unmarried,all,11103.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,38,35_39,married,all,8749.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,38,35_39,unmarried,all,11103.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,39,35_39,married,all,8749.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,39,35_39,unmarried,all,11103.0,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,40,40_44,married,all,10179.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,40,40_44,unmarried,all,11779.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,41,40_44,married,all,10179.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,41,40_44,unmarried,all,11779.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,42,40_44,married,all,10179.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,42,40_44,unmarried,all,11779.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,43,40_44,married,all,10179.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,43,40_44,unmarried,all,11779.2,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,44,40_44,married,all,10179.6,Census ACS1 B12002,uniform_within_band
United States,72,Puerto Rico,2018,44,40_44,unmarried,all,11779.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,15,15_17,married,all,280.3333333333333,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,15,15_17,unmarried,all,19346.333333333332,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,16,15_17,married,all,280.3333333333333,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,16,15_17,unmarried,all,19346.333333333332,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,17,15_17,married,all,280.3333333333333,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,17,15_17,unmarried,all,19346.333333333332,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,18,18_19,married,all,237.0,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,18,18_19,unmarried,all,22954.5,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,19,18_19,married,all,237.0,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,19,18_19,unmarried,all,22954.5,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,20,20_24,married,all,2922.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,20,20_24,unmarried,all,17259.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,21,20_24,married,all,2922.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,21,20_24,unmarried,all,17259.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,22,20_24,married,all,2922.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,22,20_24,unmarried,all,17259.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,23,20_24,married,all,2922.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,23,20_24,unmarried,all,17259.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,24,20_24,married,all,2922.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,24,20_24,unmarried,all,17259.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,25,25_29,married,all,7918.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,25,25_29,unmarried,all,12600.0,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,26,25_29,married,all,7918.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,26,25_29,unmarried,all,12600.0,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,27,25_29,married,all,7918.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,27,25_29,unmarried,all,12600.0,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,28,25_29,married,all,7918.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,28,25_29,unmarried,all,12600.0,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,29,25_29,married,all,7918.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,29,25_29,unmarried,all,12600.0,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,30,30_34,married,all,10077.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,30,30_34,unmarried,all,8707.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,31,30_34,married,all,10077.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,31,30_34,unmarried,all,8707.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,32,30_34,married,all,10077.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,32,30_34,unmarried,all,8707.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,33,30_34,married,all,10077.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,33,30_34,unmarried,all,8707.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,34,30_34,married,all,10077.2,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,34,30_34,unmarried,all,8707.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,35,35_39,married,all,12650.4,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,35,35_39,unmarried,all,8046.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,36,35_39,married,all,12650.4,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,36,35_39,unmarried,all,8046.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,37,35_39,married,all,12650.4,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,37,35_39,unmarried,all,8046.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,38,35_39,married,all,12650.4,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,38,35_39,unmarried,all,8046.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,39,35_39,married,all,12650.4,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,39,35_39,unmarried,all,8046.8,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,40,40_44,married,all,10474.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,40,40_44,unmarried,all,8000.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,41,40_44,married,all,10474.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,41,40_44,unmarried,all,8000.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,42,40_44,married,all,10474.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,42,40_44,unmarried,all,8000.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,43,40_44,married,all,10474.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,43,40_44,unmarried,all,8000.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,44,40_44,married,all,10474.6,Census ACS1 B12002,uniform_within_band
United States,28,Mississippi,2018,44,40_44,unmarried,all,8000.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,15,15_17,married,all,232.66666666666666,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,15,15_17,unmarried,all,37524.333333333336,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,16,15_17,married,all,232.66666666666666,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,16,15_17,unmarried,all,37524.333333333336,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,17,15_17,married,all,232.66666666666666,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,17,15_17,unmarried,all,37524.333333333336,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,18,18_19,married,all,751.0,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,18,18_19,unmarried,all,38052.0,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,19,18_19,married,all,751.0,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,19,18_19,unmarried,all,38052.0,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,20,20_24,married,all,6322.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,20,20_24,unmarried,all,33651.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,21,20_24,married,all,6322.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,21,20_24,unmarried,all,33651.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,22,20_24,married,all,6322.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,22,20_24,unmarried,all,33651.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,23,20_24,married,all,6322.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,23,20_24,unmarried,all,33651.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,24,20_24,married,all,6322.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,24,20_24,unmarried,all,33651.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,25,25_29,married,all,17948.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,25,25_29,unmarried,all,23887.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,26,25_29,married,all,17948.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,26,25_29,unmarried,all,23887.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,27,25_29,married,all,17948.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,27,25_29,unmarried,all,23887.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,28,25_29,married,all,17948.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,28,25_29,unmarried,all,23887.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,29,25_29,married,all,17948.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,29,25_29,unmarried,all,23887.6,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,30,30_34,married,all,24120.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,30,30_34,unmarried,all,15935.2,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,31,30_34,married,all,24120.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,31,30_34,unmarried,all,15935.2,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,32,30_34,married,all,24120.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,32,30_34,unmarried,all,15935.2,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,33,30_34,married,all,24120.8,Census ACS1 B12002,uniform_within_band
United States,29,Missouri,2018,33,30_34,unmarried,all,15935.2,Census ACS1 B12002,uniform_within_band
