entity,code,year,indicator,value
Japan,JPN,1998,SP.POP.65UP.MA.IN,8582925.0
Japan,JPN,1999,SP.POP.0014.FE.IN,9001510.0
Japan,JPN,1999,SP.POP.0014.MA.IN,9463265.0
Japan,JPN,1999,SP.POP.1564.FE.IN,42884610.0
Japan,JPN,1999,SP.POP.1564.MA.IN,43920789.0
Japan,JPN,1999,SP.POP.65UP.FE.IN,12437176.0
Japan,JPN,1999,SP.POP.65UP.MA.IN,8923649.0
Japan,JPN,2000,SP.POP.0014.FE.IN,8890572.0
Japan,JPN,2000,SP.POP.0014.MA.IN,9350079.0
Japan,JPN,2000,SP.POP.1564.FE.IN,42720289.0
Japan,JPN,2000,SP.POP.1564.MA.IN,43758317.0
Japan,JPN,2000,SP.POP.65UP.FE.IN,12845954.0
Japan,JPN,2000,SP.POP.65UP.MA.IN,9277788.0
Japan,JPN,2001,SP.POP.0014.FE.IN,8810141.0
Japan,JPN,2001,SP.POP.0014.MA.IN,9267523.0
Japan,JPN,2001,SP.POP.1564.FE.IN,42549925.0
Japan,JPN,2001,SP.POP.1564.MA.IN,43590968.0
Japan,JPN,2001,SP.POP.65UP.FE.IN,13280467.0
Japan,JPN,2001,SP.POP.65UP.MA.IN,9649975.0
Japan,JPN,2002,SP.POP.0014.FE.IN,8741687.0
Japan,JPN,2002,SP.POP.0014.MA.IN,9197289.0
Japan,JPN,2002,SP.POP.1564.FE.IN,42381442.0
Japan,JPN,2002,SP.POP.1564.MA.IN,43420204.0
Japan,JPN,2002,SP.POP.65UP.FE.IN,13699695.0
Japan,JPN,2002,SP.POP.65UP.MA.IN,10004683.0
Japan,JPN,2003,SP.POP.0014.FE.IN,8679567.0
Japan,JPN,2003,SP.POP.0014.MA.IN,9134319.0
Japan,JPN,2003,SP.POP.1564.FE.IN,42246220.0
Japan,JPN,2003,SP.POP.1564.MA.IN,43270667.0
Japan,JPN,2003,SP.POP.65UP.FE.IN,14070066.0
Japan,JPN,2003,SP.POP.65UP.MA.IN,10317162.0
Japan,JPN,2004,SP.POP.0014.FE.IN,8615511.0
Japan,JPN,2004,SP.POP.0014.MA.IN,9068954.0
Japan,JPN,2004,SP.POP.1564.FE.IN,42002984.0
Japan,JPN,2004,SP.POP.1564.MA.IN,43004827.0
Japan,JPN,2004,SP.POP.65UP.FE.IN,14434707.0
Japan,JPN,2004,SP.POP.65UP.MA.IN,10634017.0
Japan,JPN,2005,SP.POP.0014.FE.IN,8558654.0
Japan,JPN,2005,SP.POP.0014.MA.IN,9013156.0
Japan,JPN,2005,SP.POP.1564.FE.IN,41654967.0
Japan,JPN,2005,SP.POP.1564.MA.IN,42631432.0
Japan,JPN,2005,SP.POP.65UP.FE.IN,14884215.0
Japan,JPN,2005,SP.POP.65UP.MA.IN,11030576.0
Japan,JPN,2006,SP.POP.0014.FE.IN,8509385.0
Japan,JPN,2006,SP.POP.0014.MA.IN,8966112.0
Japan,JPN,2006,SP.POP.1564.FE.IN,41300725.0
Japan,JPN,2006,SP.POP.1564.MA.IN,42255979.0
Japan,JPN,2006,SP.POP.65UP.FE.IN,15366291.0
Japan,JPN,2006,SP.POP.65UP.MA.IN,11455508.0
Japan,JPN,2007,SP.POP.0014.FE.IN,8471470.0
Japan,JPN,2007,SP.POP.0014.MA.IN,8928943.0
Japan,JPN,2007,SP.POP.1564.FE.IN,40985707.0
Japan,JPN,2007,SP.POP.1564.MA.IN,41932488.0
Japan,JPN,2007,SP.POP.65UP.FE.IN,15827051.0
Japan,JPN,2007,SP.POP.65UP.MA.IN,11855342.0
Japan,JPN,2008,SP.POP.0014.FE.IN,8436163.0
Japan,JPN,2008,SP.POP.0014.MA.IN,8893974.0
Japan,JPN,2008,SP.POP.1564.FE.IN,40647149.0
Japan,JPN,2008,SP.POP.1564.MA.IN,41587368.0
Japan,JPN,2008,SP.POP.65UP.FE.IN,16266221.0
Japan,JPN,2008,SP.POP.65UP.MA.IN,12232125.0
Japan,JPN,2009,SP.POP.0014.FE.IN,8387065.0
Japan,JPN,2009,SP.POP.0014.MA.IN,8843716.0
Japan,JPN,2009,SP.POP.1564.FE.IN,40370687.0
Japan,JPN,2009,SP.POP.1564.MA.IN,41298874.0
Japan,JPN,2009,SP.POP.65UP.FE.IN,16617694.0
Japan,JPN,2009,SP.POP.65UP.MA.IN,12528964.0
Japan,JPN,2010,SP.POP.0014.FE.IN,8334035.0
Japan,JPN,2010,SP.POP.0014.MA.IN,8790114.0
Japan,JPN,2010,SP.POP.1564.FE.IN,40231266.0
Japan,JPN,2010,SP.POP.1564.MA.IN,41132945.0
Japan,JPN,2010,SP.POP.65UP.FE.IN,16854992.0
Japan,JPN,2010,SP.POP.65UP.MA.IN,12726650.0
Japan,JPN,2011,SP.POP.0014.FE.IN,8266346.0
Japan,JPN,2011,SP.POP.0014.MA.IN,8722017.0
Japan,JPN,2011,SP.POP.1564.FE.IN,39857725.0
Japan,JPN,2011,SP.POP.1564.MA.IN,40750906.0
Japan,JPN,2011,SP.POP.65UP.FE.IN,17196136.0
Japan,JPN,2011,SP.POP.65UP.MA.IN,13039871.0
Japan,JPN,2012,SP.POP.0014.FE.IN,8193935.0
Japan,JPN,2012,SP.POP.0014.MA.IN,8648107.0
Japan,JPN,2012,SP.POP.1564.FE.IN,39291581.0
Japan,JPN,2012,SP.POP.1564.MA.IN,40210091.0
Japan,JPN,2012,SP.POP.65UP.FE.IN,17741033.0
Japan,JPN,2012,SP.POP.65UP.MA.IN,13544253.0
Japan,JPN,2013,SP.POP.0014.FE.IN,8115972.0
Japan,JPN,2013,SP.POP.0014.MA.IN,8566685.0
Japan,JPN,2013,SP.POP.1564.FE.IN,38710600.0
Japan,JPN,2013,SP.POP.1564.MA.IN,39665338.0
Japan,JPN,2013,SP.POP.65UP.FE.IN,18316758.0
Japan,JPN,2013,SP.POP.65UP.MA.IN,14069647.0
Japan,JPN,2014,SP.POP.0014.FE.IN,8031318.0
Japan,JPN,2014,SP.POP.0014.MA.IN,8477304.0
Japan,JPN,2014,SP.POP.1564.FE.IN,38195235.0
Japan,JPN,2014,SP.POP.1564.MA.IN,39192500.0
Japan,JPN,2014,SP.POP.65UP.FE.IN,18840874.0
Japan,JPN,2014,SP.POP.65UP.MA.IN,14538769.0
Japan,JPN,2015,SP.POP.0014.FE.IN,7943678.0
Japan,JPN,2015,SP.POP.0014.MA.IN,8386791.0
Japan,JPN,2015,SP.POP.1564.FE.IN,37776215.0
Japan,JPN,2015,SP.POP.1564.MA.IN,38804141.0
Japan,JPN,2015,SP.POP.65UP.FE.IN,19282585.0
Japan,JPN,2015,SP.POP.65UP.MA.IN,14947590.0
Japan,JPN,2016,SP.POP.0014.FE.IN,7862973.0
Japan,JPN,2016,SP.POP.0014.MA.IN,8305223.0
Japan,JPN,2016,SP.POP.1564.FE.IN,37451598.0
Japan,JPN,2016,SP.POP.1564.MA.IN,38495020.0
Japan,JPN,2016,SP.POP.65UP.FE.IN,19655730.0
Japan,JPN,2016,SP.POP.65UP.MA.IN,15305455.0
Japan,JPN,2017,SP.POP.0014.FE.IN,7783877.0
Japan,JPN,2017,SP.POP.0014.MA.IN,8224540.0
Japan,JPN,2017,SP.POP.1564.FE.IN,37191808.0
Japan,JPN,2017,SP.POP.1564.MA.IN,38247776.0
Japan,JPN,2017,SP.POP.65UP.FE.IN,19946628.0
Japan,JPN,2017,SP.POP.65UP.MA.IN,15577371.0
Japan,JPN,2018,SP.POP.0014.FE.IN,7700798.0
Japan,JPN,2018,SP.POP.0014.MA.IN,8139446.0
Japan,JPN,2018,SP.POP.1564.FE.IN,36977374.0
Japan,JPN,2018,SP.POP.1564.MA.IN,38048531.0
Japan,JPN,2018,SP.POP.65UP.FE.IN,20166467.0
Japan,JPN,2018,SP.POP.65UP.MA.IN,15778385.0
Japan,JPN,2019,SP.POP.0014.FE.IN,7611538.0
Japan,JPN,2019,SP.POP.0014.MA.IN,8048606.0
Japan,JPN,2019,SP.POP.1564.FE.IN,36817424.0
Japan,JPN,2019,SP.POP.1564.MA.IN,37901960.0
Japan,JPN,2019,SP.POP.65UP.FE.IN,20328138.0
Japan,JPN,2019,SP.POP.65UP.MA.IN,15925334.0
Japan,JPN,2020,SP.POP.0014.FE.IN,7499910.0
Japan,JPN,2020,SP.POP.0014.MA.IN,7930135.0
Japan,JPN,2020,SP.POP.1564.FE.IN,36616170.0
Japan,JPN,2020,SP.POP.1564.MA.IN,37702409.0
Japan,JPN,2020,SP.POP.65UP.FE.IN,20461982.0
Japan,JPN,2020,SP.POP.65UP.MA.IN,16050394.0
Japan,JPN,2021,SP.POP.0014.FE.IN,7362255.0
Japan,JPN,2021,SP.POP.0014.MA.IN,7780196.0
Japan,JPN,2021,SP.POP.1564.FE.IN,36368167.0
Japan,JPN,2021,SP.POP.1564.MA.IN,37450588.0
Japan,JPN,2021,SP.POP.65UP.FE.IN,20570957.0
Japan,JPN,2021,SP.POP.65UP.MA.IN,16149430.0
Japan,JPN,2022,SP.POP.0014.FE.IN,7216688.0
Japan,JPN,2022,SP.POP.0014.MA.IN,7621805.0
Japan,JPN,2022,SP.POP.1564.FE.IN,36207963.0
Japan,JPN,2022,SP.POP.1564.MA.IN,37288474.0
Japan,JPN,2022,SP.POP.65UP.FE.IN,20611664.0
Japan,JPN,2022,SP.POP.65UP.MA.IN,16178396.0
Japan,JPN,2023,SP.POP.0014.FE.IN,7056747.0
Japan,JPN,2023,SP.POP.0014.MA.IN,7448559.0
Japan,JPN,2023,SP.POP.1564.FE.IN,36062674.0
Japan,JPN,2023,SP.POP.1564.MA.IN,37139294.0
Japan,JPN,2023,SP.POP.65UP.FE.IN,20626142.0
Japan,JPN,2023,SP.POP.65UP.MA.IN,16183234.0
United States,USA,1990,SP.POP.0014.FE.IN,26272758.0
United States,USA,1990,SP.POP.0014.MA.IN,27581364.0
United States,USA,1990,SP.POP.1564.FE.IN,82397267.0
United States,USA,1990,SP.POP.1564.MA.IN,82655302.0
United States,USA,1990,SP.POP.65UP.FE.IN,18340538.0
United States,USA,1990,SP.POP.65UP.MA.IN,12375771.0
United States,USA,1991,SP.POP.0014.FE.IN,26783721.0
United States,USA,1991,SP.POP.0014.MA.IN,28134794.0
United States,USA,1991,SP.POP.1564.FE.IN,83125133.0
United States,USA,1991,SP.POP.1564.MA.IN,83689306.0
United States,USA,1991,SP.POP.65UP.FE.IN,18640406.0
United States,USA,1991,SP.POP.65UP.MA.IN,12607638.0
United States,USA,1992,SP.POP.0014.FE.IN,27289313.0
United States,USA,1992,SP.POP.0014.MA.IN,28689231.0
United States,USA,1992,SP.POP.1564.FE.IN,83997214.0
United States,USA,1992,SP.POP.1564.MA.IN,84764520.0
United States,USA,1992,SP.POP.65UP.FE.IN,18926303.0
United States,USA,1992,SP.POP.65UP.MA.IN,12847420.0
United States,USA,1993,SP.POP.0014.FE.IN,27703189.0
United States,USA,1993,SP.POP.0014.MA.IN,29149877.0
United States,USA,1993,SP.POP.1564.FE.IN,84928790.0
United States,USA,1993,SP.POP.1564.MA.IN,85890448.0
United States,USA,1993,SP.POP.65UP.FE.IN,19173794.0
United States,USA,1993,SP.POP.65UP.MA.IN,13072902.0
United States,USA,1994,SP.POP.0014.FE.IN,28025327.0
United States,USA,1994,SP.POP.0014.MA.IN,29508734.0
United States,USA,1994,SP.POP.1564.FE.IN,85903809.0
United States,USA,1994,SP.POP.1564.MA.IN,87040927.0
United States,USA,1994,SP.POP.65UP.FE.IN,19371536.0
United States,USA,1994,SP.POP.65UP.MA.IN,13275666.0
United States,USA,1995,SP.POP.0014.FE.IN,28257576.0
United States,USA,1995,SP.POP.0014.MA.IN,29769177.0
United States,USA,1995,SP.POP.1564.FE.IN,86957977.0
United States,USA,1995,SP.POP.1564.MA.IN,88260526.0
United States,USA,1995,SP.POP.65UP.FE.IN,19551145.0
United States,USA,1995,SP.POP.65UP.MA.IN,13481598.0
United States,USA,1996,SP.POP.0014.FE.IN,28437527.0
United States,USA,1996,SP.POP.0014.MA.IN,29971040.0
United States,USA,1996,SP.POP.1564.FE.IN,88065110.0
United States,USA,1996,SP.POP.1564.MA.IN,89547078.0
United States,USA,1996,SP.POP.65UP.FE.IN,19706275.0
United States,USA,1996,SP.POP.65UP.MA.IN,13666970.0
United States,USA,1997,SP.POP.0014.FE.IN,28601122.0
United States,USA,1997,SP.POP.0014.MA.IN,30153581.0
United States,USA,1997,SP.POP.1564.FE.IN,89269235.0
United States,USA,1997,SP.POP.1564.MA.IN,90948336.0
United States,USA,1997,SP.POP.65UP.FE.IN,19847697.0
United States,USA,1997,SP.POP.65UP.MA.IN,13837030.0
United States,USA,1998,SP.POP.0014.FE.IN,28750662.0
United States,USA,1998,SP.POP.0014.MA.IN,30321365.0
United States,USA,1998,SP.POP.1564.FE.IN,90483585.0
United States,USA,1998,SP.POP.1564.MA.IN,92364242.0
United States,USA,1998,SP.POP.65UP.FE.IN,19946522.0
United States,USA,1998,SP.POP.65UP.MA.IN,13987625.0
United States,USA,1999,SP.POP.0014.FE.IN,28908648.0
United States,USA,1999,SP.POP.0014.MA.IN,30498181.0
United States,USA,1999,SP.POP.1564.FE.IN,91695692.0
United States,USA,1999,SP.POP.1564.MA.IN,93780559.0
United States,USA,1999,SP.POP.65UP.FE.IN,20022355.0
United States,USA,1999,SP.POP.65UP.MA.IN,14134565.0
United States,USA,2000,SP.POP.0014.FE.IN,29054199.0
United States,USA,2000,SP.POP.0014.MA.IN,30661069.0
United States,USA,2000,SP.POP.1564.FE.IN,92884913.0
United States,USA,2000,SP.POP.1564.MA.IN,95178435.0
United States,USA,2000,SP.POP.65UP.FE.IN,20093100.0
United States,USA,2000,SP.POP.65UP.MA.IN,14290695.0
United States,USA,2001,SP.POP.0014.FE.IN,29161898.0
United States,USA,2001,SP.POP.0014.MA.IN,30770662.0
United States,USA,2001,SP.POP.1564.FE.IN,94010671.0
United States,USA,2001,SP.POP.1564.MA.IN,96427585.0
United States,USA,2001,SP.POP.65UP.FE.IN,20151926.0
United States,USA,2001,SP.POP.65UP.MA.IN,14446213.0
United States,USA,2002,SP.POP.0014.FE.IN,29237215.0
United States,USA,2002,SP.POP.0014.MA.IN,30836526.0
United States,USA,2002,SP.POP.1564.FE.IN,95133322.0
United States,USA,2002,SP.POP.1564.MA.IN,97577318.0
United States,USA,2002,SP.POP.65UP.FE.IN,20222532.0
United States,USA,2002,SP.POP.65UP.MA.IN,14618278.0
United States,USA,2003,SP.POP.0014.FE.IN,29269093.0
United States,USA,2003,SP.POP.0014.MA.IN,30859808.0
United States,USA,2003,SP.POP.1564.FE.IN,96198552.0
United States,USA,2003,SP.POP.1564.MA.IN,98668395.0
United States,USA,2003,SP.POP.65UP.FE.IN,20306754.0
United States,USA,2003,SP.POP.65UP.MA.IN,14805331.0
United States,USA,2004,SP.POP.0014.FE.IN,29291017.0
United States,USA,2004,SP.POP.0014.MA.IN,30874588.0
United States,USA,2004,SP.POP.1564.FE.IN,97324049.0
United States,USA,2004,SP.POP.1564.MA.IN,99853997.0
United States,USA,2004,SP.POP.65UP.FE.IN,20450089.0
United States,USA,2004,SP.POP.65UP.MA.IN,15011558.0
United States,USA,2005,SP.POP.0014.FE.IN,29274090.0
United States,USA,2005,SP.POP.0014.MA.IN,30849823.0
United States,USA,2005,SP.POP.1564.FE.IN,98464426.0
United States,USA,2005,SP.POP.1564.MA.IN,101079944.0
United States,USA,2005,SP.POP.65UP.FE.IN,20626487.0
United States,USA,2005,SP.POP.65UP.MA.IN,15221828.0
United States,USA,2006,SP.POP.0014.FE.IN,29287844.0
United States,USA,2006,SP.POP.0014.MA.IN,30861080.0
United States,USA,2006,SP.POP.1564.FE.IN,99597845.0
United States,USA,2006,SP.POP.1564.MA.IN,102278535.0
United States,USA,2006,SP.POP.65UP.FE.IN,20857238.0
United States,USA,2006,SP.POP.65UP.MA.IN,15497371.0
United States,USA,2007,SP.POP.0014.FE.IN,29364896.0
United States,USA,2007,SP.POP.0014.MA.IN,30937970.0
United States,USA,2007,SP.POP.1564.FE.IN,100563181.0
United States,USA,2007,SP.POP.1564.MA.IN,103283274.0
United States,USA,2007,SP.POP.65UP.FE.IN,21190680.0
United States,USA,2007,SP.POP.65UP.MA.IN,15891207.0
United States,USA,2008,SP.POP.0014.FE.IN,29484568.0
United States,USA,2008,SP.POP.0014.MA.IN,31056448.0
United States,USA,2008,SP.POP.1564.FE.IN,101415453.0
United States,USA,2008,SP.POP.1564.MA.IN,104166314.0
United States,USA,2008,SP.POP.65UP.FE.IN,21602184.0
United States,USA,2008,SP.POP.65UP.MA.IN,16368998.0
United States,USA,2009,SP.POP.0014.FE.IN,29592759.0
United States,USA,2009,SP.POP.0014.MA.IN,31166524.0
United States,USA,2009,SP.POP.1564.FE.IN,102188850.0
United States,USA,2009,SP.POP.1564.MA.IN,104952090.0
United States,USA,2009,SP.POP.65UP.FE.IN,22015321.0
United States,USA,2009,SP.POP.65UP.MA.IN,16855985.0
United States,USA,2010,SP.POP.0014.FE.IN,29683793.0
United States,USA,2010,SP.POP.0014.MA.IN,31263241.0
United States,USA,2010,SP.POP.1564.FE.IN,102962968.0
United States,USA,2010,SP.POP.1564.MA.IN,105729329.0
United States,USA,2010,SP.POP.65UP.FE.IN,22414574.0
United States,USA,2010,SP.POP.65UP.MA.IN,17324322.0
United States,USA,2011,SP.POP.0014.FE.IN,29763351.0
United States,USA,2011,SP.POP.0014.MA.IN,31353138.0
United States,USA,2011,SP.POP.1564.FE.IN,103542555.0
United States,USA,2011,SP.POP.1564.MA.IN,106434443.0
United States,USA,2011,SP.POP.65UP.FE.IN,22877831.0
United States,USA,2011,SP.POP.65UP.MA.IN,17868144.0
United States,USA,2012,SP.POP.0014.FE.IN,29857095.0
United States,USA,2012,SP.POP.0014.MA.IN,31459102.0
United States,USA,2012,SP.POP.1564.FE.IN,103917869.0
United States,USA,2012,SP.POP.1564.MA.IN,107057123.0
United States,USA,2012,SP.POP.65UP.FE.IN,23485580.0
United States,USA,2012,SP.POP.65UP.MA.IN,18562329.0
United States,USA,2013,SP.POP.0014.FE.IN,29929754.0
United States,USA,2013,SP.POP.0014.MA.IN,31544334.0
United States,USA,2013,SP.POP.1564.FE.IN,104233252.0
United States,USA,2013,SP.POP.1564.MA.IN,107623664.0
United States,USA,2013,SP.POP.65UP.FE.IN,24125174.0
United States,USA,2013,SP.POP.65UP.MA.IN,19270104.0
United States,USA,2014,SP.POP.0014.FE.IN,30004127.0
United States,USA,2014,SP.POP.0014.MA.IN,31632841.0
United States,USA,2014,SP.POP.1564.FE.IN,104626789.0
United States,USA,2014,SP.POP.1564.MA.IN,108269247.0
United States,USA,2014,SP.POP.65UP.FE.IN,24764121.0
United States,USA,2014,SP.POP.65UP.MA.IN,19960437.0
United States,USA,2015,SP.POP.0014.FE.IN,30059857.0
United States,USA,2015,SP.POP.0014.MA.IN,31701918.0
United States,USA,2015,SP.POP.1564.FE.IN,105054108.0
United States,USA,2015,SP.POP.1564.MA.IN,108946772.0
United States,USA,2015,SP.POP.65UP.FE.IN,25406626.0
United States,USA,2015,SP.POP.65UP.MA.IN,20645841.0
United States,USA,2016,SP.POP.0014.FE.IN,30093187.0
United States,USA,2016,SP.POP.0014.MA.IN,31752014.0
United States,USA,2016,SP.POP.1564.FE.IN,105478913.0
United States,USA,2016,SP.POP.1564.MA.IN,109625866.0
United States,USA,2016,SP.POP.65UP.FE.IN,26066055.0
United States,USA,2016,SP.POP.65UP.MA.IN,21337306.0
United States,USA,2017,SP.POP.0014.FE.IN,30090784.0
United States,USA,2017,SP.POP.0014.MA.IN,31765449.0
United States,USA,2017,SP.POP.1564.FE.IN,105778958.0
United States,USA,2017,SP.POP.1564.MA.IN,110180955.0
United States,USA,2017,SP.POP.65UP.FE.IN,26750555.0
United States,USA,2017,SP.POP.65UP.MA.IN,22041909.0
United States,USA,2018,SP.POP.0014.FE.IN,30018982.0
United States,USA,2018,SP.POP.0014.MA.IN,31700128.0
United States,USA,2018,SP.POP.1564.FE.IN,105964329.0
United States,USA,2018,SP.POP.1564.MA.IN,110609082.0
United States,USA,2018,SP.POP.65UP.FE.IN,27467180.0
United States,USA,2018,SP.POP.65UP.MA.IN,22769876.0
United States,USA,2019,SP.POP.0014.FE.IN,29884409.0
United States,USA,2019,SP.POP.0014.MA.IN,31565541.0
United States,USA,2019,SP.POP.1564.FE.IN,106076635.0
United States,USA,2019,SP.POP.1564.MA.IN,110943663.0
United States,USA,2019,SP.POP.65UP.FE.IN,28221115.0
United States,USA,2019,SP.POP.65UP.MA.IN,23534862.0
United States,USA,2020,SP.POP.0014.FE.IN,29663807.0
United States,USA,2020,SP.POP.0014.MA.IN,31322880.0
United States,USA,2020,SP.POP.1564.FE.IN,106149642.0
United States,USA,2020,SP.POP.1564.MA.IN,111150834.0
United States,USA,2020,SP.POP.65UP.FE.IN,29006545.0
United States,USA,2020,SP.POP.65UP.MA.IN,24284396.0
United States,USA,2021,SP.POP.0014.FE.IN,29322531.0
United States,USA,2021,SP.POP.0014.MA.IN,30940754.0
United States,USA,2021,SP.POP.1564.FE.IN,106037621.0
United States,USA,2021,SP.POP.1564.MA.IN,111089842.0
United States,USA,2021,SP.POP.65UP.FE.IN,29756502.0
United States,USA,2021,SP.POP.65UP.MA.IN,24952916.0
United States,USA,2022,SP.POP.0014.FE.IN,29071216.0
United States,USA,2022,SP.POP.0014.MA.IN,30653420.0
United States,USA,2022,SP.POP.1564.FE.IN,106334835.0
United States,USA,2022,SP.POP.1564.MA.IN,111425927.0
United States,USA,2022,SP.POP.65UP.FE.IN,30706371.0
United States,USA,2022,SP.POP.65UP.MA.IN,25804535.0
United States,USA,2023,SP.POP.0014.FE.IN,28854037.0
United States,USA,2023,SP.POP.0014.MA.IN,30396794.0
United States,USA,2023,SP.POP.1564.FE.IN,106840740.0
United States,USA,2023,SP.POP.1564.MA.IN,111960948.0
United States,USA,2023,SP.POP.65UP.FE.IN,31849342.0
United States,USA,2023,SP.POP.65UP.MA.IN,26853190.0
