clan_id,surname,origin_country,founder_resources,branches_created,total_births,living_members,peak_living_members,extinct
767,THREE-族167,THREE,204.7936,3,6,8,8,0
768,THREE-族168,THREE,47.9579,1,3,5,5,0
769,THREE-族169,THREE,217.3679,2,4,6,6,0
770,THREE-族170,THREE,69.1937,1,2,4,4,0
771,THREE-族171,THREE,28.9337,2,2,4,4,0
772,THREE-族172,THREE,135.242,3,6,7,7,0
773,THREE-族173,THREE,124.3787,2,3,5,5,0
774,THREE-族174,THREE,61.9453,2,5,7,7,0
775,THREE-族175,THREE,294.7637,3,2,4,4,0
776,THREE-族176,THREE,158.3527,2,5,7,7,0
777,THREE-族177,THREE,130.5535,2,3,5,5,0
778,THREE-族178,THREE,14.0796,4,8,10,10,0
779,THREE-族179,THREE,34.4978,1,3,5,5,0
780,THREE-族180,THREE,52.1166,1,1,3,3,0
781,THREE-族181,THREE,123.2064,2,3,5,5,0
782,THREE-族182,THREE,83.5176,1,1,3,3,0
783,THREE-族183,THREE,58.6295,2,4,6,6,0
784,THREE-族184,THREE,78.6563,2,3,5,5,0
785,THREE-族185,THREE,112.7199,2,3,5,5,0
786,THREE-族186,THREE,17.4851,1,2,4,4,0
787,THREE-族187,THREE,144.6387,1,2,4,4,0
788,THREE-族188,THREE,111.0641,3,4,6,6,0
789,THREE-族189,THREE,271.494,3,6,7,7,0
790,THREE-族190,THREE,44.7586,2,3,5,5,0
791,THREE-族191,THREE,275.2368,2,4,6,6,0
792,THREE-族192,THREE,110.5512,2,2,4,4,0
793,THREE-族193,THREE,130.2301,1,1,3,3,0
794,THREE-族194,THREE,2270.5009,1,2,3,4,0
795,THREE-族195,THREE,204.8548,2,2,4,4,0
796,THREE-族196,THREE,101.2837,2,4,6,6,0
797,THREE-族197,THREE,32.8968,2,3,5,5,0
798,THREE-族198,THREE,31.6371,1,2,4,4,0
799,THREE-族199,THREE,16.611,2,5,7,7,0
800,THREE-族200,THREE,73.7349,3,5,7,7,0
801,THREE-族201,THREE,350.3098,5,12,14,14,0
802,THREE-族202,THREE,45.7978,2,3,4,4,0
803,THREE-族203,THREE,95.0865,2,3,5,5,0
804,THREE-族204,THREE,62.0126,2,4,6,6,0
805,THREE-族205,THREE,78.7842,2,4,6,6,0
806,THREE-族206,THREE,37.1919,2,4,6,6,0
807,THREE-族207,THREE,51.2114,3,7,9,9,0
808,THREE-族208,THREE,90.8633,2,6,8,8,0
809,THREE-族209,THREE,252.583,2,3,5,5,0
810,THREE-族210,THREE,164.832,2,2,4,4,0
811,THREE-族211,THREE,55.3797,1,3,5,5,0
812,THREE-族212,THREE,46.1824,4,8,9,9,0
813,THREE-族213,THREE,74.7755,4,7,9,9,0
814,THREE-族214,THREE,315.1621,2,3,5,5,0
815,THREE-族215,THREE,19.7099,3,5,7,7,0
816,THREE-族216,THREE,24.5654,2,4,6,6,0
817,THREE-族217,THREE,34.2212,2,2,4,4,0
818,THREE-族218,THREE,81.8533,2,4,6,6,0
819,THREE-族219,THREE,197.0206,2,2,4,4,0
820,THREE-族220,THREE,165.9873,2,2,4,4,0
821,THREE-族221,THREE,196.976,1,2,3,4,0
822,THREE-族222,THREE,113.0133,4,8,10,10,0
823,THREE-族223,THREE,18.5791,1,3,5,5,0
824,THREE-族224,THREE,50.6578,1,1,3,3,0
825,THREE-族225,THREE,150.5178,2,2,4,4,0
826,THREE-族226,THREE,76.3437,2,2,4,4,0
827,THREE-族227,THREE,581.6777,3,4,6,6,0
828,THREE-族228,THREE,155.003,3,7,9,9,0
829,THREE-族229,THREE,152.3788,2,4,6,6,0
830,THREE-族230,THREE,20.5598,1,2,4,4,0
831,THREE-族231,THREE,56.6356,2,3,5,5,0
832,THREE-族232,THREE,63.4037,2,4,5,5,0
833,THREE-族233,THREE,80.7409,1,2,4,4,0
834,THREE-族234,THREE,147.7336,2,3,5,5,0
835,THREE-族235,THREE,119.892,1,2,4,4,0
836,THREE-族236,THREE,15.9058,1,0,2,2,0
837,THREE-族237,THREE,85.3411,2,3,5,5,0
838,THREE-族238,THREE,37.2512,2,6,7,7,0
839,THREE-族239,THREE,11.4514,4,10,12,12,0
840,THREE-族240,THREE,117.0297,2,4,6,6,0
841,THREE-族241,THREE,464.0355,1,1,3,3,0
842,THREE-族242,THREE,440.894,1,3,4,5,0
843,THREE-族243,THREE,63.2603,2,4,6,6,0
844,THREE-族244,THREE,44.9016,1,1,3,3,0
845,THREE-族245,THREE,18.7577,4,6,7,8,0
846,THREE-族246,THREE,37.8029,2,4,6,6,0
847,THREE-族247,THREE,94.3459,1,1,3,3,0
848,THREE-族248,THREE,50.8471,1,3,5,5,0
849,THREE-族249,THREE,323.3453,2,3,5,5,0
850,THREE-族250,THREE,111.2463,2,5,7,7,0
851,THREE-族251,THREE,91.7715,2,3,5,5,0
852,THREE-族252,THREE,47.4617,2,4,6,6,0
853,THREE-族253,THREE,234.9753,2,2,3,4,0
854,THREE-族254,THREE,117.0747,1,1,3,3,0
855,THREE-族255,THREE,281.6452,2,3,5,5,0
856,THREE-族256,THREE,139.1405,2,3,5,5,0
857,THREE-族257,THREE,76.1893,1,2,4,4,0
858,THREE-族258,THREE,316.483,3,5,6,6,0
859,THREE-族259,THREE,104.5813,4,9,11,11,0
860,THREE-族260,THREE,125.5723,1,2,4,4,0
861,THREE-族261,THREE,72.3853,1,2,4,4,0
862,THREE-族262,THREE,137.6821,2,1,1,3,0
863,THREE-族263,THREE,49.918,2,1,3,3,0
864,THREE-族264,THREE,135.3937,1,2,4,4,0
865,THREE-族265,THREE,301.3311,1,1,3,3,0
866,THREE-族266,THREE,113.338,2,4,6,6,0
867,THREE-族267,THREE,153.7422,2,3,5,5,0
868,THREE-族268,THREE,350.2008,1,3,5,5,0
869,THREE-族269,THREE,185.4877,1,2,4,4,0
870,THREE-族270,THREE,43.5079,3,5,7,7,0
871,THREE-族271,THREE,190.0031,2,4,6,6,0
872,THREE-族272,THREE,80.7239,2,3,5,5,0
873,THREE-族273,THREE,181.5985,2,5,6,6,0
874,THREE-族274,THREE,105.8165,2,3,4,4,0
875,THREE-族275,THREE,104.7053,2,3,5,5,0
876,THREE-族276,THREE,30.4873,2,4,6,6,0
877,THREE-族277,THREE,200.8736,2,3,4,4,0
878,THREE-族278,THREE,39.3269,3,7,9,9,0
879,THREE-族279,THREE,130.939,1,2,4,4,0
880,THREE-族280,THREE,201.7721,1,1,3,3,0
881,THREE-族281,THREE,172.4579,1,2,4,4,0
882,THREE-族282,THREE,51.9159,2,4,6,6,0
883,THREE-族283,THREE,84.0577,2,4,6,6,0
884,THREE-族284,THREE,192.9626,1,1,3,3,0
885,THREE-族285,THREE,98.7221,2,3,5,5,0
886,THREE-族286,THREE,62.9624,1,1,3,3,0
887,THREE-族287,THREE,152.9667,1,2,4,4,0
888,THREE-族288,THREE,110.088,2,3,5,5,0
889,THREE-族289,THREE,600.1149,1,1,2,2,0
890,THREE-族290,THREE,28.3351,1,2,4,4,0
891,THREE-族291,THREE,36.6258,5,14,16,16,0
892,THREE-族292,THREE,55.3678,2,5,7,7,0
893,THREE-族293,THREE,169.5002,3,6,8,8,0
894,THREE-族294,THREE,40.0198,3,5,7,7,0
895,THREE-族295,THREE,141.3404,1,2,4,4,0
896,THREE-族296,THREE,27.4646,3,8,10,10,0
897,THREE-族297,THREE,74.4488,3,5,7,7,0
898,THREE-族298,THREE,37.7512,3,6,8,8,0
899,THREE-族299,THREE,74.9256,1,2,4,4,0
900,THREE-族300,THREE,9.7588,2,4,5,5,0
