clan_id,surname,origin_country,founder_resources,branches_created,total_births,living_members,peak_living_members,extinct,dominant_occupation,political_share,medical_share,precarious_share
14,沈,CHN,73.563,1,3,0,5,1,none,0.0,0.0,0.0
15,韩,CHN,166.1948,1,1,0,3,1,none,0.0,0.0,0.0
16,杨,CHN,87.2726,2,4,0,6,1,none,0.0,0.0,0.0
17,朱,CHN,49.836,5,11,6,10,0,routine,0.0,0.0,0.0
18,秦,CHN,131.9846,1,1,0,3,1,none,0.0,0.0,0.0
19,尤,CHN,366.4786,11,15,9,12,0,routine,0.0,0.0,0.125
20,许,CHN,16.6027,5,8,3,10,0,precarious,0.0,0.0,0.66667
21,何,CHN,26.4111,3,5,2,7,0,unemployed,0.0,0.0,0.0
22,吕,CHN,134.6289,7,14,10,13,0,public_service,0.0,0.0,0.125
23,施,CHN,160.8629,1,4,0,6,1,none,0.0,0.0,0.0
24,张,CHN,351.177,6,12,5,10,0,routine,0.0,0.0,0.2
25,孔,CHN,133.9199,7,12,6,11,0,precarious,0.0,0.0,0.33333
26,曹,CHN,40.4425,4,7,1,9,0,dependent,0.0,0.0,0.0
27,严,CHN,79.1829,2,3,2,5,0,skilled,0.0,0.0,0.0
28,华,CHN,191.2983,10,17,10,17,0,skilled,0.0,0.0,0.1
29,金,CHN,65.2317,5,8,3,9,0,routine,0.0,0.0,0.0
30,魏,CHN,45.1443,3,6,2,7,0,skilled,0.0,0.0,0.0
31,陶,CHN,112.2324,8,15,11,15,0,precarious,0.0,0.0,0.36364
32,姜,CHN,146.5281,10,14,7,13,0,skilled,0.0,0.14286,0.14286
33,戚,CHN,164.83,1,3,0,5,1,none,0.0,0.0,0.0
34,谢,CHN,90.7138,14,24,15,22,0,routine,0.0,0.0,0.0
35,邹,CHN,180.8246,2,6,1,8,0,routine,0.0,0.0,0.0
36,喻,CHN,380.3419,1,4,0,6,1,none,0.0,0.0,0.0
37,柏,CHN,82.6164,5,10,5,11,0,soe_worker,0.0,0.0,0.0
38,水,CHN,127.5735,1,3,0,4,1,none,0.0,0.0,0.0
39,窦,CHN,50.1268,7,10,6,9,0,routine,0.0,0.25,0.0
40,章,CHN,93.478,3,6,3,6,0,routine,0.0,0.0,0.0
41,云,CHN,115.3201,11,24,17,20,0,routine,0.0,0.0,0.14286
42,苏,CHN,30.1511,2,6,1,8,0,public_service,0.0,0.0,0.0
43,潘,CHN,37.6549,2,3,1,5,0,skilled,0.0,0.0,0.0
44,葛,CHN,286.0666,10,20,15,18,0,routine,0.0,0.0,0.0
45,奚,CHN,148.7966,7,12,8,10,0,routine,0.0,0.0,0.16667
46,范,CHN,59.4344,2,5,0,7,1,none,0.0,0.0,0.0
47,彭,CHN,77.2011,5,12,8,10,0,skilled,0.0,0.0,0.16667
48,郎,CHN,68.8641,6,10,7,10,0,routine,0.0,0.0,0.0
49,鲁,CHN,304.1952,6,14,8,12,0,routine,0.0,0.0,0.16667
50,韦,CHN,151.1356,2,3,0,5,1,none,0.0,0.0,0.0
51,昌,CHN,52.7667,4,9,4,10,0,precarious,0.0,0.0,0.25
52,马,CHN,67.3548,10,16,11,14,0,routine,0.0,0.0,0.2
53,苗,CHN,12.0107,2,3,0,5,1,none,0.0,0.0,0.0
54,凤,CHN,8.8103,7,9,5,10,0,dependent,0.0,0.0,0.0
55,花,CHN,24.7685,2,4,1,4,0,soe_worker,0.0,0.0,0.0
56,方,CHN,19.7065,7,13,6,14,0,routine,0.0,0.0,0.16667
57,俞,CHN,151.7045,2,2,1,4,0,professional,0.0,0.0,0.0
58,任,CHN,175.4394,1,3,0,5,1,none,0.0,0.0,0.0
59,袁,CHN,85.3764,3,5,1,7,0,routine,0.0,0.0,0.0
60,柳,CHN,10.642,1,4,0,6,1,none,0.0,0.0,0.0
61,唐,CHN,270.2363,11,18,11,16,0,routine,0.0,0.0,0.1
62,罗,CHN,14.7495,2,3,0,5,1,none,0.0,0.0,0.0
63,薛,CHN,12.6714,15,26,21,21,0,skilled,0.0,0.0,0.14286
64,雷,CHN,16.0924,6,11,8,11,0,skilled,0.0,0.0,0.0
65,贺,CHN,11.6729,2,5,0,7,1,none,0.0,0.0,0.0
66,倪,CHN,30.3342,2,5,0,6,1,none,0.0,0.0,0.0
67,汤,CHN,51.1293,7,9,4,11,0,precarious,0.0,0.0,0.5
68,滕,CHN,30.2665,9,13,10,11,0,routine,0.0,0.0,0.3
69,殷,CHN,196.2217,2,5,1,7,0,unemployed,0.0,0.0,0.0
70,毕,CHN,56.3238,1,0,0,2,1,none,0.0,0.0,0.0
71,郝,CHN,17.9194,9,15,11,15,0,routine,0.09091,0.0,0.18182
72,邬,CHN,32.1776,4,7,2,9,0,skilled,0.0,0.0,0.0
73,安,CHN,138.9306,8,17,16,16,0,soe_worker,0.0,0.0,0.0
74,常,CHN,147.2553,5,10,6,9,0,skilled,0.0,0.0,0.2
75,乐,CHN,95.0264,3,6,3,8,0,routine,0.0,0.0,0.0
76,于,CHN,57.6077,10,19,13,16,0,soe_worker,0.0,0.08333,0.08333
77,时,CHN,265.7357,2,4,0,6,1,none,0.0,0.0,0.0
78,傅,CHN,67.6766,8,13,9,12,0,precarious,0.0,0.0,0.28571
79,皮,CHN,205.2445,13,20,18,18,0,routine,0.0,0.0,0.125
80,卞,CHN,27.2567,1,0,0,2,1,none,0.0,0.0,0.0
81,齐,CHN,180.7558,7,12,9,9,0,routine,0.0,0.0,0.11111
82,康,CHN,6.5558,8,11,8,8,0,routine,0.0,0.0,0.0
83,伍,CHN,134.0441,12,22,17,18,0,routine,0.0,0.0,0.1875
84,余,CHN,32.6483,2,4,0,6,1,none,0.0,0.0,0.0
85,元,CHN,90.6264,8,19,13,13,0,routine,0.0,0.0,0.1
86,卜,CHN,37.4485,2,3,0,5,1,none,0.0,0.0,0.0
87,顾,CHN,29.9826,2,4,2,5,0,unemployed,0.0,0.0,0.0
88,孟,CHN,150.053,3,4,2,5,0,routine,0.0,0.0,0.0
89,平,CHN,34.3984,11,18,11,18,0,skilled,0.0,0.0,0.18182
90,黄,CHN,85.6607,3,5,1,7,0,unemployed,0.0,0.0,0.0
91,和,CHN,161.0618,9,17,11,15,0,soe_worker,0.0,0.0,0.1
92,穆,CHN,19.5252,4,7,4,9,0,routine,0.0,0.0,0.0
93,萧,CHN,86.0843,6,10,7,8,0,skilled,0.0,0.0,0.0
94,尹,CHN,59.8121,3,5,1,7,0,dependent,0.0,0.0,0.0
95,姚,CHN,79.0573,5,10,5,10,0,professional,0.2,0.0,0.0
96,邵,CHN,199.9569,1,2,0,4,1,none,0.0,0.0,0.0
97,湛,CHN,155.8392,1,3,0,5,1,none,0.0,0.0,0.0
98,汪,CHN,22.6072,8,13,10,11,0,soe_worker,0.0,0.0,0.0
99,祁,CHN,182.3673,2,3,1,5,0,routine,0.0,0.0,0.0
100,毛,CHN,167.7968,5,7,1,9,0,routine,0.0,0.0,0.0
101,禹,CHN,37.4598,7,10,7,8,0,routine,0.0,0.0,0.0
102,狄,CHN,160.438,1,3,0,5,1,none,0.0,0.0,0.0
103,米,CHN,30.7837,1,2,0,4,1,none,0.0,0.0,0.0
104,贝,CHN,180.6052,10,23,13,24,0,skilled,0.0,0.0,0.15385
105,明,CHN,376.1127,13,25,19,21,0,skilled,0.0,0.0,0.0
106,臧,CHN,170.573,1,3,0,5,1,none,0.0,0.0,0.0
107,计,CHN,58.1236,4,7,3,8,0,business,0.0,0.0,0.0
108,伏,CHN,28.2608,2,3,0,5,1,none,0.0,0.0,0.0
109,成,CHN,44.4151,2,6,1,7,0,routine,0.0,0.0,0.0
110,戴,CHN,85.7024,2,4,1,6,0,soe_worker,0.0,0.0,0.0
111,谈,CHN,51.5977,2,4,1,6,0,routine,0.0,0.0,0.0
112,宋,CHN,95.0271,1,1,0,3,1,none,0.0,0.0,0.0
113,茅,CHN,181.6824,3,7,2,9,0,skilled,0.0,0.0,0.0
114,庞,CHN,82.6113,3,8,3,10,0,soe_worker,0.0,0.0,0.0
115,熊,CHN,40.3331,4,13,5,11,0,soe_worker,0.0,0.0,0.25
116,纪,CHN,229.6511,1,3,0,5,1,none,0.0,0.0,0.0
117,舒,CHN,50.123,2,3,0,4,1,none,0.0,0.0,0.0
118,屈,CHN,186.8835,2,4,1,6,0,skilled,0.0,0.0,0.0
119,项,CHN,62.9716,6,11,8,10,0,dependent,0.0,0.0,0.0
120,祝,CHN,90.6229,7,15,10,14,0,routine,0.0,0.0,0.0
121,董,CHN,52.5547,4,9,5,9,0,routine,0.0,0.2,0.0
122,梁,CHN,29.3366,3,5,1,7,0,routine,0.0,0.0,0.0
123,杜,CHN,86.3246,8,16,9,14,0,routine,0.0,0.11111,0.0
124,阮,CHN,43.4515,6,9,6,8,0,routine,0.0,0.0,0.16667
125,蓝,CHN,188.163,10,15,9,11,0,professional,0.0,0.0,0.16667
126,闵,CHN,59.3657,5,10,4,10,0,routine,0.25,0.0,0.0
127,席,CHN,471.8285,6,10,8,10,0,skilled,0.0,0.0,0.0
128,季,CHN,325.2776,3,8,2,10,0,skilled,0.0,0.0,0.0
129,麻,CHN,15.8689,1,2,0,3,1,none,0.0,0.0,0.0
130,强,CHN,53.7115,3,5,3,7,0,precarious,0.0,0.0,0.66667
131,贾,CHN,209.1747,3,5,3,7,0,dependent,0.0,0.0,0.0
132,路,CHN,50.1465,5,10,6,10,0,soe_worker,0.0,0.0,0.0
133,娄,CHN,125.5691,2,4,1,6,0,professional,0.0,0.0,0.0
134,危,CHN,89.1341,2,5,1,7,0,skilled,0.0,0.0,0.0
135,江,CHN,47.6584,2,4,1,6,0,routine,0.0,0.0,0.0
136,童,CHN,118.5487,14,23,19,22,0,routine,0.0,0.0,0.05556
137,颜,CHN,27.3715,2,3,1,5,0,routine,0.0,0.0,0.0
138,郭,CHN,39.3064,4,9,5,9,0,routine,0.0,0.0,0.0
139,梅,CHN,248.1863,1,2,0,4,1,none,0.0,0.0,0.0
140,盛,CHN,54.6841,5,7,2,9,0,soe_worker,0.0,0.0,0.0
141,林,CHN,190.015,5,9,4,11,0,routine,0.0,0.0,0.0
142,刁,CHN,246.9641,7,10,8,9,0,soe_worker,0.0,0.0,0.0
143,钟,CHN,119.0753,6,12,5,13,0,dependent,0.2,0.0,0.0
144,徐,CHN,54.1764,3,8,2,10,0,professional,0.0,0.0,0.0
145,邱,CHN,53.932,4,7,2,9,0,precarious,0.0,0.0,0.5
146,骆,CHN,39.7554,8,14,9,14,0,soe_worker,0.11111,0.0,0.11111
147,高,CHN,81.79,1,4,0,6,1,none,0.0,0.0,0.0
148,夏,CHN,88.4292,3,5,3,7,0,soe_worker,0.0,0.0,0.0
149,蔡,CHN,25.6081,3,4,1,6,0,routine,0.0,0.0,0.0
150,田,CHN,125.9666,4,6,2,8,0,soe_worker,0.0,0.0,0.0
151,樊,CHN,21.4017,5,8,1,9,0,skilled,0.0,0.0,0.0
152,胡,CHN,66.8921,6,10,3,10,0,routine,0.0,0.0,0.0
153,凌,CHN,41.1365,2,5,2,7,0,precarious,0.0,0.0,1.0
154,霍,CHN,67.7085,1,1,0,3,1,none,0.0,0.0,0.0
155,虞,CHN,129.4318,14,23,17,19,0,routine,0.06667,0.0,0.06667
156,万,CHN,61.8127,9,10,6,10,0,dependent,0.0,0.0,0.0
157,支,CHN,85.8538,1,2,0,4,1,none,0.0,0.0,0.0
158,柯,CHN,198.8938,1,2,0,4,1,none,0.0,0.0,0.0
159,管,CHN,685.9797,1,3,0,5,1,none,0.0,0.0,0.0
160,卢,CHN,43.5698,2,5,1,7,0,skilled,0.0,0.0,0.0
161,莫,CHN,34.5073,8,14,12,13,0,soe_worker,0.0,0.0,0.0
162,经,CHN,179.1907,1,3,0,5,1,none,0.0,0.0,0.0
163,房,CHN,308.737,3,6,2,7,0,routine,0.0,0.0,0.0
164,裘,CHN,11.3438,1,4,0,6,1,none,0.0,0.0,0.0
165,缪,CHN,149.6236,7,12,8,10,0,precarious,0.0,0.0,0.5
166,干,CHN,142.1629,2,3,1,5,0,routine,0.0,0.0,0.0
167,解,CHN,132.1977,1,1,0,3,1,none,0.0,0.0,0.0
168,应,CHN,33.5144,5,8,7,9,0,soe_worker,0.0,0.0,0.0
169,宗,CHN,296.3397,4,7,2,9,0,dependent,0.0,0.0,0.0
170,丁,CHN,377.6065,1,3,0,5,1,none,0.0,0.0,0.0
171,宣,CHN,132.2639,3,9,4,10,0,skilled,0.0,0.0,0.0
172,贲,CHN,61.3658,5,8,2,9,0,dependent,0.0,0.0,0.0
173,邓,CHN,61.7665,4,4,1,6,0,routine,0.0,0.0,0.0
174,郁,CHN,56.4071,3,5,0,6,1,none,0.0,0.0,0.0
175,单,CHN,81.0344,5,9,4,9,0,skilled,0.0,0.0,0.25
176,杭,CHN,144.6652,1,4,0,6,1,none,0.0,0.0,0.0
177,洪,CHN,314.1455,2,3,1,5,0,professional,0.0,0.0,0.0
178,包,CHN,29.001,1,4,0,6,1,none,0.0,0.0,0.0
179,诸,CHN,97.4284,3,7,3,8,0,routine,0.0,0.0,0.33333
180,左,CHN,62.1454,2,4,0,6,1,none,0.0,0.0,0.0
181,石,CHN,38.5061,1,3,0,5,1,none,0.0,0.0,0.0
182,崔,CHN,48.444,1,1,0,3,1,none,0.0,0.0,0.0
183,吉,CHN,107.1294,3,4,0,6,1,none,0.0,0.0,0.0
184,龚,CHN,18.0304,2,3,1,5,0,public_service,0.0,0.0,0.0
185,程,CHN,125.0018,4,8,3,9,0,routine,0.0,0.0,0.0
186,嵇,CHN,29.1586,5,8,6,7,0,dependent,0.0,0.0,0.0
187,邢,CHN,22.7583,4,7,3,8,0,precarious,0.0,0.0,0.33333
188,滑,CHN,91.7724,8,14,8,14,0,routine,0.125,0.0,0.125
189,裴,CHN,100.401,11,18,15,16,0,precarious,0.0,0.0,0.25
190,陆,CHN,506.5473,2,6,2,8,0,public_service,0.0,0.0,0.0
191,荣,CHN,84.5133,1,4,0,6,1,none,0.0,0.0,0.0
192,翁,CHN,77.8862,3,6,2,8,0,professional,0.0,0.0,0.0
193,荀,CHN,38.7614,3,6,3,8,0,business,0.0,0.0,0.0
194,羊,CHN,39.77,10,14,10,14,0,routine,0.0,0.0,0.1
195,於,CHN,29.352,6,9,5,9,0,skilled,0.0,0.0,0.25
196,惠,CHN,113.7425,2,5,0,7,1,none,0.0,0.0,0.0
197,甄,CHN,33.4335,8,14,7,14,0,soe_worker,0.0,0.0,0.0
198,曲,CHN,79.6404,2,4,1,6,0,skilled,0.0,0.0,0.0
199,家,CHN,87.9447,10,15,13,13,0,soe_worker,0.0,0.0,0.0
200,封,CHN,85.3938,3,5,1,7,0,precarious,0.0,0.0,1.0
201,芮,CHN,21.3523,2,7,2,9,0,precarious,0.0,0.0,0.5
202,羿,CHN,316.8351,2,4,0,6,1,none,0.0,0.0,0.0
203,储,CHN,219.1562,3,7,4,7,0,skilled,0.0,0.0,0.25
204,靳,CHN,307.2621,4,9,4,10,0,skilled,0.0,0.0,0.0
205,汲,CHN,52.9529,2,3,0,5,1,none,0.0,0.0,0.0
206,邴,CHN,59.1878,4,7,2,9,0,soe_worker,0.0,0.0,0.5
207,糜,CHN,32.9516,1,3,0,5,1,none,0.0,0.0,0.0
208,松,CHN,23.5357,4,5,1,7,0,routine,0.0,0.0,0.0
209,井,CHN,208.7198,3,5,2,7,0,skilled,0.0,0.0,0.0
210,段,CHN,69.8332,3,3,1,5,0,dependent,0.0,0.0,0.0
211,富,CHN,47.0001,10,14,12,13,0,precarious,0.0,0.0,0.33333
212,巫,CHN,12.918,7,11,3,11,0,routine,0.0,0.0,0.0
213,乌,CHN,60.9806,16,27,22,22,0,dependent,0.0,0.0,0.0
214,焦,CHN,84.3611,13,20,15,15,0,precarious,0.0,0.0,0.30769
215,巴,CHN,45.3576,1,4,0,6,1,none,0.0,0.0,0.0
216,弓,CHN,66.8496,10,17,12,16,0,routine,0.0,0.0,0.0
217,牧,CHN,138.2814,2,4,1,6,0,soe_manager,0.0,0.0,0.0
218,隗,CHN,50.8483,2,6,1,8,0,routine,0.0,0.0,0.0
219,山,CHN,188.7823,2,4,1,5,0,routine,0.0,0.0,0.0
220,谷,CHN,57.5991,3,4,0,5,1,none,0.0,0.0,0.0
221,车,CHN,89.3782,16,27,18,20,0,skilled,0.0,0.0,0.0625
222,侯,CHN,109.2358,19,40,33,33,0,soe_worker,0.03704,0.07407,0.11111
223,宓,CHN,71.1363,4,5,2,6,0,routine,0.0,0.0,0.0
224,蓬,CHN,183.3359,1,3,0,5,1,none,0.0,0.0,0.0
225,全,CHN,102.0694,1,2,0,4,1,none,0.0,0.0,0.0
226,郗,CHN,58.4102,3,5,1,7,0,routine,0.0,0.0,0.0
227,班,CHN,60.6956,2,6,2,7,0,routine,0.0,0.0,0.5
228,仰,CHN,117.8543,4,7,4,8,0,routine,0.0,0.0,0.0
229,秋,CHN,145.8556,3,5,2,7,0,soe_worker,0.0,0.0,0.0
230,仲,CHN,75.0104,2,1,0,3,1,none,0.0,0.0,0.0
231,伊,CHN,16.8318,3,6,1,8,0,dependent,0.0,0.0,0.0
232,宫,CHN,30.1728,9,16,11,14,0,soe_worker,0.0,0.0,0.09091
233,宁,CHN,139.96,1,3,0,5,1,none,0.0,0.0,0.0
234,仇,CHN,31.5527,3,4,0,6,1,none,0.0,0.0,0.0
235,栾,CHN,74.7876,17,31,23,23,0,routine,0.0,0.0,0.21429
236,暴,CHN,189.7734,2,4,0,6,1,none,0.0,0.0,0.0
237,甘,CHN,217.5881,6,11,8,10,0,skilled,0.0,0.0,0.14286
238,钭,CHN,281.5604,4,5,0,7,1,none,0.0,0.0,0.0
239,厉,CHN,19.2143,6,11,6,10,0,routine,0.0,0.0,0.16667
240,戎,CHN,58.2699,5,8,1,10,0,precarious,0.0,0.0,1.0
241,祖,CHN,37.5651,6,9,5,7,0,routine,0.0,0.0,0.0
242,武,CHN,91.0726,3,6,2,8,0,civil_service,0.0,0.0,0.0
243,符,CHN,216.4429,4,8,3,9,0,professional,0.0,0.0,0.0
244,刘,CHN,157.2155,4,6,2,8,0,routine,0.0,0.0,0.0
245,景,CHN,15.2808,2,4,0,6,1,none,0.0,0.0,0.0
246,詹,CHN,67.9732,12,20,14,18,0,routine,0.0,0.0,0.23077
247,束,CHN,67.7923,3,6,2,8,0,precarious,0.0,0.0,0.5
248,龙,CHN,80.3351,5,12,8,11,0,precarious,0.0,0.0,0.375
249,叶,CHN,63.9252,3,4,1,6,0,precarious,0.0,0.0,1.0
250,幸,CHN,82.8438,8,12,7,12,0,skilled,0.0,0.0,0.16667
251,司,CHN,153.6265,7,9,8,9,0,skilled,0.0,0.0,0.125
252,韶,CHN,132.0931,3,5,0,7,1,none,0.0,0.0,0.0
253,郜,CHN,20.6848,8,13,8,11,0,precarious,0.0,0.0,0.33333
254,黎,CHN,46.9427,17,28,20,26,0,precarious,0.14286,0.0,0.21429
255,蓟,CHN,56.7114,3,5,1,7,0,routine,0.0,0.0,0.0
256,华族256,CHN,83.6519,2,4,1,6,0,precarious,0.0,0.0,1.0
257,华族257,CHN,40.4249,1,3,0,5,1,none,0.0,0.0,0.0
258,华族258,CHN,392.3435,1,3,0,5,1,none,0.0,0.0,0.0
259,华族259,CHN,301.5092,10,20,17,17,0,skilled,0.0,0.0,0.06667
260,华族260,CHN,139.6568,4,10,4,11,0,unemployed,0.0,0.0,0.0
261,华族261,CHN,50.5241,4,6,2,8,0,routine,0.0,0.0,0.0
262,华族262,CHN,102.0175,8,17,14,16,0,routine,0.0,0.07692,0.07692
263,华族263,CHN,128.4971,2,6,1,7,0,precarious,0.0,0.0,1.0
264,华族264,CHN,93.2122,2,5,0,7,1,none,0.0,0.0,0.0
265,华族265,CHN,81.5733,2,3,1,5,0,precarious,0.0,0.0,1.0
266,华族266,CHN,79.0613,2,5,0,6,1,none,0.0,0.0,0.0
267,华族267,CHN,77.4899,5,9,5,8,0,routine,0.0,0.0,0.2
268,华族268,CHN,149.5861,2,3,1,5,0,precarious,0.0,0.0,1.0
269,华族269,CHN,37.8927,1,1,1,3,0,unemployed,0.0,0.0,0.0
270,华族270,CHN,154.1463,8,13,9,12,0,skilled,0.0,0.0,0.0
271,华族271,CHN,109.5488,8,12,8,11,0,routine,0.0,0.0,0.25
272,华族272,CHN,155.213,2,4,0,6,1,none,0.0,0.0,0.0
273,华族273,CHN,240.4975,1,1,0,3,1,none,0.0,0.0,0.0
274,华族274,CHN,194.1406,7,13,9,11,0,soe_worker,0.0,0.0,0.0
275,华族275,CHN,23.8708,2,3,1,5,0,routine,0.0,0.0,0.0
276,华族276,CHN,79.442,1,0,0,2,1,none,0.0,0.0,0.0
277,华族277,CHN,35.7202,1,1,0,3,1,none,0.0,0.0,0.0
278,华族278,CHN,189.2529,2,5,1,6,0,public_service,0.0,0.0,0.0
279,华族279,CHN,113.0642,5,9,5,7,0,routine,0.0,0.0,0.0
280,华族280,CHN,18.1137,1,0,0,2,1,none,0.0,0.0,0.0
281,华族281,CHN,140.1441,5,9,6,11,0,routine,0.0,0.0,0.16667
282,华族282,CHN,131.2966,4,8,3,10,0,public_service,0.0,0.0,0.0
283,华族283,CHN,31.7719,5,8,4,8,0,soe_worker,0.25,0.0,0.0
284,华族284,CHN,144.3026,1,4,0,5,1,none,0.0,0.0,0.0
285,华族285,CHN,175.9437,3,5,0,7,1,none,0.0,0.0,0.0
286,华族286,CHN,71.6169,10,19,13,17,0,skilled,0.0,0.0,0.0
287,华族287,CHN,177.7279,2,4,1,6,0,skilled,0.0,0.0,0.0
288,华族288,CHN,102.232,2,2,1,4,0,precarious,0.0,0.0,1.0
289,华族289,CHN,89.5683,9,15,11,13,0,routine,0.0,0.0,0.2
290,华族290,CHN,47.1368,2,3,0,5,1,none,0.0,0.0,0.0
291,华族291,CHN,40.8814,3,6,2,8,0,dependent,0.0,0.0,0.5
292,华族292,CHN,69.5851,3,4,2,6,0,routine,0.0,0.0,0.0
293,华族293,CHN,79.9034,4,7,3,8,0,dependent,0.0,0.0,0.0
294,华族294,CHN,54.6522,6,12,9,12,0,routine,0.0,0.0,0.11111
295,华族295,CHN,29.349,7,12,8,11,0,soe_worker,0.0,0.0,0.0
296,华族296,CHN,72.2961,4,5,3,7,0,routine,0.0,0.0,0.33333
297,华族297,CHN,36.5022,12,19,11,14,0,skilled,0.0,0.0,0.0
298,华族298,CHN,175.1526,5,10,6,11,0,routine,0.0,0.0,0.0
299,华族299,CHN,51.4481,3,6,2,8,0,routine,0.0,0.0,0.0
300,华族300,CHN,81.6836,4,7,3,7,0,political,0.33333,0.0,0.33333
301,IND-族001,IND,12.8422,1,5,0,7,1,none,0.0,0.0,0.0
302,IND-族002,IND,63.8055,10,22,16,21,0,routine,0.0,0.0,0.0
303,IND-族003,IND,27.5598,8,15,8,16,0,routine,0.0,0.0,0.25
304,IND-族004,IND,86.7085,25,58,47,50,0,routine,0.02439,0.0,0.17073
305,IND-族005,IND,205.9472,10,24,18,19,0,routine,0.0,0.0,0.13333
306,IND-族006,IND,23.347,1,3,0,5,1,none,0.0,0.0,0.0
307,IND-族007,IND,238.5975,17,37,28,31,0,routine,0.0,0.0,0.125
308,IND-族008,IND,147.1964,25,50,38,39,0,routine,0.0,0.0,0.13333
309,IND-族009,IND,140.1612,13,32,27,27,0,routine,0.0,0.0,0.13636
310,IND-族010,IND,144.1825,11,22,16,19,0,skilled,0.0,0.0,0.25
311,IND-族011,IND,41.745,3,7,1,9,0,public_service,0.0,0.0,0.0
312,IND-族012,IND,27.1971,5,10,5,9,0,routine,0.0,0.0,0.0
313,IND-族013,IND,37.785,20,47,40,40,0,skilled,0.02941,0.0,0.14706
314,IND-族014,IND,10.6928,2,3,0,5,1,none,0.0,0.0,0.0
315,IND-族015,IND,163.0229,9,23,16,18,0,routine,0.0,0.0,0.0
316,IND-族016,IND,252.9231,7,16,12,14,0,routine,0.0,0.0,0.0
317,IND-族017,IND,27.5032,3,6,3,8,0,skilled,0.0,0.0,0.0
318,IND-族018,IND,41.987,6,15,11,12,0,routine,0.0,0.0,0.11111
319,IND-族019,IND,77.7135,16,35,32,32,0,skilled,0.0,0.0,0.04545
320,IND-族020,IND,67.2408,8,22,15,20,0,routine,0.0,0.0,0.13333
321,IND-族021,IND,151.4118,3,8,2,10,0,routine,0.0,0.0,0.0
322,IND-族022,IND,182.0299,8,15,9,14,0,precarious,0.0,0.0,0.25
323,IND-族023,IND,82.8616,10,24,17,20,0,unemployed,0.06667,0.0,0.13333
324,IND-族024,IND,123.2662,9,22,15,15,0,routine,0.2,0.0,0.1
325,IND-族025,IND,74.5236,10,16,14,14,0,precarious,0.0,0.0,0.36364
326,IND-族026,IND,10.8128,2,3,0,5,1,none,0.0,0.0,0.0
327,IND-族027,IND,30.1591,1,1,0,3,1,none,0.0,0.0,0.0
328,IND-族028,IND,330.6902,5,15,8,13,0,routine,0.0,0.0,0.0
329,IND-族029,IND,86.5814,12,26,17,22,0,routine,0.0,0.0,0.06667
330,IND-族030,IND,35.4003,6,17,9,17,0,routine,0.0,0.0,0.11111
331,IND-族031,IND,81.966,10,17,8,17,0,routine,0.0,0.0,0.25
332,IND-族032,IND,46.7218,23,53,44,44,0,routine,0.0,0.0,0.0303
333,IND-族033,IND,267.4417,12,22,14,21,0,routine,0.07143,0.0,0.14286
334,IND-族034,IND,33.126,1,5,0,7,1,none,0.0,0.0,0.0
335,IND-族035,IND,30.8002,8,16,10,15,0,routine,0.0,0.0,0.125
336,IND-族036,IND,388.7537,14,34,26,28,0,skilled,0.0,0.0,0.1
337,IND-族037,IND,206.3344,23,47,41,44,0,skilled,0.0,0.0,0.10811
338,IND-族038,IND,47.8198,2,2,0,3,1,none,0.0,0.0,0.0
339,IND-族039,IND,84.6301,9,16,12,12,0,precarious,0.0,0.0,0.55556
340,IND-族040,IND,145.5495,2,4,0,6,1,none,0.0,0.0,0.0
341,IND-族041,IND,69.8924,3,10,5,11,0,soe_worker,0.0,0.0,0.2
342,IND-族042,IND,99.0498,5,12,6,11,0,professional,0.0,0.0,0.0
343,IND-族043,IND,91.8359,14,31,23,25,0,routine,0.0,0.0,0.0
344,IND-族044,IND,82.4636,8,20,17,17,0,routine,0.0,0.0,0.0
345,IND-族045,IND,84.4379,9,22,17,17,0,soe_worker,0.0,0.07692,0.07692
346,IND-族046,IND,132.4651,5,9,7,10,0,skilled,0.0,0.0,0.14286
347,IND-族047,IND,36.4998,1,5,0,7,1,none,0.0,0.0,0.0
348,IND-族048,IND,24.4216,4,10,6,12,0,skilled,0.0,0.0,0.0
349,IND-族049,IND,62.1299,3,6,2,8,0,dependent,0.0,0.0,0.0
350,IND-族050,IND,36.6799,1,4,1,6,0,skilled,0.0,0.0,0.0
351,IND-族051,IND,11.5187,13,30,22,23,0,routine,0.0,0.0,0.05263
352,IND-族052,IND,36.1721,11,24,17,25,0,routine,0.0,0.0,0.0
353,IND-族053,IND,38.3031,8,13,6,14,0,unemployed,0.16667,0.0,0.16667
354,IND-族054,IND,64.18,4,14,9,14,0,routine,0.0,0.0,0.0
355,IND-族055,IND,134.0767,13,26,21,21,0,routine,0.0,0.0,0.05882
356,IND-族056,IND,124.6615,14,32,25,28,0,routine,0.0,0.0,0.16
357,IND-族057,IND,109.658,3,11,5,13,0,precarious,0.0,0.0,0.4
358,IND-族058,IND,170.3018,5,16,8,17,0,skilled,0.0,0.0,0.0
359,IND-族059,IND,76.8359,21,48,42,43,0,routine,0.02857,0.0,0.2
360,IND-族060,IND,37.1396,12,27,19,20,0,skilled,0.05882,0.0,0.11765
361,IND-族061,IND,17.129,4,9,5,9,0,routine,0.0,0.0,0.0
362,IND-族062,IND,18.8323,3,6,4,7,0,precarious,0.0,0.0,0.5
363,IND-族063,IND,35.1607,13,21,14,17,0,routine,0.0,0.0,0.16667
