clan_id,surname,origin_country,founder_resources,branches_created,total_births,living_members,peak_living_members,extinct,dominant_occupation,political_share,medical_share,precarious_share
364,IND-族064,IND,127.9304,20,40,30,32,0,precarious,0.0,0.0,0.28571
365,IND-族065,IND,89.5702,4,5,3,7,0,precarious,0.0,0.0,0.66667
366,IND-族066,IND,268.3122,12,21,14,18,0,skilled,0.0,0.0,0.21429
367,IND-族067,IND,18.6922,8,20,12,18,0,routine,0.0,0.0,0.16667
368,IND-族068,IND,48.7868,8,17,13,16,0,routine,0.0,0.0,0.07692
369,IND-族069,IND,40.6969,1,2,0,4,1,none,0.0,0.0,0.0
370,IND-族070,IND,222.6886,4,5,2,7,0,precarious,0.0,0.0,0.5
371,IND-族071,IND,148.6477,10,22,17,18,0,skilled,0.0,0.0,0.125
372,IND-族072,IND,62.8665,4,10,2,11,0,routine,0.0,0.0,0.0
373,IND-族073,IND,205.2311,16,32,23,25,0,routine,0.05,0.0,0.1
374,IND-族074,IND,45.7443,7,14,8,13,0,routine,0.0,0.0,0.0
375,IND-族075,IND,44.5247,2,4,2,6,0,routine,0.0,0.0,0.0
376,IND-族076,IND,33.6249,1,3,0,5,1,none,0.0,0.0,0.0
377,IND-族077,IND,31.6181,12,24,18,20,0,routine,0.0,0.0,0.13333
378,IND-族078,IND,32.0887,1,2,0,3,1,none,0.0,0.0,0.0
379,IND-族079,IND,86.7891,1,2,0,4,1,none,0.0,0.0,0.0
380,IND-族080,IND,184.5365,7,16,9,13,0,skilled,0.0,0.0,0.125
381,IND-族081,IND,263.632,12,26,16,20,0,skilled,0.0,0.0,0.07692
382,IND-族082,IND,14.902,8,21,12,16,0,routine,0.0,0.0,0.09091
383,IND-族083,IND,20.8995,1,6,0,8,1,none,0.0,0.0,0.0
384,IND-族084,IND,131.4349,17,31,20,26,0,routine,0.0,0.0,0.1875
385,IND-族085,IND,460.2963,4,10,6,10,0,soe_manager,0.0,0.0,0.16667
386,IND-族086,IND,52.4274,3,3,1,5,0,unemployed,0.0,0.0,0.0
387,IND-族087,IND,29.6668,1,2,0,4,1,none,0.0,0.0,0.0
388,IND-族088,IND,48.9159,13,32,25,26,0,skilled,0.0,0.0,0.09524
389,IND-族089,IND,68.7181,6,17,11,15,0,routine,0.1,0.0,0.3
390,IND-族090,IND,328.8935,9,25,19,22,0,routine,0.0,0.0,0.1875
391,IND-族091,IND,79.7171,9,24,13,21,0,soe_worker,0.0,0.0,0.18182
392,IND-族092,IND,40.2366,2,6,1,8,0,routine,0.0,0.0,0.0
393,IND-族093,IND,40.4699,9,19,9,20,0,skilled,0.0,0.0,0.11111
394,IND-族094,IND,78.0837,1,5,0,7,1,none,0.0,0.0,0.0
395,IND-族095,IND,7.1357,2,4,0,6,1,none,0.0,0.0,0.0
396,IND-族096,IND,53.652,1,1,0,3,1,none,0.0,0.0,0.0
397,IND-族097,IND,69.6958,11,19,15,15,0,routine,0.0,0.0,0.08333
398,IND-族098,IND,119.9921,3,7,4,8,0,routine,0.0,0.0,0.0
399,IND-族099,IND,10.0515,2,5,1,7,0,dependent,0.0,0.0,0.0
400,IND-族100,IND,59.897,3,8,3,10,0,skilled,0.0,0.0,0.0
401,IND-族101,IND,30.1137,1,4,0,6,1,none,0.0,0.0,0.0
402,IND-族102,IND,16.4947,4,12,6,13,0,routine,0.0,0.0,0.16667
403,IND-族103,IND,72.9747,17,39,32,32,0,skilled,0.0,0.0,0.11111
404,IND-族104,IND,18.6818,8,9,7,10,0,routine,0.14286,0.0,0.0
405,IND-族105,IND,59.2694,5,12,3,13,0,skilled,0.0,0.0,0.0
406,IND-族106,IND,354.1253,2,5,2,6,0,dependent,0.0,0.0,0.0
407,IND-族107,IND,88.7443,5,11,4,12,0,skilled,0.0,0.0,0.0
408,IND-族108,IND,72.9654,6,10,5,12,0,dependent,0.0,0.0,0.0
409,IND-族109,IND,36.148,4,5,3,7,0,routine,0.0,0.0,0.0
410,IND-族110,IND,66.9546,1,1,0,3,1,none,0.0,0.0,0.0
411,IND-族111,IND,15.804,13,27,16,22,0,routine,0.0,0.0,0.14286
412,IND-族112,IND,19.2239,18,37,28,28,0,routine,0.0,0.0,0.14286
413,IND-族113,IND,8.1311,2,4,0,6,1,none,0.0,0.0,0.0
414,IND-族114,IND,42.1636,26,60,49,49,0,routine,0.0,0.0,0.10526
415,IND-族115,IND,63.6152,2,8,1,9,0,unemployed,0.0,0.0,0.0
416,IND-族116,IND,24.1934,4,8,4,10,0,dependent,0.0,0.0,0.25
417,IND-族117,IND,42.7502,15,31,23,23,0,skilled,0.05556,0.0,0.0
418,IND-族118,IND,60.083,11,22,16,18,0,routine,0.0,0.0,0.14286
419,IND-族119,IND,67.456,16,33,24,27,0,skilled,0.04348,0.04348,0.13043
420,IND-族120,IND,50.5912,1,2,0,4,1,none,0.0,0.0,0.0
421,IND-族121,IND,43.7064,6,10,5,11,0,precarious,0.0,0.0,0.4
422,IND-族122,IND,80.0128,9,21,17,21,0,unemployed,0.0,0.0,0.23529
423,IND-族123,IND,86.2905,9,23,17,20,0,routine,0.07143,0.0,0.14286
424,IND-族124,IND,159.4171,6,17,11,16,0,routine,0.0,0.0,0.1
425,IND-族125,IND,67.2367,1,5,0,7,1,none,0.0,0.0,0.0
426,IND-族126,IND,47.566,6,12,7,13,0,soe_worker,0.0,0.0,0.14286
427,IND-族127,IND,337.2604,11,29,20,24,0,routine,0.0,0.0,0.05556
428,IND-族128,IND,83.3592,12,31,26,28,0,skilled,0.04545,0.0,0.04545
429,IND-族129,IND,176.7918,1,2,0,4,1,none,0.0,0.0,0.0
430,IND-族130,IND,47.177,12,29,20,23,0,precarious,0.0,0.05882,0.23529
431,IND-族131,IND,30.7211,1,3,1,5,0,public_service,0.0,0.0,0.0
432,IND-族132,IND,86.3496,12,36,28,31,0,skilled,0.0,0.0,0.2
433,IND-族133,IND,35.1977,13,31,27,27,0,skilled,0.0,0.0,0.09091
434,IND-族134,IND,38.4358,10,24,17,19,0,skilled,0.0,0.0,0.06667
435,IND-族135,IND,102.3102,2,6,0,8,1,none,0.0,0.0,0.0
436,IND-族136,IND,805.0394,24,57,47,51,0,routine,0.0,0.0,0.04762
437,IND-族137,IND,40.8,18,34,26,26,0,routine,0.0,0.0,0.11111
438,IND-族138,IND,57.7317,6,14,10,11,0,dependent,0.0,0.0,0.0
439,IND-族139,IND,13.325,5,13,9,15,0,skilled,0.0,0.0,0.11111
440,IND-族140,IND,47.784,1,3,0,5,1,none,0.0,0.0,0.0
441,IND-族141,IND,80.6973,5,13,9,10,0,soe_worker,0.0,0.0,0.0
442,IND-族142,IND,217.3265,3,7,4,7,0,precarious,0.0,0.0,0.25
443,IND-族143,IND,145.05,8,14,10,11,0,routine,0.0,0.0,0.22222
444,IND-族144,IND,86.5772,1,0,0,2,1,none,0.0,0.0,0.0
445,IND-族145,IND,34.9548,5,9,3,9,0,skilled,0.0,0.0,0.0
446,IND-族146,IND,317.4559,21,43,33,36,0,routine,0.0,0.0,0.10714
447,IND-族147,IND,30.9405,9,19,14,16,0,routine,0.0,0.0,0.15385
448,IND-族148,IND,64.4903,22,52,43,43,0,skilled,0.03125,0.0,0.03125
449,IND-族149,IND,124.7901,1,2,0,4,1,none,0.0,0.0,0.0
450,IND-族150,IND,306.4037,21,44,38,40,0,routine,0.0,0.03226,0.16129
451,IND-族151,IND,8.711,2,4,1,6,0,routine,0.0,0.0,0.0
452,IND-族152,IND,162.447,11,25,18,18,0,routine,0.0,0.0,0.16667
453,IND-族153,IND,77.3528,11,28,19,27,0,routine,0.0,0.0,0.27778
454,IND-族154,IND,81.3017,5,13,5,15,0,soe_manager,0.0,0.0,0.0
455,IND-族155,IND,106.5447,32,64,52,55,0,routine,0.0,0.02222,0.28889
456,IND-族156,IND,290.8184,2,8,2,10,0,precarious,0.0,0.0,1.0
457,IND-族157,IND,187.6193,2,3,0,5,1,none,0.0,0.0,0.0
458,IND-族158,IND,63.834,1,2,0,4,1,none,0.0,0.0,0.0
459,IND-族159,IND,540.6892,1,4,0,6,1,none,0.0,0.0,0.0
460,IND-族160,IND,34.3115,4,7,3,8,0,routine,0.0,0.0,0.0
461,IND-族161,IND,51.9378,4,8,3,10,0,routine,0.0,0.0,0.0
462,IND-族162,IND,98.8305,3,9,4,10,0,precarious,0.0,0.0,0.5
463,IND-族163,IND,23.1319,8,15,12,13,0,soe_worker,0.0,0.0,0.18182
464,IND-族164,IND,127.7688,10,25,17,19,0,routine,0.09091,0.0,0.09091
465,IND-族165,IND,221.3919,1,4,0,6,1,none,0.0,0.0,0.0
466,IND-族166,IND,125.4188,15,38,28,31,0,routine,0.0,0.0,0.13043
467,IND-族167,IND,294.2736,2,7,3,9,0,skilled,0.0,0.0,0.0
468,IND-族168,IND,119.729,15,27,20,23,0,routine,0.0,0.0,0.11111
469,IND-族169,IND,52.3526,4,7,2,9,0,routine,0.0,0.0,0.0
470,IND-族170,IND,18.3108,1,4,2,6,0,routine,0.0,0.0,0.0
471,IND-族171,IND,47.411,8,21,15,19,0,routine,0.0,0.0,0.2
472,IND-族172,IND,40.786,3,11,6,12,0,routine,0.0,0.0,0.0
473,IND-族173,IND,43.4015,2,4,0,6,1,none,0.0,0.0,0.0
474,IND-族174,IND,127.605,8,20,12,18,0,routine,0.0,0.0,0.18182
475,IND-族175,IND,391.2718,8,19,12,14,0,skilled,0.0,0.0,0.0
476,IND-族176,IND,43.7935,1,2,0,4,1,none,0.0,0.0,0.0
477,IND-族177,IND,58.2982,4,14,5,15,0,routine,0.0,0.0,0.0
478,IND-族178,IND,61.5482,9,23,17,19,0,precarious,0.0,0.0,0.35714
479,IND-族179,IND,143.1136,9,14,9,12,0,routine,0.0,0.0,0.28571
480,IND-族180,IND,82.4432,16,28,23,23,0,skilled,0.0,0.0,0.05263
481,IND-族181,IND,29.6162,7,18,13,14,0,routine,0.1,0.0,0.1
482,IND-族182,IND,16.8737,1,2,0,4,1,none,0.0,0.0,0.0
483,IND-族183,IND,14.0193,11,21,15,17,0,skilled,0.0,0.0,0.08333
484,IND-族184,IND,111.4602,4,12,4,13,0,public_service,0.0,0.0,0.0
485,IND-族185,IND,25.563,14,28,20,22,0,routine,0.0,0.0625,0.125
486,IND-族186,IND,156.9041,4,14,5,14,0,routine,0.0,0.0,0.2
487,IND-族187,IND,104.592,13,19,14,17,0,soe_worker,0.0,0.07692,0.07692
488,IND-族188,IND,53.6465,23,48,40,41,0,routine,0.0,0.0,0.0303
489,IND-族189,IND,104.1319,10,21,13,17,0,routine,0.0,0.0,0.0
490,IND-族190,IND,52.8238,1,4,0,6,1,none,0.0,0.0,0.0
491,IND-族191,IND,78.7281,13,28,22,24,0,precarious,0.0,0.0,0.23529
492,IND-族192,IND,138.672,14,34,21,27,0,routine,0.0,0.0,0.1
493,IND-族193,IND,46.3569,2,7,1,9,0,political,1.0,0.0,0.0
494,IND-族194,IND,40.3634,1,3,1,5,0,skilled,0.0,0.0,0.0
495,IND-族195,IND,90.9904,18,33,26,29,0,skilled,0.0,0.03846,0.19231
496,IND-族196,IND,20.3625,3,7,3,9,0,dependent,0.0,0.0,0.33333
497,IND-族197,IND,19.9872,2,7,1,8,0,routine,0.0,0.0,0.0
498,IND-族198,IND,65.3746,10,25,18,22,0,precarious,0.0,0.0,0.33333
499,IND-族199,IND,142.0858,1,0,0,2,1,none,0.0,0.0,0.0
500,IND-族200,IND,34.3131,9,20,12,19,0,precarious,0.0,0.0,0.27273
501,IND-族201,IND,73.0068,7,13,10,10,0,routine,0.0,0.0,0.14286
502,IND-族202,IND,166.8181,1,1,0,3,1,none,0.0,0.0,0.0
503,IND-族203,IND,86.1586,13,30,24,27,0,routine,0.05,0.0,0.05
504,IND-族204,IND,40.7468,2,3,0,5,1,none,0.0,0.0,0.0
505,IND-族205,IND,70.9106,7,16,8,17,0,routine,0.0,0.0,0.0
506,IND-族206,IND,74.8401,17,43,38,38,0,dependent,0.03846,0.0,0.19231
507,IND-族207,IND,82.6313,16,34,28,28,0,routine,0.04545,0.0,0.13636
508,IND-族208,IND,64.8205,1,4,2,6,0,routine,0.0,0.0,0.0
509,IND-族209,IND,94.6103,16,39,36,36,0,precarious,0.0,0.0,0.21875
510,IND-族210,IND,81.1109,8,17,11,16,0,routine,0.0,0.0,0.09091
511,IND-族211,IND,46.1511,1,1,0,3,1,none,0.0,0.0,0.0
512,IND-族212,IND,29.0603,2,5,1,7,0,skilled,0.0,0.0,0.0
513,IND-族213,IND,288.978,12,33,23,26,0,skilled,0.0,0.0,0.21053
514,IND-族214,IND,267.038,22,48,40,40,0,routine,0.03226,0.0,0.06452
515,IND-族215,IND,144.0629,39,75,64,65,0,routine,0.0,0.0,0.22222
516,IND-族216,IND,21.5458,5,12,6,12,0,routine,0.0,0.0,0.16667
517,IND-族217,IND,153.3724,7,16,10,14,0,precarious,0.0,0.0,0.44444
518,IND-族218,IND,141.1961,13,32,22,26,0,routine,0.0,0.0,0.05263
519,IND-族219,IND,98.3465,10,24,13,23,0,dependent,0.08333,0.0,0.0
520,IND-族220,IND,222.0932,26,60,47,47,0,routine,0.0,0.02703,0.13514
521,IND-族221,IND,17.5476,3,7,2,8,0,routine,0.0,0.0,0.0
522,IND-族222,IND,83.7678,1,2,0,4,1,none,0.0,0.0,0.0
523,IND-族223,IND,60.1565,5,9,5,11,0,precarious,0.0,0.0,0.4
524,IND-族224,IND,110.0345,11,24,17,22,0,routine,0.06667,0.0,0.06667
525,IND-族225,IND,32.4811,11,27,19,22,0,routine,0.0,0.0,0.05882
526,IND-族226,IND,177.8606,8,16,12,13,0,routine,0.0,0.0,0.0
527,IND-族227,IND,57.7862,8,18,13,14,0,skilled,0.0,0.0,0.0
528,IND-族228,IND,15.5728,19,39,32,32,0,routine,0.0,0.0,0.03846
529,IND-族229,IND,113.2793,12,23,16,17,0,dependent,0.0,0.0,0.16667
530,IND-族230,IND,114.7308,6,11,7,10,0,skilled,0.0,0.0,0.0
531,IND-族231,IND,76.6422,5,10,5,8,0,routine,0.0,0.0,0.0
532,IND-族232,IND,50.1598,1,1,0,3,1,none,0.0,0.0,0.0
533,IND-族233,IND,71.2476,7,20,14,16,0,routine,0.1,0.0,0.1
534,IND-族234,IND,35.075,7,17,11,14,0,routine,0.0,0.0,0.22222
535,IND-族235,IND,24.5169,7,17,12,16,0,routine,0.0,0.0,0.25
536,IND-族236,IND,63.6542,9,18,11,16,0,routine,0.0,0.0,0.0
537,IND-族237,IND,118.4471,12,23,17,19,0,routine,0.0,0.0,0.05882
538,IND-族238,IND,51.01,4,13,8,14,0,routine,0.0,0.0,0.25
539,IND-族239,IND,247.3224,1,4,0,6,1,none,0.0,0.0,0.0
540,IND-族240,IND,61.8811,3,7,1,9,0,skilled,0.0,0.0,0.0
541,IND-族241,IND,69.6379,6,15,7,16,0,routine,0.0,0.0,0.0
542,IND-族242,IND,57.4643,1,3,1,5,0,routine,0.0,0.0,0.0
543,IND-族243,IND,45.9072,1,4,0,6,1,none,0.0,0.0,0.0
544,IND-族244,IND,48.0793,1,3,0,5,1,none,0.0,0.0,0.0
545,IND-族245,IND,68.3175,6,14,11,12,0,routine,0.0,0.0,0.11111
546,IND-族246,IND,40.0907,5,13,4,15,0,skilled,0.0,0.0,0.25
547,IND-族247,IND,54.208,5,11,4,13,0,routine,0.0,0.0,0.25
548,IND-族248,IND,17.9409,15,30,22,24,0,skilled,0.0,0.0,0.10526
549,IND-族249,IND,43.9351,6,14,10,15,0,precarious,0.0,0.0,0.3
550,IND-族250,IND,54.7142,13,28,20,23,0,routine,0.0,0.0,0.16667
551,IND-族251,IND,26.4804,1,4,0,6,1,none,0.0,0.0,0.0
552,IND-族252,IND,17.5287,10,25,19,22,0,precarious,0.0,0.0,0.29412
553,IND-族253,IND,40.1047,2,4,1,5,0,civil_service,0.0,0.0,0.0
554,IND-族254,IND,109.7218,4,12,8,14,0,skilled,0.0,0.0,0.125
555,IND-族255,IND,35.9876,9,18,14,17,0,routine,0.0,0.0,0.07692
556,IND-族256,IND,102.4232,3,10,4,11,0,routine,0.0,0.0,0.5
557,IND-族257,IND,75.8648,13,27,16,21,0,unemployed,0.0,0.0,0.16667
558,IND-族258,IND,107.0775,1,3,0,5,1,none,0.0,0.0,0.0
559,IND-族259,IND,203.4962,3,10,2,10,0,dependent,0.0,0.0,0.0
560,IND-族260,IND,227.4987,15,36,32,32,0,routine,0.0,0.0,0.03704
561,IND-族261,IND,277.7964,7,17,11,17,0,precarious,0.0,0.0,0.27273
562,IND-族262,IND,43.1012,10,24,17,19,0,soe_worker,0.0,0.0,0.15385
563,IND-族263,IND,62.1987,14,25,22,22,0,routine,0.0,0.0,0.11765
564,IND-族264,IND,59.142,10,22,15,16,0,dependent,0.0,0.0,0.09091
565,IND-族265,IND,50.0025,16,26,21,22,0,skilled,0.05,0.0,0.15
566,IND-族266,IND,37.7943,2,7,2,9,0,routine,0.0,0.0,0.0
567,IND-族267,IND,92.1812,5,10,5,10,0,routine,0.0,0.0,0.0
568,IND-族268,IND,86.7838,20,41,32,34,0,routine,0.0,0.0,0.22222
569,IND-族269,IND,102.8268,9,20,17,17,0,routine,0.06667,0.0,0.13333
570,IND-族270,IND,127.5587,6,15,11,13,0,skilled,0.0,0.0,0.1
571,IND-族271,IND,95.868,20,42,32,35,0,routine,0.0,0.0,0.10345
572,IND-族272,IND,129.5017,19,47,37,37,0,routine,0.0,0.0,0.04
573,IND-族273,IND,65.7721,5,15,5,16,0,dependent,0.0,0.0,0.0
574,IND-族274,IND,330.2447,4,12,6,13,0,routine,0.0,0.0,0.16667
575,IND-族275,IND,149.2177,15,30,23,25,0,skilled,0.0,0.0,0.11111
576,IND-族276,IND,36.3562,7,13,8,12,0,routine,0.0,0.0,0.0
577,IND-族277,IND,62.5527,3,7,2,9,0,precarious,0.0,0.0,0.5
578,IND-族278,IND,76.6914,7,21,13,17,0,routine,0.0,0.0,0.07692
579,IND-族279,IND,160.5832,13,30,20,22,0,skilled,0.0,0.0,0.13333
580,IND-族280,IND,119.9826,1,2,0,4,1,none,0.0,0.0,0.0
581,IND-族281,IND,83.8663,7,12,5,13,0,routine,0.0,0.0,0.0
582,IND-族282,IND,11.9426,1,1,0,3,1,none,0.0,0.0,0.0
583,IND-族283,IND,103.5634,7,18,15,16,0,routine,0.07143,0.0,0.14286
584,IND-族284,IND,119.8333,3,8,3,9,0,routine,0.0,0.0,0.0
585,IND-族285,IND,175.9222,15,33,25,29,0,soe_worker,0.0,0.0,0.08696
586,IND-族286,IND,25.9235,6,9,2,8,0,routine,0.0,0.0,0.0
587,IND-族287,IND,15.8329,6,16,10,14,0,routine,0.0,0.0,0.1
588,IND-族288,IND,57.7898,10,22,18,18,0,routine,0.06667,0.0,0.13333
589,IND-族289,IND,121.1078,16,37,27,30,0,skilled,0.04545,0.0,0.18182
590,IND-族290,IND,52.964,1,4,0,6,1,none,0.0,0.0,0.0
591,IND-族291,IND,99.6858,3,6,4,6,0,routine,0.0,0.0,0.25
592,IND-族292,IND,39.7083,19,49,40,40,0,routine,0.0,0.02857,0.14286
593,IND-族293,IND,188.6231,12,27,18,24,0,precarious,0.0625,0.0,0.1875
594,IND-族294,IND,9.2494,2,3,1,5,0,professional,0.0,0.0,0.0
595,IND-族295,IND,170.2211,6,18,12,15,0,soe_worker,0.0,0.0,0.16667
596,IND-族296,IND,91.8942,3,4,2,5,0,skilled,0.0,0.0,0.0
597,IND-族297,IND,108.5654,1,2,0,4,1,none,0.0,0.0,0.0
598,IND-族298,IND,55.1936,24,46,36,38,0,routine,0.0,0.0,0.19355
