year,country,policy,population,households,living_clans,births,deaths,migrants,mean_children_per_completed_family,mean_child_investment,upward_mobility_rate,high_status_share,median_household_resources,bottom_clan_extinction_share,below_deadline_share,occupational_persistence_rate,precarious_inheritance_rate,fertility_realization_gap,political_occupation_share,medical_occupation_share,precarious_occupation_share,unemployment_rate,injury_rate,homeownership_rate,licensed_physician_share,state_sector_share,political_dynasty_share,faction_concentration,elite_marriage_share
2047,CHN,三孩及配套支持,2088,930,298,16,22,20,1.9022,5.0424,0.2,0.00788,29.6296,0.01333,0.61826,0.39555,0.30704,1.37068,0.00466,0.00621,0.14907,0.0559,0.07453,0.4086,0.00621,0.17547,0.33333,0.33333,0.0
2047,IND,国家家庭福利/计划生育项目（简化）,3698,1344,298,26,19,20,2.7669,2.167,0.3617,0.00491,16.3482,0.00667,0.7121,0.40071,0.30252,1.5469,0.00613,0.00061,0.15389,0.06499,0.06867,0.45312,0.00061,0.1404,0.2,0.3125,0.00181
2047,JPN,少子化支持政策（合并简化）,583,309,115,2,7,2,1.4577,26.2556,0.0,0.0457,108.8098,0.05,0.34146,0.32588,0.26786,0.17049,0.0,0.01765,0.1,0.05294,0.1,0.56311,0.01765,0.18824,0.0,0,0.01869
2047,USA,无专项生育限制,842,440,192,2,9,2,1.3498,27.494,0.25,0.03409,126.541,0.04,0.49275,0.39768,0.28571,0.21238,0.01181,0.01969,0.11024,0.05118,0.07087,0.52727,0.01969,0.19291,0.0,0.33333,0.00639
2048,CHN,三孩及配套支持,2081,932,298,14,25,4,1.8863,4.977,0.2381,0.00788,30.4053,0.01333,0.61111,0.39597,0.30748,1.36049,0.00453,0.00755,0.14955,0.05136,0.071,0.40558,0.00755,0.17372,0.33333,0.33333,0.0
2048,IND,国家家庭福利/计划生育项目（简化）,3704,1357,298,29,21,2,2.7537,2.2776,0.2619,0.00453,16.6151,0.00667,0.72333,0.40007,0.30017,1.55079,0.00542,0.0006,0.14389,0.07887,0.06984,0.45026,0.0006,0.14148,0.22222,0.3125,0.00181
2048,JPN,少子化支持政策（合并简化）,572,306,115,0,10,3,1.4291,28.5315,0.0,0.04655,107.4619,0.05,0.34211,0.32484,0.26786,0.17699,0.0,0.01796,0.1018,0.05389,0.1018,0.55882,0.01796,0.18563,0.0,0,0.01896
2048,USA,无专项生育限制,827,435,191,2,16,1,1.3433,28.233,0.5,0.03594,126.4396,0.05,0.49296,0.39464,0.28571,0.20752,0.01172,0.01953,0.11328,0.04688,0.07031,0.53333,0.01953,0.19531,0.0,0.33333,0.0098
2049,CHN,三孩及配套支持,2079,937,298,10,14,6,1.879,5.1532,0.14286,0.00788,29.188,0.01333,0.61961,0.39685,0.30748,1.34916,0.00595,0.00893,0.14881,0.05357,0.0744,0.40342,0.00893,0.16964,0.25,0.375,0.0
2049,IND,国家家庭福利/计划生育项目（简化）,3704,1373,298,26,21,15,2.7389,2.3086,0.20455,0.00449,16.1496,0.00667,0.72638,0.39986,0.30049,1.5668,0.00534,0.00059,0.14421,0.07834,0.06944,0.44428,0.00059,0.14184,0.22222,0.3125,0.00179
2049,JPN,少子化支持政策（合并简化）,559,298,114,1,11,3,1.4088,30.7255,0.25,0.04554,107.4025,0.05,0.35,0.33019,0.2807,0.17342,0.0,0.01775,0.10059,0.05325,0.10059,0.55369,0.01775,0.18935,0.0,0,0.01942
2049,USA,无专项生育限制,831,438,191,5,7,12,1.3547,27.6791,0.0,0.03594,122.816,0.05,0.48571,0.39504,0.28571,0.20447,0.01181,0.01969,0.1063,0.05512,0.0748,0.52968,0.01969,0.20866,0.0,0.33333,0.0098
2050,CHN,三孩及配套支持,2071,943,298,10,20,2,1.8742,5.4137,0.27778,0.00788,29.3205,0.01333,0.6194,0.39976,0.3079,1.34302,0.00877,0.00877,0.14912,0.04971,0.07456,0.40297,0.00877,0.17105,0.16667,0.28,0.0
2050,IND,国家家庭福利/计划生育项目（简化）,3694,1379,298,31,34,11,2.7073,2.4369,0.25926,0.00481,16.5959,0.00667,0.72756,0.40136,0.30244,1.57835,0.00522,0.00058,0.14161,0.07835,0.06907,0.44525,0.00058,0.14219,0.22222,0.3125,0.00179
2050,JPN,少子化支持政策（合并简化）,549,297,111,0,14,8,1.4,29.6086,0.33333,0.04633,105.9067,0.08333,0.36364,0.3271,0.2807,0.19207,0.0,0.01744,0.09884,0.05814,0.09302,0.54545,0.01744,0.18605,0.0,0,0.01463
2050,USA,无专项生育限制,821,435,191,3,14,9,1.3507,25.8153,0.42857,0.03636,122.5257,0.05,0.5,0.3936,0.28261,0.20552,0.01154,0.01923,0.11538,0.04231,0.07308,0.52874,0.01923,0.21538,0.0,0.33333,0.01007
2051,CHN,三孩及配套支持,2061,940,297,8,16,2,1.871,5.3602,0.23529,0.00789,29.7712,0.01333,0.63177,0.40107,0.30728,1.33434,0.00863,0.00863,0.14676,0.04892,0.07626,0.4,0.00863,0.17122,0.16667,0.28,0.0
2051,IND,国家家庭福利/计划生育项目（简化）,3703,1384,298,28,18,1,2.6871,2.5319,0.24444,0.00477,16.9343,0.00667,0.72477,0.40234,0.30671,1.57013,0.00513,0.00057,0.14139,0.08153,0.0667,0.44292,0.00057,0.14196,0.22222,0.3125,0.00177
2051,JPN,少子化支持政策（合并简化）,545,296,110,2,7,1,1.4142,29.7316,0.25,0.04457,105.7147,0.08333,0.34783,0.32615,0.2807,0.19336,0.0,0.01714,0.10286,0.05143,0.09143,0.5473,0.01714,0.18857,0.0,0,0.01471
2051,USA,无专项生育限制,805,424,187,1,19,2,1.3333,26.3017,0.75,0.03831,121.0922,0.06,0.51316,0.39252,0.2766,0.20811,0.01172,0.01953,0.12109,0.03516,0.07031,0.52123,0.01953,0.21875,0.0,0.33333,0.01014
2052,CHN,三孩及配套支持,2059,943,296,17,21,2,1.8545,5.6557,0.26316,0.00901,30.6489,0.02,0.63668,0.40129,0.304,1.31734,0.00851,0.00851,0.14184,0.05248,0.07518,0.39873,0.00851,0.17305,0.16667,0.28,0.0
2052,IND,国家家庭福利/计划生育项目（简化）,3704,1393,298,25,24,0,2.6755,2.5861,0.34,0.00472,17.497,0.00667,0.71707,0.40461,0.31034,1.56708,0.00673,0.00056,0.14406,0.07848,0.06783,0.44078,0.00056,0.14742,0.16667,0.2562,0.00175
2052,JPN,少子化支持政策（合并简化）,536,291,110,1,12,2,1.4151,28.7377,0.0,0.04339,104.6882,0.08333,0.36364,0.32515,0.2807,0.18065,0.0,0.01775,0.11243,0.02959,0.08876,0.54639,0.01775,0.17751,0.0,0,0.01508
2052,USA,无专项生育限制,784,419,185,0,17,4,1.3411,24.1672,0.0,0.03919,119.7156,0.07,0.48052,0.39332,0.28421,0.21412,0.01181,0.01969,0.12992,0.03543,0.07087,0.52267,0.01969,0.22047,0.0,0.33333,0.01045
2053,CHN,三孩及配套支持,2059,942,296,18,24,6,1.8443,5.5154,0.2,0.009,30.1795,0.02,0.63934,0.40069,0.30079,1.29447,0.0083,0.0083,0.14246,0.05256,0.07884,0.40021,0.0083,0.18119,0.16667,0.28,0.0
2053,IND,国家家庭福利/计划生育项目（简化）,3697,1392,298,26,27,6,2.6605,2.671,0.22917,0.00504,18.5443,0.00667,0.71637,0.40382,0.30817,1.54147,0.00667,0.00056,0.14564,0.07727,0.06837,0.44325,0.00056,0.14564,0.16667,0.2562,0.00175
2053,JPN,少子化支持政策（合并简化）,526,291,108,1,12,1,1.4189,27.739,0.2,0.04591,106.2994,0.11667,0.3617,0.32931,0.2931,0.1779,0.0,0.02381,0.11905,0.02381,0.07738,0.54983,0.02381,0.18452,0.0,0,0.01562
2053,USA,无专项生育限制,771,410,185,0,12,1,1.3378,25.175,1.0,0.03978,121.1138,0.07,0.48684,0.39556,0.28125,0.21212,0.01205,0.01606,0.12851,0.04016,0.06827,0.52439,0.01606,0.2249,0.0,0.33333,0.01056
2054,CHN,三孩及配套支持,2060,949,296,19,19,9,1.8315,5.589,0.1875,0.00958,30.7443,0.02,0.63898,0.40161,0.3013,1.28258,0.00972,0.00833,0.13889,0.05556,0.08194,0.39937,0.00833,0.18333,0.14286,0.27778,0.0
2054,IND,国家家庭福利/计划生育项目（简化）,3698,1396,298,29,25,3,2.6396,2.7352,0.19512,0.00501,19.465,0.00667,0.72334,0.40236,0.31003,1.53036,0.00718,0.00055,0.14862,0.07624,0.06906,0.4384,0.00055,0.14696,0.15385,0.22222,0.00174
2054,JPN,少子化支持政策（合并简化）,521,290,107,0,8,7,1.4242,30.8478,0.0,0.046,107.9185,0.13333,0.41176,0.32836,0.2931,0.16649,0.0,0.02312,0.13873,0.02312,0.08092,0.54483,0.02312,0.17919,0.0,0,0.01596
2054,USA,无专项生育限制,761,405,185,1,10,7,1.3235,24.8278,0.66667,0.03883,119.6066,0.07,0.5,0.39522,0.27551,0.21331,0.0122,0.01626,0.12602,0.03659,0.06911,0.52346,0.01626,0.21545,0.0,0.33333,0.01071
2055,CHN,三孩及配套支持,2043,945,296,19,27,11,1.8153,5.7806,0.15,0.00967,31.8739,0.02,0.63551,0.39989,0.30179,1.25979,0.00824,0.00962,0.14148,0.05769,0.08379,0.39365,0.00962,0.18407,0.16667,0.27778,0.0
2055,IND,国家家庭福利/计划生育项目（简化）,3690,1399,297,28,27,13,2.6253,2.8694,0.21053,0.00498,20.3845,0.00667,0.70954,0.40207,0.30792,1.51883,0.00709,0.00055,0.14948,0.0742,0.06929,0.43674,0.00055,0.14675,0.15385,0.22222,0.00174
2055,JPN,少子化支持政策（合并简化）,515,284,107,0,12,10,1.4247,30.4264,0.0,0.04435,106.6928,0.13333,0.44444,0.32641,0.2931,0.16532,0.0,0.02299,0.12069,0.05172,0.06897,0.53873,0.02299,0.17241,0.0,0,0.01622
2055,USA,无专项生育限制,760,402,183,0,13,12,1.3279,22.0314,0.5,0.03878,118.1792,0.07,0.50685,0.3956,0.27273,0.2128,0.0123,0.01639,0.11885,0.04918,0.06967,0.52239,0.01639,0.20902,0.0,0.33333,0.01071
2056,CHN,三孩及配套支持,2033,935,296,16,28,16,1.7911,6.1237,0.35714,0.00974,32.0401,0.02,0.65075,0.39955,0.29723,1.22025,0.00828,0.00966,0.13931,0.06069,0.08276,0.39144,0.00966,0.18207,0.16667,0.27778,0.0
2056,IND,国家家庭福利/计划生育项目（简化）,3680,1406,297,33,30,13,2.6159,2.9896,0.2766,0.00563,20.7183,0.00667,0.70895,0.40334,0.30702,1.50974,0.00706,0.00054,0.14984,0.0646,0.07058,0.42959,0.00054,0.15092,0.15385,0.22222,0.00174
2056,JPN,少子化支持政策（合并简化）,515,283,106,2,11,9,1.418,29.8885,0.0,0.04462,103.5806,0.15,0.46296,0.32544,0.2931,0.17547,0.0,0.02339,0.11111,0.06433,0.07018,0.53004,0.02339,0.18713,0.0,0,0.01579
2056,USA,无专项生育限制,742,395,182,1,21,2,1.3197,20.3707,0.25,0.03819,119.6726,0.08,0.50667,0.39455,0.27273,0.20893,0.0122,0.01626,0.10976,0.05285,0.06911,0.52405,0.01626,0.21138,0.0,0.33333,0.01115
2057,CHN,三孩及配套支持,2028,929,294,16,21,0,1.7642,6.007,0.4,0.01034,32.9622,0.03333,0.65579,0.39955,0.29602,1.18861,0.00822,0.00959,0.13288,0.0589,0.08493,0.39182,0.00959,0.18767,0.16667,0.27778,0.0
2057,IND,国家家庭福利/计划生育项目（简化）,3684,1412,297,40,30,6,2.6004,3.1249,0.28571,0.00531,20.9589,0.00667,0.69774,0.40356,0.30592,1.50696,0.00707,0.00054,0.14573,0.07341,0.07287,0.42635,0.00054,0.14954,0.15385,0.22222,0.00173
2057,JPN,少子化支持政策（合并简化）,512,279,106,1,10,6,1.4048,25.2219,0.0,0.04312,100.6531,0.15,0.44231,0.32544,0.2931,0.16904,0.0,0.02395,0.11377,0.02994,0.06587,0.53763,0.02395,0.19162,0.0,0,0.01596
2057,USA,无专项生育限制,725,387,181,1,18,0,1.3194,21.8327,0.0,0.03913,117.5067,0.08,0.51389,0.39564,0.27273,0.21113,0.01255,0.01255,0.10879,0.05439,0.06695,0.51938,0.01255,0.20502,0.0,0.33333,0.01154
2058,CHN,三孩及配套支持,2017,927,293,15,21,11,1.7532,5.7795,0.21053,0.0098,33.6371,0.03333,0.65766,0.40088,0.2973,1.16009,0.00826,0.00826,0.13912,0.05647,0.08402,0.39051,0.00826,0.18044,0.16667,0.27778,0.0
2058,IND,国家家庭福利/计划生育项目（简化）,3698,1425,297,40,27,9,2.5951,3.1081,0.2619,0.00495,21.2344,0.00667,0.68956,0.40418,0.30868,1.49793,0.00704,0.00054,0.14727,0.07851,0.07093,0.41825,0.00054,0.14781,0.15385,0.22314,0.00172
2058,JPN,少子化支持政策（合并简化）,505,275,104,2,9,4,1.4073,23.8363,0.0,0.04175,97.6335,0.18333,0.46,0.32743,0.28814,0.16904,0.0,0.02516,0.1195,0.03774,0.06289,0.53818,0.02516,0.20126,0.0,0,0.01604
2058,USA,无专项生育限制,710,375,179,0,19,6,1.3143,23.7485,0.0,0.04148,118.8627,0.08,0.5,0.39674,0.27273,0.21306,0.0087,0.0087,0.1,0.06087,0.06957,0.52,0.0087,0.18696,0.0,0.5,0.01172
2059,CHN,三孩及配套支持,1996,924,293,13,34,0,1.7342,6.1307,0.16667,0.00992,34.453,0.03333,0.67069,0.39989,0.30097,1.14143,0.00836,0.00975,0.14345,0.0571,0.08357,0.39177,0.00975,0.17549,0.16667,0.27778,0.0
2059,IND,国家家庭福利/计划生育项目（简化）,3712,1431,297,45,25,8,2.5845,3.2823,0.14286,0.00494,21.8238,0.00667,0.67759,0.40473,0.31092,1.47769,0.00707,0.00054,0.14783,0.07554,0.0712,0.41999,0.00054,0.14837,0.07692,0.20661,0.00171
2059,JPN,少子化支持政策（合并简化）,498,268,104,3,15,5,1.3667,22.7672,0.33333,0.04237,105.3905,0.18333,0.44231,0.33041,0.28814,0.16314,0.0,0.02548,0.10828,0.05732,0.06369,0.55224,0.02548,0.21019,0.0,0,0.01604
2059,USA,无专项生育限制,694,366,177,1,18,3,1.2915,25.2247,0.66667,0.04387,119.6469,0.09,0.5,0.3982,0.27,0.2181,0.00446,0.00893,0.09821,0.06696,0.07143,0.51913,0.00893,0.19196,0.0,1.0,0.012
2060,CHN,三孩及配套支持,1991,926,293,15,20,0,1.7251,6.461,0.3,0.00998,34.4764,0.03333,0.66981,0.40044,0.3012,1.11015,0.0084,0.01261,0.13866,0.05602,0.08964,0.39093,0.01261,0.17367,0.16667,0.27778,0.0
2060,IND,国家家庭福利/计划生育项目（简化）,3707,1435,296,31,32,4,2.5675,3.407,0.14634,0.00493,22.8852,0.01333,0.67516,0.40456,0.30929,1.46998,0.00763,0.00055,0.14558,0.07634,0.07143,0.41672,0.00055,0.14995,0.07143,0.19444,0.0017
2060,JPN,少子化支持政策（合并简化）,493,265,101,1,9,7,1.3617,19.2319,0.5,0.04506,107.6649,0.21667,0.41509,0.3314,0.28814,0.16577,0.00654,0.03268,0.11765,0.04575,0.05882,0.55849,0.03268,0.22222,0.0,1.0,0.01622
2060,USA,无专项生育限制,679,356,174,1,17,3,1.2844,25.8148,0.0,0.04341,116.0574,0.09,0.45455,0.3982,0.27,0.21744,0.00476,0.00476,0.08095,0.07619,0.07619,0.51124,0.00476,0.17619,0.0,1.0,0.0123
2061,CHN,三孩及配套支持,1976,916,293,11,27,1,1.7056,6.7886,0.11111,0.01008,34.5409,0.03333,0.67628,0.39957,0.30072,1.08433,0.00719,0.01295,0.13381,0.05468,0.09353,0.38865,0.01295,0.17986,0.2,0.36,0.0
2061,IND,国家家庭福利/计划生育项目（简化）,3720,1446,296,41,26,2,2.558,3.4656,0.34884,0.00458,23.4843,0.01333,0.66045,0.40473,0.30812,1.45985,0.00826,0.00055,0.14868,0.07874,0.07104,0.41217,0.00055,0.14758,0.06667,0.23077,0.00169
2061,JPN,少子化支持政策（合并简化）,486,264,100,1,10,2,1.3574,17.666,0.0,0.0393,103.5726,0.21667,0.42,0.3314,0.28814,0.16595,0.00667,0.03333,0.11333,0.04667,0.06,0.56061,0.03333,0.22,0.0,1.0,0.01657
2061,USA,无专项生育限制,663,348,172,0,15,1,1.2722,25.391,0.0,0.04279,114.1612,0.1,0.45902,0.40036,0.27,0.22382,0.00503,0.00503,0.07538,0.06533,0.07035,0.51724,0.00503,0.17588,0.0,1.0,0.01255
2062,CHN,三孩及配套支持,1968,910,292,16,27,9,1.6756,6.4095,0.25,0.01013,34.2355,0.03333,0.68269,0.40043,0.30189,1.06866,0.00876,0.01168,0.13139,0.06423,0.09197,0.39011,0.01168,0.17956,0.33333,0.38889,0.0
2062,IND,国家家庭福利/计划生育项目（简化）,3741,1453,295,54,26,11,2.5516,3.399,0.2973,0.00456,24.2632,0.01333,0.64895,0.40474,0.3102,1.42885,0.00779,0.00111,0.14905,0.08231,0.0723,0.40812,0.00111,0.14572,0.14286,0.25,0.00168
2062,JPN,少子化支持政策（合并简化）,486,261,99,1,7,6,1.3377,18.903,1.0,0.04167,105.6887,0.23333,0.46,0.33237,0.28814,0.16221,0.0069,0.02759,0.12414,0.03448,0.06207,0.56322,0.02759,0.2069,0.0,1.0,0.01667
2062,USA,无专项生育限制,647,340,170,0,14,2,1.2579,24.1223,0.5,0.04214,114.6353,0.11,0.43103,0.39893,0.27,0.22844,0.0,0.00524,0.06806,0.06806,0.06806,0.52647,0.00524,0.18325,0.0,0,0.01288
2063,CHN,三孩及配套支持,1955,904,291,10,23,0,1.6689,6.531,0.2,0.00961,34.2542,0.04,0.68977,0.4015,0.29907,1.04477,0.00898,0.01048,0.12275,0.06138,0.08832,0.38938,0.01048,0.18114,0.33333,0.38889,0.0
2063,IND,国家家庭福利/计划生育项目（简化）,3751,1459,294,45,33,2,2.5355,3.3823,0.1875,0.00457,25.0527,0.01333,0.64109,0.40304,0.30863,1.41022,0.00678,0.00113,0.14689,0.08588,0.07458,0.40507,0.00113,0.1452,0.16667,0.26,0.00168
2063,JPN,少子化支持政策（合并简化）,481,257,99,0,5,0,1.3348,19.5744,0.0,0.03991,102.5181,0.23333,0.45652,0.33237,0.28814,0.16103,0.00694,0.02778,0.11806,0.04167,0.05556,0.56031,0.02778,0.20833,0.0,1.0,0.01117
2063,USA,无专项生育限制,634,333,167,2,17,2,1.2412,24.7048,0.0,0.04312,114.3723,0.12,0.41071,0.39821,0.27,0.23233,0.0,0.00549,0.08242,0.07143,0.06593,0.53453,0.00549,0.17033,0.0,0,0.01322
2064,CHN,三孩及配套支持,1940,898,291,9,24,0,1.6495,6.4681,0.375,0.0091,34.3838,0.04,0.68243,0.40192,0.29837,1.01945,0.00916,0.01069,0.12519,0.05802,0.08244,0.38753,0.01069,0.18626,0.33333,0.38889,0.0
2064,IND,国家家庭福利/计划生育项目（简化）,3756,1462,293,33,28,0,2.5129,3.426,0.33333,0.00457,24.9494,0.02,0.62611,0.40427,0.30965,1.39287,0.00683,0.00114,0.15253,0.07968,0.07684,0.40424,0.00114,0.14286,0.16667,0.26,0.00167
2064,JPN,少子化支持政策（合并简化）,473,254,99,0,8,0,1.317,20.1393,0.0,0.04063,99.6323,0.23333,0.48837,0.33237,0.28814,0.16167,0.00719,0.02878,0.11511,0.05036,0.05755,0.56299,0.02878,0.22302,0.0,1.0,0.01143
2064,USA,无专项生育限制,615,319,165,0,19,0,1.2308,26.8408,0.0,0.04437,117.2621,0.12,0.4,0.39858,0.27723,0.23248,0.0,0.00562,0.08427,0.08989,0.06742,0.53292,0.00562,0.17416,0.0,0,0.01351
2065,CHN,三孩及配套支持,1931,895,291,10,19,4,1.6398,6.5816,0.5,0.00917,33.8103,0.04,0.6807,0.4017,0.29698,0.9863,0.00932,0.00932,0.12422,0.0528,0.0854,0.38994,0.00932,0.1941,0.33333,0.38889,0.0
2065,IND,国家家庭福利/计划生育项目（简化）,3771,1474,293,46,26,7,2.5027,3.3868,0.39286,0.00457,25.2223,0.02,0.60751,0.40502,0.31076,1.37222,0.00698,0.00116,0.15058,0.07849,0.07791,0.39959,0.00116,0.1436,0.16667,0.26,0.00166
2065,JPN,少子化支持政策（合并简化）,465,251,97,0,13,7,1.2883,20.143,0.0,0.04128,100.3996,0.23333,0.5,0.33141,0.28814,0.16385,0.00763,0.03053,0.10687,0.06107,0.05344,0.55777,0.03053,0.23664,0.0,1.0,0.0117
2065,USA,无专项生育限制,604,314,164,0,11,4,1.2169,29.5913,0.25,0.04318,115.9106,0.12,0.42308,0.39753,0.27451,0.2284,0.0,0.00578,0.05202,0.09249,0.07514,0.53185,0.00578,0.17919,0.0,0,0.01376
2066,CHN,三孩及配套支持,1916,884,290,15,28,2,1.6296,7.0077,0.375,0.00991,34.2215,0.04,0.67658,0.40106,0.29493,0.94429,0.00945,0.00945,0.11654,0.05669,0.08031,0.38914,0.00945,0.19055,0.33333,0.38889,0.0
2066,IND,国家家庭福利/计划生育项目（简化）,3788,1473,293,44,18,13,2.488,3.2944,0.3,0.00456,25.8185,0.02,0.60766,0.40498,0.31225,1.33605,0.00886,0.00177,0.15239,0.07147,0.07915,0.4053,0.00177,0.14412,0.13333,0.23077,0.00167
2066,JPN,少子化支持政策（合并简化）,470,253,96,1,6,10,1.2902,21.0055,1.0,0.04348,99.0377,0.25,0.46512,0.33333,0.28814,0.16154,0.00781,0.02344,0.10156,0.05469,0.05469,0.55336,0.02344,0.23438,0.0,1.0,0.0117
2066,USA,无专项生育限制,594,309,164,0,11,11,1.2276,30.0983,0.0,0.04042,112.1818,0.12,0.45833,0.39753,0.27451,0.2345,0.0,0.00595,0.06548,0.07143,0.06548,0.53398,0.00595,0.17857,0.0,0,0.01395
2067,CHN,三孩及配套支持,1898,880,290,7,20,7,1.6258,7.3177,0.15385,0.00998,34.0264,0.04,0.68846,0.40095,0.29224,0.92436,0.00969,0.00969,0.10501,0.06139,0.07916,0.38977,0.00969,0.19225,0.33333,0.38889,0.0
2067,IND,国家家庭福利/计划生育项目（简化）,3781,1471,293,33,38,6,2.4717,3.307,0.1875,0.0046,26.1103,0.02,0.61696,0.40429,0.31275,1.31088,0.00911,0.00182,0.15614,0.06683,0.07776,0.40517,0.00182,0.14399,0.13333,0.23077,0.00169
2067,JPN,少子化支持政策（合并简化）,466,251,95,0,6,2,1.2946,20.5916,0.33333,0.04358,99.6547,0.25,0.42857,0.33333,0.28814,0.15906,0.00787,0.02362,0.10236,0.07087,0.05512,0.55378,0.02362,0.23622,0.0,1.0,0.01183
2067,USA,无专项生育限制,585,303,161,1,15,7,1.2359,32.6813,0.0,0.03915,111.3964,0.12,0.45833,0.39895,0.27184,0.23879,0.0,0.00602,0.06627,0.07229,0.07229,0.53795,0.00602,0.19277,0.0,0,0.01415
2068,CHN,三孩及配套支持,1883,878,289,6,21,0,1.6183,7.5411,0.2,0.01005,33.3871,0.04667,0.6902,0.40042,0.29385,0.91135,0.00825,0.0099,0.11386,0.05611,0.08581,0.39066,0.0099,0.18812,0.4,0.36,0.0
2068,IND,国家家庭福利/计划生育项目（简化）,3788,1471,293,35,24,4,2.4377,3.4013,0.375,0.00493,26.2542,0.02,0.61181,0.4052,0.31373,1.28963,0.00983,0.00184,0.15243,0.07007,0.07867,0.40245,0.00184,0.1469,0.125,0.2449,0.00169
2068,JPN,少子化支持政策（合并简化）,456,245,93,2,14,2,1.2798,21.1039,1.0,0.04471,96.6651,0.26667,0.41026,0.33523,0.28814,0.15425,0.0082,0.02459,0.10656,0.07377,0.04918,0.56327,0.02459,0.2459,0.0,1.0,0.0122
2068,USA,无专项生育限制,586,303,161,2,3,2,1.2369,36.2058,0.0,0.03922,112.8314,0.12,0.47826,0.39895,0.27184,0.2355,0.00629,0.00629,0.06289,0.06918,0.06918,0.53795,0.00629,0.20126,0.0,1.0,0.01402
2069,CHN,三孩及配套支持,1865,876,289,11,29,0,1.6245,7.9041,0.1875,0.01077,32.9568,0.04667,0.684,0.40073,0.2912,0.89201,0.00825,0.0099,0.11881,0.06601,0.08251,0.39155,0.0099,0.18977,0.4,0.36,0.00158
2069,IND,国家家庭福利/计划生育项目（简化）,3792,1478,293,26,19,3,2.4324,3.2938,0.16667,0.00492,25.7893,0.02,0.60469,0.40473,0.31388,1.27838,0.00812,0.00187,0.1549,0.07683,0.07933,0.40122,0.00187,0.14241,0.15385,0.2562,0.00168
2069,JPN,少子化支持政策（合并简化）,441,237,89,1,16,0,1.277,22.1158,0.0,0.046,95.6506,0.3,0.35897,0.33146,0.28814,0.14142,0.00833,0.025,0.10833,0.05,0.04167,0.56118,0.025,0.25833,0.0,1.0,0.01266
2069,USA,无专项生育限制,577,298,158,1,13,3,1.2234,32.359,0.0,0.03978,113.5976,0.14,0.46341,0.3993,0.27184,0.23218,0.0,0.00654,0.07843,0.03922,0.0719,0.54362,0.00654,0.20915,0.0,0,0.01422
2070,CHN,三孩及配套支持,1847,869,287,8,26,4,1.626,8.2759,0.42857,0.01085,33.2441,0.06,0.68699,0.40041,0.29083,0.86376,0.00825,0.0099,0.12046,0.06106,0.08251,0.3901,0.0099,0.19307,0.4,0.36,0.00159
2070,IND,国家家庭福利/计划生育项目（简化）,3803,1487,292,29,18,4,2.4228,3.3627,0.35714,0.00524,25.8941,0.02667,0.60629,0.40518,0.31443,1.27153,0.00699,0.00254,0.15438,0.0864,0.07624,0.40282,0.00254,0.14041,0.18182,0.28,0.00167
2070,JPN,少子化支持政策（合并简化）,429,232,85,0,14,2,1.2913,22.8073,0.0,0.04726,95.0995,0.3,0.38889,0.33053,0.28814,0.15448,0.00855,0.01709,0.10256,0.06838,0.04274,0.55603,0.01709,0.25641,0.0,1.0,0.01935
2070,USA,无专项生育限制,566,292,156,0,9,2,1.223,30.6009,0.5,0.04228,113.4801,0.16,0.46154,0.39965,0.27184,0.22569,0.0,0.00676,0.06757,0.05405,0.07432,0.54795,0.00676,0.19595,0.0,0,0.01456
2071,CHN,三孩及配套支持,1828,865,287,4,24,5,1.6309,8.5558,0.4,0.0103,33.0174,0.06,0.68619,0.40092,0.29111,0.84939,0.0067,0.01005,0.12563,0.04858,0.08208,0.39075,0.01005,0.19263,0.25,0.375,0.00161
2071,IND,国家家庭福利/计划生育项目（简化）,3813,1498,292,32,17,5,2.4118,3.4485,0.23077,0.00523,25.2939,0.02667,0.61206,0.40531,0.31458,1.25237,0.00513,0.00257,0.15202,0.08724,0.07633,0.39987,0.00257,0.1424,0.25,0.22449,0.00167
2071,JPN,少子化支持政策（合并简化）,429,230,84,0,5,5,1.3107,23.1062,0.0,0.04715,92.2466,0.3,0.36111,0.32961,0.28814,0.15314,0.00862,0.01724,0.09483,0.09483,0.05172,0.56087,0.01724,0.25862,0.0,1.0,0.01923
2071,USA,无专项生育限制,560,291,155,0,5,9,1.2022,34.6688,0.2,0.04236,116.8617,0.17,0.5,0.40138,0.27885,0.23133,0.0,0.0,0.09286,0.07857,0.08571,0.54639,0.0,0.21429,0.0,0,0.01463
2072,CHN,三孩及配套支持,1809,858,287,6,29,4,1.6366,8.5357,0.3,0.0104,32.9053,0.06,0.68534,0.40092,0.29204,0.8117,0.00662,0.00993,0.12086,0.06457,0.08609,0.3951,0.00993,0.18709,0.25,0.375,0.00165
2072,IND,国家家庭福利/计划生育项目（简化）,3812,1499,292,33,30,4,2.4102,3.4899,0.32143,0.00524,24.7409,0.02667,0.6208,0.40441,0.31472,1.2339,0.00522,0.00261,0.15841,0.07888,0.07757,0.40294,0.00261,0.14407,0.25,0.22449,0.00167
2072,JPN,少子化支持政策（合并简化）,421,224,79,0,8,0,1.3103,24.3224,1.0,0.04798,89.4792,0.33333,0.4375,0.32869,0.28814,0.15949,0.00885,0.0177,0.0885,0.0708,0.0531,0.55804,0.0177,0.25664,0.0,1.0,0.01935
