year,country,policy,population,households,living_clans,births,deaths,migrants,mean_children_per_completed_family,mean_child_investment,upward_mobility_rate,high_status_share,median_household_resources,bottom_clan_extinction_share,below_deadline_share,occupational_persistence_rate,precarious_inheritance_rate,fertility_realization_gap,political_occupation_share,medical_occupation_share,precarious_occupation_share,unemployment_rate,injury_rate,homeownership_rate,licensed_physician_share,state_sector_share,political_dynasty_share,faction_concentration,elite_marriage_share
1995,IND,国家家庭福利/计划生育项目（简化）,2168,591,300,63,5,3,3.7958,2.0944,0.15556,0.00275,16.2491,0.0,0.43299,0.39145,0.31395,2.16087,0.00276,0.01589,0.13822,0.06082,0.05252,0.68697,0.01589,0.1472,0.0,0.55556,0.0
1995,JPN,少子化支持政策（合并简化）,488,200,120,1,1,7,1.4409,32.7065,0.6,0.04433,183.7743,0.0,0.14379,0.31544,0.35,0.2629,0.0,0.03741,0.10224,0.02743,0.04489,0.64,0.03741,0.17955,0.0,0,0.0102
1995,USA,无专项生育限制,804,324,200,6,2,2,1.593,35.9816,0.5,0.0365,192.5349,0.0,0.2,0.38298,0.28571,0.29887,0.00296,0.02515,0.09467,0.05473,0.0503,0.62654,0.02515,0.17899,0.0,1.0,0.00952
1996,CHN,独生子女为主（含例外）,1780,623,300,23,3,2,3.2721,5.526,0.16,0.00485,23.1458,0.0,0.57701,0.39683,0.29016,2.32155,0.0007,0.01186,0.13538,0.06001,0.06001,0.51204,0.01186,0.14864,0.0,1.0,0.0
1996,IND,国家家庭福利/计划生育项目（简化）,2210,612,300,43,3,2,3.7931,1.9439,0.32609,0.00267,15.7417,0.0,0.42841,0.39248,0.30769,2.16347,0.0027,0.01552,0.13293,0.06748,0.05263,0.68627,0.01552,0.14845,0.0,0.55556,0.0
1996,JPN,少子化支持政策（合并简化）,492,205,120,1,0,3,1.4409,32.0169,0.33333,0.0438,183.4555,0.0,0.13636,0.31579,0.35,0.27404,0.0,0.03491,0.10224,0.02993,0.04489,0.63902,0.03491,0.17456,0.0,0,0.01493
1996,USA,无专项生育限制,805,328,200,5,1,3,1.593,36.494,0.2,0.03493,199.8364,0.0,0.19504,0.38328,0.29545,0.3012,0.00446,0.02526,0.09658,0.05646,0.05052,0.6189,0.02526,0.18128,0.0,1.0,0.00943
1997,CHN,独生子女为主（含例外）,1799,633,300,22,1,2,3.2721,5.4046,0.0,0.00479,24.2293,0.0,0.58195,0.39424,0.29082,2.28824,0.00069,0.01108,0.13227,0.0644,0.06371,0.51501,0.01108,0.14404,0.0,1.0,0.0
1997,IND,国家家庭福利/计划生育项目（简化）,2286,643,300,78,2,0,3.7931,1.8021,0.21212,0.00326,15.3584,0.0,0.43497,0.39253,0.2963,2.15237,0.00266,0.01527,0.13347,0.05312,0.05445,0.67807,0.01527,0.14807,0.0,0.55556,0.0
1997,JPN,少子化支持政策（合并简化）,499,207,120,6,1,2,1.4453,30.1741,0.5,0.04567,183.1649,0.0,0.13907,0.3141,0.33333,0.23941,0.0,0.03491,0.10224,0.0399,0.05237,0.63768,0.03491,0.17955,0.0,0,0.01485
1997,USA,无专项生育限制,809,332,200,4,0,4,1.5909,37.3862,0.0,0.03483,202.4512,0.0,0.18978,0.38408,0.29545,0.3024,0.00447,0.02683,0.09836,0.05663,0.05216,0.61446,0.02683,0.18182,0.0,1.0,0.00932
1998,CHN,独生子女为主（含例外）,1816,650,300,15,1,3,3.2644,5.5066,0.42857,0.00609,23.9152,0.0,0.58173,0.39258,0.29146,2.29176,0.00069,0.011,0.13058,0.07354,0.06529,0.51231,0.011,0.13952,0.0,1.0,0.0
1998,IND,国家家庭福利/计划生育项目（简化）,2341,666,300,64,5,4,3.7924,1.6968,0.25,0.00322,16.748,0.0,0.43234,0.3931,0.3057,2.1293,0.00264,0.01516,0.13184,0.05537,0.05669,0.67868,0.01516,0.15293,0.0,0.55556,0.0
1998,JPN,少子化支持政策（合并简化）,506,208,120,4,1,4,1.4651,30.619,0.0,0.04276,186.3263,0.0,0.13333,0.30818,0.33333,0.2264,0.0,0.03465,0.10149,0.0495,0.05693,0.63942,0.03465,0.17574,0.0,0,0.01478
1998,USA,无专项生育限制,809,338,200,4,1,3,1.5939,35.5803,0.33333,0.03618,209.1642,0.0,0.20073,0.38983,0.28261,0.31714,0.00454,0.02572,0.10287,0.03631,0.05446,0.60059,0.02572,0.18306,0.0,1.0,0.01223
1999,CHN,独生子女为主（含例外）,1839,665,300,27,0,4,3.2241,5.6142,0.22222,0.00603,25.3226,0.0,0.57843,0.39251,0.29756,2.27266,0.0,0.01168,0.13255,0.0728,0.06731,0.5188,0.01168,0.13874,0.0,0,0.0
1999,IND,国家家庭福利/计划生育项目（简化）,2408,686,300,68,1,0,3.7687,1.5846,0.17391,0.00318,18.1092,0.0,0.43333,0.39017,0.31122,2.09488,0.00261,0.01565,0.13299,0.05606,0.05867,0.67347,0.01565,0.1545,0.0,0.55556,0.0
1999,JPN,少子化支持政策（合并简化）,512,210,120,1,1,6,1.4885,30.9606,0.25,0.04186,192.6474,0.0,0.14474,0.30675,0.33333,0.22016,0.0,0.03704,0.10123,0.0321,0.05432,0.64286,0.03704,0.17778,0.0,0,0.01471
1999,USA,无专项生育限制,811,340,200,5,1,2,1.595,35.8475,0.25,0.03463,211.1106,0.0,0.19331,0.3913,0.29787,0.30296,0.00459,0.02603,0.09954,0.04441,0.05666,0.6,0.02603,0.1853,0.0,1.0,0.01216
2000,CHN,独生子女为主（含例外）,1860,684,300,24,1,6,3.1881,5.1972,0.0,0.006,27.2394,0.0,0.58093,0.39048,0.30435,2.26778,0.0,0.01257,0.13478,0.07682,0.06913,0.52193,0.01257,0.13478,0.0,0,0.0
2000,IND,国家家庭福利/计划生育项目（简化）,2446,700,300,47,1,8,3.75,1.5626,0.15,0.00314,17.9615,0.0,0.44494,0.3913,0.31527,2.07155,0.00461,0.01581,0.12846,0.05797,0.06324,0.67286,0.01581,0.15613,0.0,0.38889,0.0
2000,JPN,少子化支持政策（合并简化）,518,215,120,2,0,4,1.5,29.638,0.0,0.04138,200.1029,0.0,0.14286,0.30488,0.33333,0.22256,0.0,0.03342,0.11054,0.02057,0.05141,0.63721,0.03342,0.17738,0.0,0,0.01435
2000,USA,无专项生育限制,822,343,200,6,1,6,1.592,34.0299,0.4,0.03571,213.0202,0.0,0.20307,0.39474,0.29787,0.28649,0.00794,0.02698,0.1,0.0619,0.05714,0.60058,0.02698,0.1873,0.0,0.5,0.01205
2001,CHN,独生子女为主（含例外）,1880,698,300,19,2,3,3.1318,5.3217,0.09091,0.00596,26.8318,0.0,0.57743,0.39226,0.30332,2.25256,0.00142,0.01137,0.13646,0.0661,0.07249,0.52149,0.01137,0.14286,0.0,1.0,0.0
2001,IND,国家家庭福利/计划生育项目（简化）,2502,720,300,57,3,2,3.7338,1.5312,0.0,0.00312,18.324,0.0,0.43888,0.38993,0.32195,2.04808,0.00468,0.01538,0.12441,0.0602,0.06555,0.66806,0.01538,0.15652,0.0,0.38889,0.0
2001,JPN,少子化支持政策（合并简化）,519,215,120,3,0,2,1.4779,29.087,0.33333,0.04128,200.6157,0.0,0.13077,0.2994,0.31818,0.2198,0.0,0.03261,0.11141,0.01359,0.04891,0.63256,0.03261,0.18207,0.0,0,0.01435
2001,USA,无专项生育限制,825,343,200,6,0,3,1.5762,32.3682,0.5,0.03429,215.0862,0.0,0.21514,0.39216,0.29787,0.27154,0.00657,0.02791,0.09195,0.05911,0.05583,0.60058,0.02791,0.18719,0.0,0.5,0.00904
2002,CHN,独生子女为主（含例外）,1883,705,300,17,2,12,3.0526,5.442,0.6,0.00597,26.9979,0.0,0.58184,0.3923,0.29907,2.23579,0.00146,0.01023,0.1344,0.0672,0.07305,0.51348,0.01023,0.14974,0.0,1.0,0.0
2002,IND,国家家庭福利/计划生育项目（简化）,2556,727,300,61,4,15,3.6883,1.5219,0.54545,0.00372,17.8961,0.0,0.44365,0.38966,0.31731,1.98459,0.00616,0.01369,0.13142,0.05681,0.06639,0.66713,0.01369,0.15674,0.0,0.3125,0.0
2002,JPN,少子化支持政策（合并简化）,533,221,120,1,0,19,1.4823,28.2895,0.0,0.04251,207.0776,0.0,0.15702,0.30178,0.30435,0.22399,0.0,0.02521,0.10924,0.03361,0.04762,0.62896,0.02521,0.19048,0.0,0,0.01395
2002,USA,无专项生育限制,833,345,200,6,0,12,1.5742,33.0278,0.0,0.03281,212.2637,0.0,0.23554,0.39677,0.29787,0.25957,0.00846,0.02707,0.10491,0.05753,0.05922,0.6,0.02707,0.18105,0.0,0.55556,0.00601
2003,CHN,独生子女为主（含例外）,1901,718,300,19,2,11,2.9152,5.4036,0.0,0.00529,26.6482,0.0,0.57434,0.39153,0.30233,2.23575,0.00149,0.01046,0.1435,0.05456,0.07474,0.50975,0.01046,0.15247,0.0,1.0,0.0
2003,IND,国家家庭福利/计划生育项目（简化）,2603,741,300,52,5,0,3.6283,1.5467,0.4375,0.0043,17.1449,0.0,0.4396,0.39126,0.31308,1.95127,0.00625,0.01389,0.12778,0.05556,0.06458,0.66532,0.01389,0.1625,0.0,0.3125,0.00141
2003,JPN,少子化支持政策（合并简化）,539,221,120,4,0,4,1.4718,26.7769,0.0,0.04222,207.8922,0.0,0.15789,0.29825,0.29167,0.20553,0.0,0.02865,0.10029,0.03438,0.04871,0.62896,0.02865,0.19484,0.0,0,0.01389
2003,USA,无专项生育限制,836,347,200,7,1,9,1.5741,32.5698,0.0,0.03276,216.3821,0.0,0.23529,0.39936,0.29787,0.24151,0.00879,0.02812,0.10545,0.04218,0.06503,0.60231,0.02812,0.19156,0.0,0.55556,0.00601
2004,CHN,独生子女为主（含例外）,1909,729,300,9,4,3,2.8459,5.3782,0.2,0.00527,26.7189,0.0,0.58075,0.39466,0.30556,2.22386,0.00152,0.01064,0.14286,0.05547,0.07371,0.50754,0.01064,0.14894,0.0,1.0,0.0
2004,IND,国家家庭福利/计划生育项目（简化）,2649,750,300,51,0,5,3.5994,1.4646,0.28571,0.00428,16.2149,0.0,0.44909,0.39263,0.31193,1.90609,0.00707,0.01201,0.13004,0.06572,0.07138,0.664,0.01201,0.16184,0.0,0.3125,0.00139
2004,JPN,少子化支持政策（合并简化）,543,224,120,0,0,4,1.4774,28.4818,0.5,0.04167,209.6256,0.0,0.15385,0.2948,0.29167,0.2049,0.0,0.03003,0.1021,0.04805,0.04805,0.63393,0.03003,0.2042,0.0,0,0.0137
2004,USA,无专项生育限制,836,348,200,3,1,2,1.5475,33.5479,0.0,0.03276,225.1573,0.0,0.22222,0.40506,0.29167,0.23711,0.00917,0.02569,0.10459,0.04587,0.06422,0.5977,0.02569,0.19817,0.0,0.55556,0.00601
2005,CHN,独生子女为主（含例外）,1912,736,300,9,2,4,2.7757,5.4796,0.28571,0.00526,26.1458,0.0,0.58194,0.3949,0.30556,2.21548,0.00235,0.01095,0.14073,0.06568,0.08053,0.50272,0.01095,0.14855,0.0,0.55556,0.0
2005,IND,国家家庭福利/计划生育项目（简化）,2695,764,300,51,5,0,3.545,1.3768,0.29412,0.00424,15.1751,0.0,0.44875,0.39204,0.3139,1.87968,0.00721,0.01009,0.13843,0.06273,0.0721,0.65838,0.01009,0.1615,0.0,0.3125,0.00137
2005,JPN,少子化支持政策（合并简化）,548,227,120,4,1,2,1.4815,28.8636,0.0,0.04148,202.1587,0.0,0.17021,0.29885,0.28,0.19712,0.0,0.0254,0.10159,0.04762,0.04762,0.62996,0.0254,0.21587,0.0,0,0.01357
2005,USA,无专项生育限制,840,351,200,2,0,2,1.5263,33.9624,0.4,0.03244,220.9517,0.0,0.18478,0.40498,0.29167,0.23907,0.01308,0.0243,0.11402,0.02617,0.07103,0.59259,0.0243,0.2,0.0,0.52,0.00593
2006,CHN,独生子女为主（含例外）,1917,739,300,13,2,6,2.6761,5.3316,0.33333,0.00591,26.278,0.0,0.57923,0.39737,0.31364,2.1891,0.00241,0.00964,0.14378,0.06185,0.08273,0.50203,0.00964,0.14779,0.0,0.55556,0.0
2006,IND,国家家庭福利/计划生育项目（简化）,2738,771,300,44,4,3,3.4821,1.354,0.19048,0.00419,15.0406,0.0,0.46029,0.39444,0.31579,1.83451,0.00802,0.00802,0.13786,0.05835,0.07877,0.65629,0.00802,0.16484,0.0,0.3125,0.00136
2006,JPN,少子化支持政策（合并简化）,552,229,120,2,1,3,1.4881,28.6699,0.28571,0.04497,198.2753,0.0,0.17582,0.30939,0.25,0.19389,0.0,0.02667,0.10667,0.05,0.05,0.62445,0.02667,0.21,0.0,0,0.01351
2006,USA,无专项生育限制,841,355,200,1,0,0,1.5064,35.0938,0.75,0.03366,218.2946,0.0,0.18129,0.40615,0.30612,0.24786,0.01359,0.0233,0.11068,0.03689,0.07573,0.58873,0.0233,0.2,0.0,0.52,0.00587
2007,CHN,独生子女为主（含例外）,1921,739,300,9,2,3,2.6,5.2887,0.33333,0.00589,26.1603,0.0,0.55918,0.3978,0.3139,2.15483,0.00247,0.00822,0.14391,0.06332,0.0847,0.50203,0.00822,0.15049,0.0,0.55556,0.0
2007,IND,国家家庭福利/计划生育项目（简化）,2764,781,300,33,3,4,3.4574,1.329,0.48,0.00413,15.1117,0.0,0.47031,0.39456,0.31489,1.82197,0.00812,0.00738,0.14096,0.06863,0.0797,0.65429,0.00738,0.16236,0.0,0.3125,0.00134
2007,JPN,少子化支持政策（合并简化）,562,235,120,3,0,7,1.4686,30.2562,0.16667,0.04403,195.0895,0.0,0.18182,0.30481,0.23333,0.19717,0.00678,0.02712,0.11186,0.02712,0.04407,0.61702,0.02712,0.20678,0.0,0.5,0.01316
2007,USA,无专项生育限制,842,356,200,3,2,0,1.4939,35.6499,0.25,0.03333,222.7819,0.0,0.17391,0.40841,0.3,0.24128,0.01212,0.02424,0.10303,0.04848,0.07475,0.58708,0.02424,0.19596,0.0,0.52,0.00587
2008,CHN,独生子女为主（含例外）,1928,746,300,10,1,2,2.4955,5.1975,0.2,0.00584,27.0363,0.0,0.55947,0.39684,0.3114,2.14103,0.00253,0.00842,0.14153,0.05729,0.08256,0.49866,0.00842,0.14912,0.0,0.55556,0.0
2008,IND,国家家庭福利/计划生育项目（简化）,2789,787,300,31,2,4,3.4123,1.2996,0.14286,0.00408,13.8718,0.0,0.48627,0.39203,0.30738,1.80121,0.00817,0.00668,0.14477,0.06162,0.07944,0.65311,0.00668,0.16704,0.0,0.3125,0.00134
2008,JPN,少子化支持政策（合并简化）,568,240,120,2,2,6,1.5,30.1658,1.0,0.04348,186.9548,0.0,0.18987,0.30159,0.22581,0.19354,0.00702,0.02807,0.11579,0.03509,0.05263,0.60833,0.02807,0.2,0.0,0.5,0.01299
2008,USA,无专项生育限制,845,357,200,3,0,0,1.484,35.6664,0.16667,0.03306,225.2555,0.0,0.19718,0.40708,0.3,0.23243,0.01282,0.0235,0.11111,0.04701,0.07265,0.58543,0.0235,0.19872,0.0,0.52,0.00585
2009,CHN,独生子女为主（含例外）,1930,748,300,8,1,5,2.4103,5.1242,0.36364,0.00647,26.6342,0.0,0.55556,0.39648,0.30736,2.12357,0.00258,0.00861,0.13941,0.05766,0.08003,0.49733,0.00861,0.14802,0.0,0.55556,0.0
2009,IND,国家家庭福利/计划生育项目（简化）,2817,793,300,30,0,6,3.3652,1.3026,0.32143,0.00402,12.7825,0.0,0.50508,0.39123,0.30645,1.76876,0.00898,0.00674,0.14222,0.06587,0.0771,0.65195,0.00674,0.16916,0.0,0.28395,0.00133
2009,JPN,少子化支持政策（合并简化）,572,245,120,1,0,3,1.5185,30.5613,0.28571,0.04472,181.679,0.0,0.17105,0.31122,0.29412,0.20633,0.00735,0.01838,0.12132,0.02206,0.06618,0.6,0.01838,0.20221,0.0,0.5,0.02119
2009,USA,无专项生育限制,853,358,200,5,1,4,1.4679,36.9482,0.0,0.03151,225.4103,0.0,0.21552,0.40643,0.3,0.21787,0.01119,0.02013,0.10291,0.05369,0.0783,0.5838,0.02013,0.20358,0.0,0.5,0.00585
2010,CHN,独生子女为主（含例外）,1929,752,300,8,5,4,2.3538,5.2688,0.23529,0.00643,26.8724,0.0,0.56215,0.39866,0.30544,2.1044,0.00441,0.00794,0.14638,0.05732,0.08025,0.49601,0.00794,0.14903,0.0,0.5,0.0
2010,IND,国家家庭福利/计划生育项目（简化）,2841,803,300,28,2,2,3.3241,1.3028,0.19444,0.00394,12.3234,0.0,0.51277,0.39432,0.31034,1.76444,0.00975,0.00525,0.14093,0.06972,0.07496,0.64508,0.00525,0.16567,0.0,0.28395,0.00131
2010,JPN,少子化支持政策（合并简化）,579,249,120,1,0,6,1.5309,30.4469,0.2,0.04374,178.091,0.0,0.21127,0.31343,0.27778,0.20899,0.01103,0.01838,0.11765,0.02941,0.07353,0.59438,0.01838,0.19485,0.0,0.55556,0.02083
2010,USA,无专项生育限制,852,361,200,0,1,0,1.4652,36.7556,0.0,0.03142,220.7039,0.0,0.19792,0.4087,0.3,0.2233,0.01166,0.02098,0.10956,0.03263,0.07226,0.58172,0.02098,0.20979,0.0,0.5,0.00581
2011,CHN,独生子女为主（含例外）,1932,758,300,7,1,3,2.2706,5.2339,0.21429,0.00702,26.5006,0.0,0.55705,0.3981,0.30705,2.08552,0.0045,0.00809,0.14658,0.05755,0.07644,0.49208,0.00809,0.14748,0.0,0.5,0.0
2011,IND,国家家庭福利/计划生育项目（简化）,2877,816,300,39,3,10,3.2644,1.319,0.1,0.00332,11.3585,0.0,0.52762,0.39214,0.3037,1.75615,0.00967,0.00446,0.14275,0.06914,0.07584,0.64093,0.00446,0.16283,0.0,0.28395,0.00129
2011,JPN,少子化支持政策（合并简化）,584,251,120,3,0,8,1.5174,30.8728,0.25,0.04536,171.2352,0.0,0.21127,0.3122,0.27778,0.2027,0.01141,0.01901,0.13308,0.01901,0.07224,0.59363,0.01901,0.18251,0.0,0.55556,0.02066
2011,USA,无专项生育限制,856,364,200,3,0,5,1.4371,39.2552,0.7,0.03235,222.4484,0.0,0.18889,0.4,0.28846,0.22684,0.0119,0.02143,0.10714,0.03095,0.07619,0.58242,0.02143,0.22619,0.0,0.5,0.00865
2012,CHN,独生子女为主（含例外）,1937,761,300,9,2,2,2.2096,5.3405,0.22222,0.00696,25.682,0.0,0.55435,0.39329,0.30204,2.06565,0.00457,0.00731,0.1362,0.0713,0.08135,0.48883,0.00731,0.14717,0.0,0.5,0.0
2012,IND,国家家庭福利/计划生育项目（简化）,2902,829,300,32,7,0,3.2604,1.3264,0.325,0.00325,10.9739,0.0,0.54757,0.39088,0.29537,1.75075,0.00957,0.00368,0.13834,0.06843,0.07358,0.63691,0.00368,0.16556,0.0,0.28395,0.00127
2012,JPN,少子化支持政策（合并简化）,586,255,120,2,0,4,1.5048,27.7331,0.1,0.04449,167.53,0.0,0.21053,0.33023,0.27778,0.20818,0.01141,0.01901,0.11787,0.03422,0.06464,0.58824,0.01901,0.18251,0.0,0.55556,0.02033
2012,USA,无专项生育限制,858,368,200,2,2,2,1.4214,39.7565,0.375,0.032,222.6066,0.0,0.20652,0.39945,0.28302,0.23678,0.0122,0.02195,0.10244,0.02683,0.08293,0.57337,0.02195,0.21951,0.0,0.5,0.00857
2013,CHN,独生子女为主（含例外）,1941,764,300,6,2,0,2.1608,5.5793,0.29412,0.00689,25.8531,0.0,0.5814,0.39358,0.3012,2.04333,0.00464,0.00743,0.13463,0.06964,0.07892,0.48691,0.00743,0.15042,0.0,0.5,0.0
2013,IND,国家家庭福利/计划生育项目（简化）,2927,839,300,30,5,0,3.2397,1.3664,0.2,0.00317,10.7032,0.0,0.58721,0.39337,0.29392,1.744,0.00795,0.00362,0.13666,0.07375,0.07086,0.63647,0.00362,0.16703,0.0,0.28395,0.00126
2013,JPN,少子化支持政策（合并简化）,588,257,120,2,0,0,1.4907,28.1669,0.0,0.04207,168.269,0.0,0.2125,0.33484,0.30769,0.2065,0.01154,0.01923,0.12692,0.03462,0.06923,0.58755,0.01923,0.17692,0.0,0.55556,0.02016
2013,USA,无专项生育限制,859,373,200,3,2,0,1.4019,41.4341,0.33333,0.03316,219.7366,0.0,0.21875,0.39566,0.2807,0.24342,0.01259,0.02015,0.10327,0.03023,0.08564,0.56836,0.02015,0.20907,0.0,0.5,0.0085
2014,CHN,独生子女为主（含例外）,1945,769,300,10,4,2,2.0896,5.7776,0.13333,0.00685,27.0539,0.0,0.59244,0.39276,0.30159,2.02146,0.0047,0.00659,0.13829,0.07338,0.07714,0.48375,0.00659,0.14958,0.0,0.5,0.0
2014,IND,国家家庭福利/计划生育项目（简化）,2942,845,300,22,3,4,3.2141,1.3899,0.21277,0.0031,10.0993,0.0,0.60232,0.39652,0.29967,1.72774,0.00789,0.00358,0.13548,0.07814,0.07097,0.6355,0.00358,0.16631,0.0,0.28395,0.00125
2014,JPN,少子化支持政策（合并简化）,592,259,120,4,2,2,1.4773,28.2677,0.0,0.03985,166.8086,0.0,0.21519,0.33482,0.3,0.20147,0.01186,0.01186,0.12648,0.03953,0.0751,0.58301,0.01186,0.16996,0.0,0.55556,0.02008
2014,USA,无专项生育限制,867,378,200,6,2,4,1.3994,42.8252,0.25,0.03255,216.2589,0.0,0.2451,0.40157,0.31148,0.233,0.01496,0.01995,0.10973,0.03491,0.08479,0.57143,0.01995,0.21197,0.0,0.52,0.00843
2015,CHN,独生子女为主（含例外）,1942,775,300,1,6,2,2.0344,6.0866,0.13793,0.00675,27.201,0.0,0.63008,0.39242,0.30116,2.02004,0.00459,0.00826,0.14141,0.06244,0.07622,0.48129,0.00826,0.15243,0.0,0.5,0.0
2015,IND,国家家庭福利/计划生育项目（简化）,2954,870,300,20,5,3,3.1962,1.4427,0.25806,0.00302,9.8162,0.0,0.63585,0.39613,0.29467,1.78036,0.0069,0.00345,0.13112,0.08144,0.06901,0.62414,0.00345,0.16632,0.0,0.28125,0.00122
2015,JPN,少子化支持政策（合并简化）,596,263,120,2,3,5,1.4756,29.1277,0.0,0.03933,161.5258,0.0,0.20732,0.34061,0.29268,0.20074,0.01544,0.01544,0.13127,0.03861,0.08494,0.58555,0.01544,0.16988,0.0,0.625,0.02
2015,USA,无专项生育限制,863,381,200,2,2,4,1.3891,41.6547,0.33333,0.03359,212.7933,0.0,0.21905,0.39949,0.29688,0.2367,0.01737,0.01737,0.1067,0.04218,0.07692,0.56955,0.01737,0.2134,0.0,0.52,0.0084
2016,CHN,全面两孩,1945,780,300,13,4,8,2.0138,6.2828,0.25926,0.00668,27.9193,0.0,0.61753,0.39276,0.29588,2.00091,0.0045,0.00811,0.13964,0.05676,0.07748,0.47692,0.00811,0.15766,0.0,0.5,0.0
2016,IND,国家家庭福利/计划生育项目（简化）,2978,889,300,29,2,3,3.177,1.4721,0.09091,0.00294,9.8739,0.0,0.63653,0.39948,0.29358,1.79918,0.00667,0.00334,0.13476,0.07138,0.06738,0.6153,0.00334,0.16811,0.0,0.30864,0.00119
2016,JPN,少子化支持政策（合并简化）,595,265,120,1,2,0,1.4756,29.5656,0.42857,0.03896,160.5184,0.0,0.22892,0.33051,0.29268,0.1976,0.01894,0.01515,0.13258,0.03788,0.09091,0.58868,0.01515,0.17424,0.0,0.625,0.02
2016,USA,无专项生育限制,874,389,200,2,0,9,1.4036,39.3523,0.125,0.0354,206.4095,0.0,0.22124,0.40399,0.29688,0.23734,0.01932,0.01691,0.10386,0.05556,0.08213,0.56812,0.01691,0.21256,0.0,0.52,0.00824
2017,CHN,全面两孩,1966,795,300,22,1,0,1.991,6.1564,0.22222,0.00598,27.6649,0.0,0.61364,0.39478,0.3,1.98444,0.00528,0.00792,0.13456,0.05805,0.07652,0.46792,0.00792,0.16271,0.0,0.52,0.0
2017,IND,国家家庭福利/计划生育项目（简化）,3000,901,300,39,9,8,3.1519,1.5542,0.08065,0.00288,10.5717,0.0,0.64856,0.40149,0.29619,1.78904,0.00578,0.00321,0.13744,0.0668,0.06872,0.60932,0.00321,0.1702,0.0,0.34375,0.00118
2017,JPN,少子化支持政策（合并简化）,602,270,120,3,1,5,1.4934,29.856,0.0,0.0386,155.9354,0.0,0.2439,0.32911,0.29268,0.19539,0.0188,0.01504,0.12406,0.05263,0.09023,0.58148,0.01504,0.17293,0.0,0.625,0.01969
2017,USA,无专项生育限制,877,390,200,2,2,3,1.4036,39.1688,0.0,0.03388,205.1982,0.0,0.22609,0.40541,0.30303,0.23198,0.01896,0.01896,0.11374,0.04028,0.08294,0.56923,0.01896,0.21327,0.0,0.52,0.00826
2018,CHN,全面两孩,1970,800,300,13,6,3,1.9675,5.8896,0.3,0.00653,27.6707,0.0,0.62921,0.39735,0.30072,1.96254,0.00519,0.00779,0.13506,0.05108,0.07965,0.46375,0.00779,0.1645,0.0,0.52,0.0
2018,IND,国家家庭福利/计划生育项目（简化）,3024,915,300,31,5,2,3.1445,1.576,0.19512,0.00283,11.1458,0.0,0.66172,0.40544,0.3,1.77792,0.00564,0.00313,0.13793,0.06019,0.07273,0.60219,0.00313,0.17116,0.0,0.34375,0.00117
2018,JPN,少子化支持政策（合并简化）,604,272,120,1,0,1,1.5022,30.2875,0.0,0.03839,153.6007,0.0,0.26582,0.33473,0.29268,0.19334,0.01866,0.01493,0.12313,0.02985,0.10448,0.58088,0.01493,0.18284,0.0,0.625,0.01961
2018,USA,无专项生育限制,880,396,200,2,3,4,1.4035,37.489,0.5,0.03483,203.5885,0.0,0.2605,0.40436,0.30303,0.23974,0.01865,0.01865,0.11189,0.0373,0.08159,0.56818,0.01865,0.21911,0.0,0.52,0.0082
2019,CHN,全面两孩,1982,807,300,22,5,5,1.9549,5.887,0.42857,0.00766,28.0613,0.0,0.60791,0.39707,0.29749,1.9276,0.00512,0.00768,0.13567,0.05461,0.08276,0.45849,0.00768,0.16212,0.0,0.52,0.0
2019,IND,国家家庭福利/计划生育项目（简化）,3042,934,300,24,8,2,3.1293,1.6893,0.22368,0.00274,11.684,0.0,0.67069,0.40555,0.30245,1.79917,0.00598,0.00299,0.13517,0.06459,0.07656,0.59529,0.00299,0.17045,0.0,0.34375,0.00115
2019,JPN,少子化支持政策（合并简化）,604,274,120,0,0,0,1.4957,28.9646,0.4,0.03804,155.0854,0.0,0.2561,0.32787,0.27907,0.19604,0.01832,0.01465,0.12454,0.04029,0.10623,0.58029,0.01465,0.17949,0.0,0.625,0.01946
2019,USA,无专项生育限制,885,401,200,4,2,3,1.396,39.0859,0.4,0.03585,203.3121,0.0,0.28333,0.40431,0.31343,0.23538,0.01839,0.01839,0.11494,0.03908,0.08046,0.57107,0.01839,0.22299,0.0,0.52,0.01351
2020,CHN,全面两孩,1997,815,300,14,1,2,1.954,5.9868,0.46154,0.0076,29.5757,0.0,0.6121,0.39775,0.30282,1.896,0.00506,0.00759,0.13755,0.05401,0.08354,0.45521,0.00759,0.16287,0.0,0.52,0.0
2020,IND,国家家庭福利/计划生育项目（简化）,3065,952,300,33,7,3,3.1212,1.7702,0.18333,0.00267,12.5568,0.0,0.66289,0.40536,0.30239,1.80721,0.00521,0.0029,0.13607,0.06659,0.07528,0.58508,0.0029,0.16676,0.0,0.34375,0.00113
2020,JPN,少子化支持政策（合并简化）,602,274,120,2,2,2,1.4638,27.5908,0.0,0.03797,151.685,0.0,0.2381,0.3253,0.27907,0.1895,0.01805,0.01444,0.12635,0.03971,0.1083,0.58029,0.01444,0.17329,0.0,0.625,0.01961
2020,USA,无专项生育限制,888,404,200,3,3,3,1.3966,38.3105,0.2,0.03563,204.7902,0.0,0.26016,0.40426,0.31343,0.23246,0.0181,0.0181,0.11538,0.04525,0.08145,0.56931,0.0181,0.21719,0.0,0.52,0.01351
2021,CHN,三孩及配套支持,2009,823,300,17,2,3,1.9499,5.9381,0.32143,0.00691,29.3261,0.0,0.56066,0.39764,0.3069,1.87105,0.00495,0.00826,0.13625,0.05285,0.08753,0.44957,0.00826,0.1635,0.0,0.52,0.0
