clan_id,surname,origin_country,founder_resources,branches_created,total_births,living_members,peak_living_members,extinct
57,ONE-族057,ONE,44.3887,2,2,2,4,0
58,ONE-族058,ONE,101.0666,1,1,2,3,0
59,ONE-族059,ONE,25.29,1,1,1,3,0
60,ONE-族060,ONE,60.3193,3,3,4,5,0
61,ONE-族061,ONE,196.7959,1,1,3,3,0
62,ONE-族062,ONE,154.5966,1,1,1,3,0
63,ONE-族063,ONE,11.8275,1,1,3,3,0
64,ONE-族064,ONE,156.4608,1,1,2,3,0
65,ONE-族065,ONE,34.426,1,1,2,3,0
66,ONE-族066,ONE,49.2618,1,0,1,2,0
67,ONE-族067,ONE,31.0983,1,1,3,3,0
68,ONE-族068,ONE,62.2407,3,3,4,4,0
69,ONE-族069,ONE,95.1908,1,1,3,3,0
70,ONE-族070,ONE,48.6683,1,1,1,3,0
71,ONE-族071,ONE,90.68,1,1,2,3,0
72,ONE-族072,ONE,46.8201,1,1,2,3,0
73,ONE-族073,ONE,14.9223,1,1,3,3,0
74,ONE-族074,ONE,127.6794,4,3,4,5,0
75,ONE-族075,ONE,140.138,1,1,1,3,0
76,ONE-族076,ONE,143.8189,1,1,2,3,0
77,ONE-族077,ONE,210.4873,1,1,3,3,0
78,ONE-族078,ONE,46.3769,3,3,4,5,0
79,ONE-族079,ONE,28.2138,1,1,1,3,0
80,ONE-族080,ONE,131.4651,2,2,4,4,0
81,ONE-族081,ONE,23.6846,3,3,3,4,0
82,ONE-族082,ONE,31.6324,1,1,2,3,0
83,ONE-族083,ONE,35.6659,2,1,1,3,0
84,ONE-族084,ONE,65.2449,2,2,2,4,0
85,ONE-族085,ONE,43.7118,1,1,1,3,0
86,ONE-族086,ONE,144.5304,2,2,2,4,0
87,ONE-族087,ONE,156.3439,3,2,3,4,0
88,ONE-族088,ONE,125.6135,1,1,1,3,0
89,ONE-族089,ONE,65.2891,3,3,4,4,0
90,ONE-族090,ONE,66.4907,1,0,0,2,1
91,ONE-族091,ONE,200.2824,2,2,4,4,0
92,ONE-族092,ONE,52.1784,2,2,3,4,0
93,ONE-族093,ONE,84.5229,2,2,2,4,0
94,ONE-族094,ONE,252.2692,1,1,2,3,0
95,ONE-族095,ONE,72.4277,2,1,1,3,0
96,ONE-族096,ONE,40.5887,1,1,1,3,0
97,ONE-族097,ONE,82.7984,1,1,2,3,0
98,ONE-族098,ONE,57.4043,2,2,3,4,0
99,ONE-族099,ONE,150.6742,4,4,6,6,0
100,ONE-族100,ONE,55.918,1,1,2,3,0
101,ONE-族101,ONE,69.3329,2,2,2,4,0
102,ONE-族102,ONE,231.8819,1,1,3,3,0
103,ONE-族103,ONE,27.2374,1,1,2,3,0
104,ONE-族104,ONE,136.6774,1,1,2,3,0
105,ONE-族105,ONE,49.6626,1,1,2,3,0
106,ONE-族106,ONE,187.3378,2,2,3,4,0
107,ONE-族107,ONE,47.2355,4,3,5,5,0
108,ONE-族108,ONE,147.8114,1,1,3,3,0
109,ONE-族109,ONE,98.9671,2,2,3,4,0
110,ONE-族110,ONE,36.1631,3,3,5,5,0
111,ONE-族111,ONE,76.2574,1,1,1,3,0
112,ONE-族112,ONE,5.6117,1,1,1,3,0
113,ONE-族113,ONE,58.9806,2,2,2,4,0
114,ONE-族114,ONE,214.0053,1,1,3,3,0
115,ONE-族115,ONE,49.3892,4,4,6,6,0
116,ONE-族116,ONE,117.1744,2,2,1,4,0
117,ONE-族117,ONE,82.8257,1,1,1,3,0
118,ONE-族118,ONE,59.4945,3,2,3,4,0
119,ONE-族119,ONE,60.4554,1,1,2,3,0
120,ONE-族120,ONE,112.538,3,3,5,5,0
121,ONE-族121,ONE,144.4463,2,2,2,4,0
122,ONE-族122,ONE,32.4298,3,3,3,5,0
123,ONE-族123,ONE,243.4103,1,1,2,3,0
124,ONE-族124,ONE,246.8553,2,2,3,4,0
125,ONE-族125,ONE,31.1214,1,1,1,3,0
126,ONE-族126,ONE,54.4192,2,2,4,4,0
127,ONE-族127,ONE,55.901,1,1,3,3,0
128,ONE-族128,ONE,48.1223,2,2,3,4,0
129,ONE-族129,ONE,30.5863,1,1,2,3,0
130,ONE-族130,ONE,30.4855,2,2,3,4,0
131,ONE-族131,ONE,96.4085,1,0,1,2,0
132,ONE-族132,ONE,538.9511,3,2,4,4,0
133,ONE-族133,ONE,143.4998,2,2,3,4,0
134,ONE-族134,ONE,557.3986,3,3,4,5,0
135,ONE-族135,ONE,43.2865,2,2,2,4,0
136,ONE-族136,ONE,30.2571,2,2,2,4,0
137,ONE-族137,ONE,109.5071,2,2,3,4,0
138,ONE-族138,ONE,35.7789,1,1,2,3,0
139,ONE-族139,ONE,76.0631,1,1,2,3,0
140,ONE-族140,ONE,199.0698,2,2,4,4,0
141,ONE-族141,ONE,32.4919,1,1,3,3,0
142,ONE-族142,ONE,57.2025,3,3,4,5,0
143,ONE-族143,ONE,42.1079,1,1,3,3,0
144,ONE-族144,ONE,356.035,1,1,2,3,0
145,ONE-族145,ONE,68.8927,1,1,1,3,0
146,ONE-族146,ONE,45.6342,3,3,4,5,0
147,ONE-族147,ONE,69.7178,1,1,1,3,0
148,ONE-族148,ONE,53.8373,1,0,2,2,0
149,ONE-族149,ONE,304.4911,1,1,2,3,0
150,ONE-族150,ONE,27.3803,3,3,5,5,0
151,ONE-族151,ONE,35.5133,3,3,5,5,0
152,ONE-族152,ONE,42.8171,1,1,2,3,0
153,ONE-族153,ONE,95.4278,4,4,5,5,0
154,ONE-族154,ONE,120.2265,1,1,3,3,0
155,ONE-族155,ONE,112.3918,3,3,5,5,0
156,ONE-族156,ONE,53.4108,2,2,3,4,0
157,ONE-族157,ONE,70.345,2,1,2,3,0
158,ONE-族158,ONE,125.9632,1,1,2,3,0
159,ONE-族159,ONE,227.8007,1,1,3,3,0
160,ONE-族160,ONE,48.4486,1,1,2,3,0
161,ONE-族161,ONE,259.4766,3,3,3,5,0
162,ONE-族162,ONE,81.9666,3,3,3,5,0
163,ONE-族163,ONE,29.2107,1,1,3,3,0
164,ONE-族164,ONE,357.8064,1,1,2,3,0
165,ONE-族165,ONE,81.1018,1,1,2,3,0
166,ONE-族166,ONE,38.2276,3,3,5,5,0
167,ONE-族167,ONE,171.3242,1,1,1,3,0
168,ONE-族168,ONE,132.7844,1,1,1,3,0
169,ONE-族169,ONE,16.6034,2,2,3,4,0
170,ONE-族170,ONE,364.8382,1,1,2,3,0
171,ONE-族171,ONE,104.3823,3,3,2,4,0
172,ONE-族172,ONE,29.4011,1,1,3,3,0
173,ONE-族173,ONE,107.9324,1,1,2,3,0
174,ONE-族174,ONE,29.1288,4,4,6,6,0
175,ONE-族175,ONE,86.9255,1,1,0,2,1
176,ONE-族176,ONE,73.4837,1,1,1,3,0
177,ONE-族177,ONE,181.8874,4,4,4,5,0
178,ONE-族178,ONE,413.348,2,2,4,4,0
179,ONE-族179,ONE,241.2596,2,2,3,4,0
180,ONE-族180,ONE,91.9155,4,4,6,6,0
181,ONE-族181,ONE,163.7445,1,1,2,3,0
182,ONE-族182,ONE,75.2555,1,1,3,3,0
183,ONE-族183,ONE,96.8335,1,1,2,3,0
184,ONE-族184,ONE,52.1929,4,3,4,5,0
185,ONE-族185,ONE,621.4552,4,4,4,5,0
186,ONE-族186,ONE,355.5159,1,1,2,3,0
187,ONE-族187,ONE,41.6253,1,1,2,2,0
188,ONE-族188,ONE,174.2651,1,1,2,3,0
189,ONE-族189,ONE,108.665,2,2,2,4,0
190,ONE-族190,ONE,19.4076,1,1,2,3,0
191,ONE-族191,ONE,235.6365,3,3,3,5,0
192,ONE-族192,ONE,62.2172,2,2,3,4,0
193,ONE-族193,ONE,354.9366,1,1,1,3,0
194,ONE-族194,ONE,104.8267,1,1,1,3,0
195,ONE-族195,ONE,73.1589,3,3,5,5,0
196,ONE-族196,ONE,123.6151,1,1,2,3,0
197,ONE-族197,ONE,231.5969,1,0,0,2,1
198,ONE-族198,ONE,117.7015,1,1,2,3,0
199,ONE-族199,ONE,101.1823,4,4,5,5,0
200,ONE-族200,ONE,187.9138,1,1,1,3,0
201,ONE-族201,ONE,169.057,1,1,3,3,0
202,ONE-族202,ONE,278.8707,2,2,3,4,0
203,ONE-族203,ONE,37.0727,1,1,1,3,0
204,ONE-族204,ONE,160.4156,1,1,2,3,0
205,ONE-族205,ONE,45.0682,1,1,2,3,0
206,ONE-族206,ONE,36.0812,1,1,2,3,0
207,ONE-族207,ONE,270.7739,1,0,0,2,1
208,ONE-族208,ONE,30.8467,2,2,2,4,0
209,ONE-族209,ONE,31.281,1,1,0,3,1
210,ONE-族210,ONE,39.7563,1,1,3,3,0
211,ONE-族211,ONE,73.0645,2,2,2,4,0
212,ONE-族212,ONE,175.8836,2,2,3,4,0
213,ONE-族213,ONE,21.226,2,2,3,4,0
214,ONE-族214,ONE,146.6949,2,2,3,4,0
215,ONE-族215,ONE,137.4048,1,1,1,3,0
216,ONE-族216,ONE,29.6847,2,2,2,4,0
217,ONE-族217,ONE,40.3447,1,1,1,3,0
218,ONE-族218,ONE,24.3266,1,1,2,3,0
219,ONE-族219,ONE,168.8168,2,2,3,3,0
220,ONE-族220,ONE,127.211,1,1,2,3,0
221,ONE-族221,ONE,68.3915,2,2,1,4,0
222,ONE-族222,ONE,36.8323,1,1,1,3,0
223,ONE-族223,ONE,31.9,2,2,2,4,0
224,ONE-族224,ONE,133.4307,2,2,2,4,0
225,ONE-族225,ONE,156.6646,2,2,2,4,0
226,ONE-族226,ONE,64.5536,1,1,1,3,0
227,ONE-族227,ONE,240.3301,3,3,3,5,0
228,ONE-族228,ONE,43.7182,1,1,1,3,0
229,ONE-族229,ONE,178.6666,1,1,1,3,0
230,ONE-族230,ONE,128.7746,1,1,3,3,0
231,ONE-族231,ONE,23.5087,1,1,1,3,0
232,ONE-族232,ONE,105.0648,2,2,3,4,0
233,ONE-族233,ONE,93.5872,1,1,1,3,0
234,ONE-族234,ONE,151.4877,2,2,4,4,0
235,ONE-族235,ONE,278.932,1,1,1,3,0
236,ONE-族236,ONE,95.7431,1,1,3,3,0
237,ONE-族237,ONE,246.8615,3,2,2,4,0
238,ONE-族238,ONE,130.8092,1,1,2,3,0
239,ONE-族239,ONE,61.3095,1,1,1,3,0
240,ONE-族240,ONE,212.3507,2,2,2,4,0
241,ONE-族241,ONE,35.9256,3,3,4,5,0
242,ONE-族242,ONE,164.9538,1,1,1,3,0
243,ONE-族243,ONE,336.3388,3,3,3,5,0
244,ONE-族244,ONE,94.4118,1,0,1,2,0
245,ONE-族245,ONE,140.9139,2,2,3,4,0
246,ONE-族246,ONE,222.3076,4,4,5,5,0
247,ONE-族247,ONE,514.4748,1,1,3,3,0
248,ONE-族248,ONE,350.957,1,1,2,3,0
249,ONE-族249,ONE,54.9714,2,2,2,4,0
250,ONE-族250,ONE,49.5894,2,2,3,4,0
251,ONE-族251,ONE,351.852,1,1,2,3,0
252,ONE-族252,ONE,200.0172,1,1,2,3,0
253,ONE-族253,ONE,109.4618,4,4,5,5,0
254,ONE-族254,ONE,327.5351,1,1,2,3,0
255,ONE-族255,ONE,64.0262,3,2,3,4,0
256,ONE-族256,ONE,13.5231,4,4,5,5,0
257,ONE-族257,ONE,18.3867,1,1,3,3,0
258,ONE-族258,ONE,20.4165,2,2,3,4,0
259,ONE-族259,ONE,442.4963,3,3,4,5,0
260,ONE-族260,ONE,132.6512,2,2,1,3,0
261,ONE-族261,ONE,306.5389,1,1,2,3,0
262,ONE-族262,ONE,139.2048,2,2,2,4,0
263,ONE-族263,ONE,282.0146,1,1,2,3,0
264,ONE-族264,ONE,33.557,1,1,3,3,0
265,ONE-族265,ONE,54.492,2,2,1,3,0
266,ONE-族266,ONE,236.5606,1,1,2,3,0
267,ONE-族267,ONE,108.9202,1,1,2,3,0
268,ONE-族268,ONE,87.91,3,3,3,5,0
269,ONE-族269,ONE,58.2512,2,2,3,4,0
270,ONE-族270,ONE,806.1771,2,2,3,4,0
271,ONE-族271,ONE,45.041,1,1,1,3,0
272,ONE-族272,ONE,125.0725,1,1,0,3,1
273,ONE-族273,ONE,263.0428,3,3,3,5,0
274,ONE-族274,ONE,26.2582,1,1,2,3,0
275,ONE-族275,ONE,100.7439,1,1,1,3,0
276,ONE-族276,ONE,131.4133,1,1,2,3,0
277,ONE-族277,ONE,16.7525,2,2,3,4,0
278,ONE-族278,ONE,55.0436,3,3,4,5,0
279,ONE-族279,ONE,132.2848,3,3,3,5,0
280,ONE-族280,ONE,26.2343,3,3,4,5,0
281,ONE-族281,ONE,32.9266,2,2,4,4,0
282,ONE-族282,ONE,324.5948,4,4,4,5,0
283,ONE-族283,ONE,103.7508,1,1,3,3,0
284,ONE-族284,ONE,209.6022,2,2,3,4,0
285,ONE-族285,ONE,42.1337,1,1,1,3,0
286,ONE-族286,ONE,166.3349,2,2,2,4,0
287,ONE-族287,ONE,58.2211,1,1,2,3,0
288,ONE-族288,ONE,126.1272,2,2,4,4,0
289,ONE-族289,ONE,31.1014,2,2,4,4,0
290,ONE-族290,ONE,15.5648,4,4,5,5,0
291,ONE-族291,ONE,138.3131,2,2,0,4,1
292,ONE-族292,ONE,304.8348,1,1,2,3,0
293,ONE-族293,ONE,54.0695,1,1,2,3,0
294,ONE-族294,ONE,97.3891,1,1,2,3,0
295,ONE-族295,ONE,24.2946,2,2,2,4,0
296,ONE-族296,ONE,57.4731,2,2,2,4,0
297,ONE-族297,ONE,72.2746,1,1,1,3,0
298,ONE-族298,ONE,37.2083,1,1,2,3,0
299,ONE-族299,ONE,9.6463,2,2,2,4,0
300,ONE-族300,ONE,24.26,4,3,5,5,0
301,TWO-族001,TWO,55.0977,1,1,2,3,0
302,TWO-族002,TWO,119.9808,4,6,5,7,0
303,TWO-族003,TWO,73.8421,4,5,7,7,0
304,TWO-族004,TWO,179.0464,5,8,10,10,0
305,TWO-族005,TWO,116.578,3,5,5,6,0
306,TWO-族006,TWO,48.0683,4,6,8,8,0
307,TWO-族007,TWO,184.6741,4,6,7,8,0
308,TWO-族008,TWO,19.3287,4,4,5,6,0
309,TWO-族009,TWO,48.0578,2,3,4,5,0
310,TWO-族010,TWO,64.2178,2,4,5,6,0
311,TWO-族011,TWO,102.9705,1,2,3,4,0
312,TWO-族012,TWO,15.3806,4,6,7,7,0
313,TWO-族013,TWO,96.8193,3,6,6,8,0
314,TWO-族014,TWO,88.4433,4,7,7,8,0
315,TWO-族015,TWO,51.5921,1,2,2,4,0
316,TWO-族016,TWO,30.2732,2,3,3,5,0
317,TWO-族017,TWO,148.194,2,3,1,5,0
318,TWO-族018,TWO,141.2952,3,4,5,6,0
319,TWO-族019,TWO,107.3134,1,1,1,3,0
320,TWO-族020,TWO,104.221,6,10,10,11,0
321,TWO-族021,TWO,29.2722,4,6,7,7,0
322,TWO-族022,TWO,30.0977,4,6,5,7,0
323,TWO-族023,TWO,164.7195,1,2,2,4,0
324,TWO-族024,TWO,48.3086,3,5,4,6,0
325,TWO-族025,TWO,572.2002,1,2,3,4,0
326,TWO-族026,TWO,167.6114,12,15,16,17,0
327,TWO-族027,TWO,92.295,3,4,4,5,0
328,TWO-族028,TWO,350.156,3,4,5,6,0
329,TWO-族029,TWO,70.5088,1,2,3,4,0
330,TWO-族030,TWO,41.99,5,7,7,8,0
331,TWO-族031,TWO,99.2404,1,2,2,4,0
332,TWO-族032,TWO,51.1083,2,4,4,6,0
333,TWO-族033,TWO,54.5166,1,2,1,4,0
334,TWO-族034,TWO,47.3786,2,3,4,5,0
335,TWO-族035,TWO,61.113,1,1,1,2,0
336,TWO-族036,TWO,15.3818,4,7,8,8,0
337,TWO-族037,TWO,117.6598,7,11,13,13,0
338,TWO-族038,TWO,272.5328,4,6,6,7,0
339,TWO-族039,TWO,81.2057,2,3,5,5,0
340,TWO-族040,TWO,56.3302,2,3,3,5,0
341,TWO-族041,TWO,107.9844,6,6,7,8,0
342,TWO-族042,TWO,210.5165,1,2,3,4,0
343,TWO-族043,TWO,630.2336,2,3,4,5,0
344,TWO-族044,TWO,75.866,2,2,2,4,0
345,TWO-族045,TWO,88.7253,1,1,0,2,1
346,TWO-族046,TWO,99.2704,1,1,1,3,0
347,TWO-族047,TWO,229.7979,6,10,12,12,0
348,TWO-族048,TWO,110.3961,1,2,3,4,0
349,TWO-族049,TWO,407.9673,4,6,8,8,0
350,TWO-族050,TWO,38.7338,3,4,4,6,0
351,TWO-族051,TWO,70.8853,1,2,3,4,0
352,TWO-族052,TWO,90.9629,6,11,11,13,0
353,TWO-族053,TWO,41.9096,4,7,8,9,0
354,TWO-族054,TWO,312.8648,3,4,2,5,0
355,TWO-族055,TWO,36.4701,2,3,3,5,0
356,TWO-族056,TWO,84.8908,1,2,4,4,0
357,TWO-族057,TWO,474.5506,1,2,2,4,0
358,TWO-族058,TWO,25.2949,1,2,2,4,0
359,TWO-族059,TWO,147.4819,6,10,12,12,0
360,TWO-族060,TWO,237.6025,2,4,5,6,0
361,TWO-族061,TWO,181.3426,10,15,14,15,0
362,TWO-族062,TWO,169.6892,5,7,8,9,0
363,TWO-族063,TWO,167.5341,1,2,3,4,0
364,TWO-族064,TWO,30.1853,1,2,4,4,0
365,TWO-族065,TWO,71.2774,1,1,1,3,0
366,TWO-族066,TWO,67.4779,1,2,3,4,0
367,TWO-族067,TWO,63.2489,1,2,2,4,0
368,TWO-族068,TWO,27.9355,2,4,5,6,0
369,TWO-族069,TWO,262.4188,1,2,2,4,0
370,TWO-族070,TWO,34.4893,3,5,6,7,0
371,TWO-族071,TWO,31.6645,3,4,5,5,0
372,TWO-族072,TWO,136.3603,8,9,8,10,0
373,TWO-族073,TWO,78.9459,1,1,2,3,0
374,TWO-族074,TWO,94.4204,2,3,3,5,0
375,TWO-族075,TWO,201.5729,1,2,2,4,0
376,TWO-族076,TWO,176.6028,3,6,7,8,0
377,TWO-族077,TWO,75.9445,1,2,4,4,0
378,TWO-族078,TWO,33.3853,1,2,3,4,0
379,TWO-族079,TWO,51.9632,5,6,7,7,0
380,TWO-族080,TWO,110.2951,3,5,4,5,0
381,TWO-族081,TWO,215.6013,1,2,3,4,0
382,TWO-族082,TWO,204.8784,2,3,4,5,0
383,TWO-族083,TWO,76.0766,3,4,5,6,0
384,TWO-族084,TWO,25.4973,4,8,9,10,0
385,TWO-族085,TWO,177.9642,2,4,6,6,0
386,TWO-族086,TWO,77.6502,4,6,7,7,0
387,TWO-族087,TWO,99.1522,3,5,7,7,0
388,TWO-族088,TWO,45.8823,5,8,9,10,0
389,TWO-族089,TWO,499.3268,1,2,2,4,0
390,TWO-族090,TWO,83.3243,4,6,6,7,0
391,TWO-族091,TWO,134.9991,1,1,2,3,0
392,TWO-族092,TWO,39.6957,2,3,2,5,0
393,TWO-族093,TWO,184.412,3,4,5,6,0
394,TWO-族094,TWO,88.1039,3,5,5,6,0
395,TWO-族095,TWO,83.6528,2,2,2,4,0
396,TWO-族096,TWO,74.4233,7,11,12,12,0
397,TWO-族097,TWO,96.0041,1,2,3,4,0
398,TWO-族098,TWO,78.3512,3,5,7,7,0
399,TWO-族099,TWO,55.2286,1,1,2,3,0
400,TWO-族100,TWO,129.4475,2,4,4,6,0
401,TWO-族101,TWO,275.3338,1,2,2,4,0
402,TWO-族102,TWO,144.0244,1,2,3,4,0
403,TWO-族103,TWO,75.2668,4,7,8,8,0
404,TWO-族104,TWO,98.9537,4,7,7,8,0
405,TWO-族105,TWO,149.2219,4,7,8,9,0
406,TWO-族106,TWO,22.466,4,5,6,7,0
407,TWO-族107,TWO,79.8264,1,1,1,2,0
408,TWO-族108,TWO,70.9786,7,10,11,11,0
409,TWO-族109,TWO,51.1793,2,4,4,6,0
410,TWO-族110,TWO,73.8733,5,8,8,10,0
411,TWO-族111,TWO,38.6363,4,5,5,5,0
412,TWO-族112,TWO,59.4071,5,9,11,11,0
413,TWO-族113,TWO,54.2043,1,1,1,3,0
414,TWO-族114,TWO,67.7576,1,2,3,4,0
415,TWO-族115,TWO,382.0754,1,2,4,4,0
416,TWO-族116,TWO,67.2245,1,1,1,3,0
417,TWO-族117,TWO,250.8373,2,3,3,5,0
418,TWO-族118,TWO,50.6293,2,3,3,5,0
419,TWO-族119,TWO,29.6226,1,1,0,3,1
420,TWO-族120,TWO,201.99,1,1,1,3,0
421,TWO-族121,TWO,104.2295,2,2,3,4,0
422,TWO-族122,TWO,329.1871,3,5,6,7,0
423,TWO-族123,TWO,185.7252,5,5,6,7,0
424,TWO-族124,TWO,49.5436,1,1,1,3,0
425,TWO-族125,TWO,83.7839,2,2,1,4,0
426,TWO-族126,TWO,117.5376,1,2,4,4,0
427,TWO-族127,TWO,287.7588,4,6,7,8,0
428,TWO-族128,TWO,687.3439,1,1,1,3,0
429,TWO-族129,TWO,115.8105,4,7,6,6,0
430,TWO-族130,TWO,293.816,1,0,2,2,0
